match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,player_lastName,stat_totalCross,stat_onTargetScoringAttempt,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_totalOffside,stat_accurateCross,player_sofascoreId,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12624388,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800.0,G,40,40,False,26.0,12.0,14.0,1.0,0.0,12.0,19.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,31.0,6.2,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624388,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600.0,D,87,87,False,19.0,14.0,,,0.0,2.0,3.0,16.0,2.0,,,,,,,78.0,37.0,6.3,9.0,0,Marzouq Tambakti,12.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12624388,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800.0,D,29,29,False,33.0,32.0,1.0,1.0,0.0,23.0,23.0,10.0,5.0,,,,,,,90.0,42.0,7.3,1.0,0,,9.0,2.0,4.0,1.0,1.0,,,3.0,2.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12624388,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000.0,D,5,5,False,52.0,49.0,9.0,8.0,0.0,27.0,29.0,24.0,3.0,,,,,,,90.0,62.0,7.1,5.0,1,,22.0,,2.0,,,1.0,,2.0,1.0,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
12624388,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200.0,D,8,8,False,38.0,34.0,4.0,1.0,0.0,13.0,15.0,24.0,6.0,,,,,,,90.0,68.0,7.2,7.0,2,Abdulelah Al Khaibari,21.0,,2.0,8.0,,1.0,1.0,4.0,1.0,,4.0,3.0,1.0,,1.0,,,,,1.0,,True,1.0,2.0,3.0,,,,,,,,,
12624388,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,M,88,88,False,43.0,41.0,2.0,2.0,0.0,16.0,16.0,31.0,4.0,,,,,,,83.0,58.0,7.3,7.0,0,,25.0,,1.0,6.0,,,,1.0,1.0,,4.0,3.0,1.0,,1.0,,,,,4.0,,,,,2.0,1.0,,,,,,,,
12624388,home,Al-Riyadh,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400.0,M,6,6,False,57.0,53.0,1.0,1.0,0.0,23.0,25.0,32.0,6.0,,,,,,,89.0,62.0,6.8,4.0,0,Saud Zidan,30.0,,1.0,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
12624388,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400.0,M,21,21,False,36.0,33.0,1.0,1.0,0.0,15.0,16.0,20.0,2.0,,,,,,,90.0,57.0,7.1,8.0,4,,18.0,1.0,5.0,6.0,1.0,4.0,3.0,2.0,,,,,2.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,,3.0,,,,,,,
12624388,home,Al-Riyadh,Enes Sali,sali-enes,E. Sali,F,98,168.0,434,M,1133883,EUR,1140652800.0,M,99,99,False,22.0,20.0,,,0.0,4.0,4.0,19.0,4.0,,,,,,,90.0,38.0,7.5,7.0,3,,16.0,,2.0,8.0,,5.0,4.0,,,,1.0,1.0,3.0,,1.0,,,,,1.0,,,,1.0,3.0,,2.0,,,,,,,
12624388,home,Al-Riyadh,Sekou Lega,lega-sekou,S. Lega,F,11,190.0,117,M,1019662,EUR,1043107200.0,F,77,77,False,14.0,11.0,,,0.0,3.0,3.0,12.0,,,,,,,,78.0,20.0,6.6,6.0,0,,8.0,1.0,4.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,
