match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceCreated,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,stat_clearanceOffLine,player_sofascoreId,stat_lastManTackle,stat_hitWoodwork
14053820,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187.0,465,M,809408,EUR,806716800,G,1,1,False,37.0,29.0,13.0,6.0,0.0,27.0,30.0,2.0,7.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,47.0,7.6,8.0,0.00051837,0.4101,0,1.3409,0.03,0.02,0.27,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053820,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185.0,163,M,827103,EUR,856828800,D,5,5,False,35.0,27.0,3.0,1.0,0.0,14.0,15.0,13.0,20.0,1.0,4.0,7.0,1.0,,,,,,,90.0,54.0,7.2,10.0,0.497599,,1,,0.48,0.42,-0.12,,,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0934,1.0,-0.53,,,,,,,,,,,,,,,,,,,,,,
14053820,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181.0,296,M,1121401,EUR,1109289600,D,3,3,False,85.0,77.0,7.0,6.0,0.0,45.0,47.0,32.0,38.0,3.0,4.0,5.0,7.0,,,,,,,90.0,95.0,7.3,9.0,0.0290762,,0,,0.22,0.27,0.3,,Thijmen Blokzijl,,,,5.0,5.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14053820,home,FC Groningen,Dies Janse,janse-dies,D. Janse,D,4,196.0,640,M,1470010,EUR,1137456000,D,4,4,False,74.0,68.0,7.0,3.0,0.0,34.0,35.0,34.0,39.0,2.0,6.0,3.0,3.0,1.0,,,,,,90.0,85.0,8.0,7.0,0.5897,,0,,0.61,0.23,0.28,,Dies Janse,,1.0,1.0,2.0,3.0,,,3.0,2.0,1.0,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
14053820,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185.0,131,M,76160,EUR,666144000,D,43,43,False,44.0,36.0,4.0,2.0,0.0,14.0,14.0,22.0,30.0,3.0,4.0,3.0,5.0,,,,,,,90.0,80.0,6.9,19.0,0.021737,,3,,0.09,0.38,-0.16,,,,3.0,1.0,,2.0,,1.0,,,2.0,0.621,2.0,-0.38,,2.0,,2.0,2.0,1.0,3.0,2.0,1.0,0.3771,,,,,,,,,,,,
14053820,home,FC Groningen,Tika de Jonge,tika-de-jonge,T. d. Jonge,M,8,182.0,103,M,1121402,EUR,1047340800,M,8,8,False,39.0,35.0,1.0,1.0,0.0,15.0,15.0,20.0,24.0,1.0,5.0,1.0,3.0,,,,,,,90.0,55.0,6.7,8.0,0.0458443,,1,,0.09,0.1,-0.06,,Tika de Jonge,,1.0,1.0,,4.0,1.0,,3.0,2.0,1.0,0.0175,1.0,0.0,,2.0,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,
14053820,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186.0,608,M,1090328,EUR,1053993600,M,6,6,False,61.0,55.0,5.0,4.0,0.0,21.0,21.0,34.0,40.0,2.0,4.0,1.0,1.0,,,,,,,90.0,77.0,7.2,13.0,0.0365345,,1,,0.27,0.16,-0.04,,Stije Resink,,1.0,,1.0,6.0,1.0,1.0,1.0,,3.0,0.7884,,0.32,1.0,,,1.0,2.0,1.0,,,,0.9046,2.0,,True,1.0,,,,,,,,
14053820,home,FC Groningen,David van der Werff,david-van-der-werff,D. v. d. Werff,M,17,180.0,88,M,1878212,EUR,1093910400,M,17,17,False,27.0,23.0,5.0,3.0,0.0,4.0,4.0,19.0,23.0,,3.0,,2.0,1.0,,,,,,71.0,44.0,7.6,9.0,0.403935,,4,,0.77,0.01,-0.05,,David van der Werff,,6.0,2.0,,1.0,,1.0,1.0,,,0.6414,2.0,0.01,,,1.0,,2.0,1.0,2.0,3.0,,0.277,,,,,,,,,,,,
14053820,home,FC Groningen,Younes Taha,younes-taha,Y. Taha,M,10,176.0,1453,M,1146623,EUR,1038355200,M,10,10,False,14.0,9.0,1.0,,0.0,2.0,4.0,7.0,10.0,,6.0,,2.0,2.0,,,,,,90.0,40.0,6.7,16.0,0.170749,,3,,0.18,0.07,-0.08,,Younes Taha,,8.0,3.0,,5.0,,2.0,4.0,1.0,2.0,0.4311,1.0,-0.07,,1.0,1.0,1.0,3.0,,1.0,,,0.2424,1.0,1.0,,,,,,,,,,
14053820,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177.0,234,M,1424404,EUR,1094688000,M,14,14,False,31.0,24.0,2.0,1.0,0.0,8.0,10.0,16.0,21.0,,5.0,,2.0,2.0,,,,,,90.0,49.0,6.9,13.0,0.0463332,,2,,0.08,0.34,-0.05,,Jorg Schreuders,,1.0,,,3.0,,1.0,1.0,,2.0,0.1306,1.0,-0.32,,,,1.0,3.0,2.0,,1.0,,0.3066,1.0,,,,,,,,,,,
