match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_wonTackle,stat_fouls,player_lastName,stat_dispossessed,stat_totalContest,stat_wasFouled,stat_totalOffside,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_hitWoodwork,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
10390082,home,Montpellier,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,392,M,571622,EUR,758160000,G,1,1,False,28.0,21.0,17.0,10.0,13.0,14.0,8.0,14.0,1.0,6.0,2.0,1.0,1.0,90.0,34.0,6.6,7.0,0.0,0.0,0.00226221,0,-0.4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,31.0,21.0,7.0,2.0,8.0,10.0,14.0,23.0,2.0,3.0,,,,90.0,54.0,6.7,15.0,0.0,0.0,0.0457669,0,,Enzo Tchato Mbiayi,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,41.0,30.0,9.0,2.0,16.0,19.0,14.0,22.0,10.0,3.0,,,,90.0,58.0,6.9,12.0,0.0,0.0,0.00509478,0,,,,,3.0,5.0,6.0,,1.0,3.0,,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,37.0,32.0,9.0,5.0,21.0,22.0,11.0,15.0,6.0,6.0,,,,90.0,45.0,6.7,5.0,0.0,0.0,0.0110031,0,,Maxime Estève,,,3.0,4.0,4.0,,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,31,31,False,22.0,13.0,5.0,,8.0,11.0,5.0,12.0,,4.0,,,,90.0,41.0,6.1,15.0,0.0,0.0,0.011012,0,,,1.0,,,7.0,4.0,3.0,2.0,3.0,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,55.0,47.0,10.0,6.0,30.0,31.0,17.0,25.0,,14.0,,,,90.0,75.0,7.0,13.0,0.0,0.0,0.0176601,0,,,1.0,,1.0,7.0,12.0,2.0,1.0,5.0,1.0,,1.0,4.0,1.0,,3.0,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,34.0,28.0,8.0,5.0,13.0,14.0,16.0,21.0,1.0,2.0,,,,90.0,40.0,6.9,7.0,0.0,0.0,0.215068,0,,,1.0,1.0,,2.0,,1.0,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
10390082,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,17.0,14.0,,,2.0,2.0,12.0,17.0,1.0,,,,,84.0,34.0,7.0,12.0,0.3257,0.0784,0.0193829,4,,,2.0,,1.0,6.0,2.0,,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,
10390082,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,37.0,25.0,4.0,2.0,9.0,10.0,18.0,41.0,,11.0,,,,90.0,70.0,8.3,31.0,0.7884,0.9917,0.116714,1,,,14.0,2.0,,5.0,6.0,,,1.0,5.0,2.0,1.0,1.0,2.0,,1.0,2.0,4.0,,1.0,1.0,,1.0,1.0,True,1.0,1.0,,,,,,,,,,
10390082,home,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,M,99,99,False,18.0,14.0,3.0,2.0,5.0,5.0,9.0,13.0,1.0,7.0,,,,65.0,30.0,6.7,7.0,0.0608,0.0,0.00732759,1,,,,,1.0,2.0,4.0,,1.0,,1.0,,,,,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,
