match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_fouls,captain,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,player_firstName,player_lastName,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_punches,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goalAssist
10385512,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190.0,2695,M,103335,EUR,699667200,G,17,17,False,27.0,22.0,7.0,2.0,20.0,21.0,2.0,6.0,10.0,1.0,3.0,4.0,1.0,1.0,90.0,38.0,6.6,5.0,0.0,0.0,0.00026873,0,-0.1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180.0,1146,M,190877,EUR,813196800,D,2,2,False,29.0,24.0,1.0,,12.0,14.0,13.0,18.0,4.0,,,,,,90.0,53.0,6.2,12.0,0.0441,0.0,0.0416042,1,,3.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196.0,10523,M,352668,EUR,875059200,D,4,4,False,59.0,52.0,8.0,4.0,28.0,32.0,24.0,28.0,7.0,,,,,,90.0,71.0,6.4,9.0,0.0595,0.0454,0.0151179,1,,1.0,,1.0,1.0,4.0,3.0,1.0,,,5.0,,1.0,1.0,1.0,,1.0,tosinadarabioyo,1.0,1.0,1.0,,,,,,,,,,,,,,
10385512,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185.0,548,M,118179,EUR,560390400,D,13,13,False,76.0,67.0,9.0,6.0,49.0,54.0,18.0,22.0,6.0,,,,,,90.0,85.0,6.3,11.0,0.0,0.0,0.013605,0,,,,1.0,2.0,3.0,4.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,
10385512,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183.0,2862,M,803174,EUR,870998400,D,33,33,False,40.0,28.0,7.0,4.0,17.0,21.0,12.0,20.0,5.0,,,,,,90.0,63.0,6.6,17.0,0.0,0.0,0.0452535,0,,1.0,1.0,,2.0,4.0,4.0,1.0,1.0,,1.0,,4.0,2.0,1.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,,
10385512,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176.0,353,M,365802,EUR,791164800,M,6,6,False,40.0,36.0,1.0,,13.0,14.0,23.0,27.0,3.0,,,,,,90.0,51.0,6.4,10.0,0.0,0.0,0.179063,0,,1.0,,2.0,1.0,7.0,3.0,1.0,1.0,,1.0,1.0,,2.0,1.0,2.0,,,1.0,,2.0,,,,2.0,,,,,,,,,,
10385512,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183.0,2086,M,371222,EUR,839894400,M,28,28,False,54.0,48.0,1.0,1.0,18.0,22.0,30.0,32.0,6.0,,,,,,90.0,62.0,6.7,7.0,0.0,0.0,0.0126186,0,,,,,1.0,1.0,4.0,,,,,1.0,,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
10385512,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170.0,1230,M,151499,EUR,728611200,M,14,14,False,23.0,20.0,,,9.0,9.0,12.0,17.0,3.0,,,,,,90.0,39.0,6.5,9.0,0.098,0.1017,0.0318568,1,,3.0,1.0,,,4.0,3.0,2.0,5.0,,,,,,,2.0,,,,1.0,,,3.0,,1.0,,,1.0,,,,,,,
10385512,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177.0,14092,M,285949,EUR,820454400,M,18,18,False,32.0,22.0,5.0,2.0,10.0,12.0,13.0,26.0,7.0,,,,,,76.0,49.0,6.3,18.0,0.4037,0.0,0.0345035,4,,6.0,1.0,2.0,,10.0,4.0,4.0,4.0,2.0,,,,,,1.0,2.0,andreaspereira,,,2.0,,2.0,,2.0,,,,2.0,,,,,,
10385512,home,Fulham,Manor Solomon,manor-solomon,M. Solomon,M,19,167.0,5398,M,862223,EUR,932774400,M,11,11,False,24.0,21.0,,,7.0,9.0,14.0,15.0,2.0,,,,,,76.0,35.0,7.1,5.0,0.0295,0.0,0.0268619,1,,,,,,2.0,8.0,,4.0,1.0,,,,5.0,3.0,1.0,,,,,1.0,,3.0,,1.0,,,,,,,,,,
10385512,home,Fulham,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,189.0,24281,M,192144,EUR,779673600,F,9,9,False,21.0,14.0,5.0,3.0,6.0,8.0,8.0,13.0,2.0,,,,,,90.0,44.0,6.8,13.0,0.1665,0.0,0.00326823,3,,,,4.0,7.0,11.0,10.0,,2.0,1.0,2.0,1.0,,,,,2.0,AleksMitrović,5.0,,1.0,,1.0,,,,,1.0,2.0,1.0,,,,,
10385512,home,Fulham,Daniel James,daniel-james,D. James,M,7,172.0,4111,M,828639,EUR,879120000,M,21,21,True,5.0,2.0,1.0,,1.0,2.0,1.0,3.0,2.0,,,,,,14.0,10.0,5.9,6.0,0.0,0.0,0.00049565,0,,,,,,4.0,1.0,1.0,1.0,,,,,,,,1.0,Daniel_James97,2.0,,,,,,,,,,,,,,,,
10385512,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173.0,4932,M,355528,EUR,858988800,M,8,8,True,3.0,2.0,1.0,,,1.0,2.0,3.0,1.0,,,,,,14.0,6.0,6.6,2.0,0.0476,0.0,0.00063274,1,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,517,M,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,George Wickens,george-wickens,G. Wickens,G,1,195.0,52,M,991599,EUR,1005177600,G,40,40,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194.0,838,M,825719,EUR,852768000,D,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Charlie Robinson,charlie-robinson,C. Robinson,D,5,,13,M,1143930,EUR,1095552000,D,42,42,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Tyrese Francois,tyrese-francois,T. Francois,M,35,167.0,88,M,941757,EUR,963705600,M,35,35,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385512,home,Fulham,Luke Harris,luke-harris,L. Harris,M,28,177.0,240,M,1134729,EUR,1112486400,M,38,38,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
