match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,player_lastName,stat_interceptionWon,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_saves,stat_goalsPrevented,stat_outfielderBlock
12437761,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,28.0,27.0,4.0,3.0,0.0,26.0,26.0,1.0,2.0,90.0,28.0,6.8,1.0,0.00022275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437761,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,70.0,61.0,3.0,1.0,0.0,28.0,30.0,33.0,44.0,90.0,106.0,7.3,17.0,0.0287964,0,Arnau Martinez,True,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437761,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,111.0,99.0,7.0,3.0,0.0,51.0,57.0,48.0,54.0,90.0,120.0,7.2,12.0,0.0241921,1,,,,,1.0,,,,,5.0,3.0,,,,1.0,1.0,1.0,0.0404,,,,,,,,,,,,,,,,,,
12437761,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,107.0,96.0,7.0,3.0,0.0,36.0,40.0,60.0,70.0,90.0,114.0,7.5,14.0,0.0437214,0,,,3.0,,,1.0,,,,1.0,3.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12437761,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,37.0,31.0,3.0,2.0,0.0,12.0,13.0,20.0,27.0,90.0,75.0,7.6,14.0,0.403355,1,,,3.0,,4.0,5.0,1.0,5.0,2.0,1.0,4.0,3.0,3.0,,,,,0.2366,,2.0,MGutiérrez,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12437761,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,38.0,30.0,1.0,1.0,0.0,7.0,9.0,24.0,32.0,90.0,55.0,7.1,15.0,0.330204,2,,,3.0,1.0,7.0,5.0,3.0,1.0,1.0,,4.0,1.0,1.0,2.0,3.0,,,0.0654,,,viktortsygankov,1.0,,1.0,2.0,1.0,1.0,1.0,0.0907,,,,,,,
12437761,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,False,83.0,77.0,4.0,2.0,0.0,27.0,29.0,50.0,54.0,90.0,97.0,7.6,7.0,0.248513,1,,,,,3.0,4.0,1.0,,,,4.0,3.0,2.0,1.0,1.0,1.0,,0.0332,,,,,,,,1.0,,1.0,,,,,,,,
12437761,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,67.0,57.0,4.0,2.0,0.0,19.0,22.0,38.0,46.0,90.0,87.0,7.2,15.0,0.024219,1,,,1.0,1.0,7.0,9.0,2.0,,,,7.0,4.0,3.0,4.0,,,,0.1466,,3.0,YangelHerrera8,,,1.0,2.0,2.0,,2.0,,3.0,1.0,,,,,
12437761,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,910026,EUR,981849600,M,20,20,False,32.0,29.0,1.0,,0.0,9.0,9.0,20.0,23.0,67.0,49.0,6.4,9.0,0.0200101,0,,,,,7.0,4.0,3.0,3.0,,,4.0,1.0,,3.0,,,1.0,,,,bryan11gil,,,,,,,,,1.0,,,,,,
12437761,home,Girona FC,Yáser Asprilla,yaser-asprilla,Y. Asprilla,M,22,176,9605,M,1092769,EUR,1069200000,F,10,10,False,33.0,27.0,2.0,2.0,0.0,6.0,6.0,23.0,30.0,75.0,50.0,6.9,14.0,0.0958534,2,Yaser Asprilla,,3.0,,5.0,4.0,3.0,1.0,1.0,,3.0,,,3.0,,,,0.5142,,,yaser_asprilla_10,2.0,,2.0,3.0,,,2.0,,,1.0,1.0,,,,
