match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_aerialWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_errorLeadToAGoal,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_goals
12437812,home,Deportivo Alavés,Jesús Owono,,,jesus-owono,J. Owono,G,13,183,434,M,990659,EUR,983404800,G,13,13,False,34.0,17.0,26.0,9.0,0.0,11.0,13.0,6.0,21.0,1.0,2.0,1.0,1.0,90.0,38.0,6.5,17.0,0.00170123,0,-0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Nahuel Tenaglia,,,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,38.0,35.0,1.0,1.0,0.0,21.0,22.0,14.0,17.0,9.0,2.0,,,90.0,67.0,7.2,6.0,0.018247,0,,True,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Abdelkabir Abqar,,,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,False,34.0,27.0,7.0,2.0,0.0,22.0,22.0,5.0,12.0,6.0,2.0,,,90.0,49.0,6.4,10.0,0.00641711,0,,,,3.0,5.0,3.0,,1.0,,,3.0,,,1.0,abdel.abqar,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Moussa Diarra,,,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,22,22,False,34.0,28.0,4.0,,0.0,19.0,21.0,9.0,13.0,2.0,5.0,,,90.0,44.0,6.3,7.0,0.00575689,0,,,,1.0,2.0,5.0,,,,,,3.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Manuel Sánchez,,,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,3,3,False,18.0,16.0,2.0,1.0,0.0,4.0,4.0,13.0,20.0,3.0,2.0,,,89.0,45.0,6.6,11.0,0.024236,1,,,6.0,,7.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,0.0258,,,,,,,,,,
12437812,home,Deportivo Alavés,Carlos Vicente,,,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,7,7,False,23.0,18.0,1.0,1.0,0.0,6.0,7.0,14.0,32.0,1.0,3.0,,,90.0,53.0,6.8,23.0,0.321914,1,,,16.0,1.0,5.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,0.0221,1.0,1.0,,,,,,,,
12437812,home,Deportivo Alavés,Joan Jordán,,,joan-jordan,J. Jordán,M,8,184,752,M,591750,EUR,773452800,M,24,24,False,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,,,,,30.0,4.0,6.5,1.0,5.515e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Antonio Blanco,,,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,40.0,37.0,2.0,2.0,0.0,18.0,19.0,21.0,25.0,3.0,8.0,,,90.0,64.0,7.5,8.0,0.781426,2,,,4.0,,4.0,7.0,,2.0,2.0,2.0,1.0,3.0,,2.0,,,,1.0,2.0,,3.0,2.0,,0.0418,1.0,,2.0,,,,,,,
12437812,home,Deportivo Alavés,Carlos Martín,Carlos Martín,,carlos-martin,C. Martín,F,14,182,1239,M,1131581,EUR,1019433600,M,15,15,False,9.0,5.0,1.0,,0.0,4.0,5.0,1.0,4.0,,3.0,,,30.0,12.0,6.7,4.0,0.00135574,0,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Jon Guridi,,,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,F,18,18,False,36.0,28.0,2.0,2.0,0.0,12.0,13.0,16.0,24.0,,4.0,,,90.0,44.0,6.8,12.0,0.0141787,0,,,1.0,2.0,10.0,2.0,1.0,2.0,1.0,,1.0,,,,,2.0,,,4.0,,2.0,,,,,,,,,,,,,
12437812,home,Deportivo Alavés,Kike García,,,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,17,17,False,11.0,8.0,2.0,1.0,0.0,3.0,3.0,5.0,8.0,,4.0,,,72.0,18.0,6.6,5.0,0.00396224,2,,,,1.0,2.0,,,,1.0,,,,,,,,,1.0,,,,,,0.2973,,,2.0,,,,,,,
12437812,home,Deportivo Alavés,Ander Guevara,,,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,True,28.0,24.0,4.0,4.0,0.0,10.0,12.0,14.0,17.0,1.0,6.0,,,60.0,39.0,7.2,7.0,0.04004,1,,,1.0,,4.0,5.0,1.0,1.0,1.0,1.0,,3.0,3.0,1.0,,,,,2.0,,1.0,,,0.0563,,,,1.0,0.0376,,,,,
12437812,home,Deportivo Alavés,Tomás Conechny,,,tomas-conechny,T. Conechny,F,17,170,499,M,822607,EUR,891216000,F,10,10,True,28.0,23.0,,,0.0,7.0,8.0,17.0,23.0,,3.0,,,60.0,42.0,6.4,10.0,0.034084,3,,,3.0,2.0,7.0,5.0,,2.0,1.0,1.0,,1.0,1.0,,,3.0,,1.0,3.0,,,1.0,,0.7798,,,2.0,1.0,0.105,2.0,,,,
12437812,home,Deportivo Alavés,Toni Martínez,,,toni-martinez,T. Martínez,F,11,180,1253,M,831253,EUR,867628800,F,11,11,True,6.0,3.0,,,0.0,2.0,2.0,1.0,4.0,,,,,18.0,10.0,6.9,3.0,0.00084941,1,,,,1.0,1.0,5.0,,,2.0,2.0,,,,,,3.0,,,,,,,,0.0799,,,1.0,,,,,,,
