match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11408328,home,Chaves,Rodrigo Nascimento,Rodrigo Nascimento,rodrigo-nascimento,R. Nascimento,G,31,198,55,M,1128775,EUR,822614400,G,31,31,False,24.0,17.0,11.0,4.0,14.0,14.0,3.0,10.0,3.0,11.0,1.0,2.0,3.0,1.0,90.0,38.0,6.9,7.0,0.00193001,0,0.1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408328,home,Chaves,João Correia,,joao-correia,J. Correia,M,77,175,850,M,804272,EUR,841881600,D,77,77,False,40.0,35.0,4.0,3.0,27.0,29.0,8.0,14.0,5.0,3.0,,,,,90.0,73.0,6.6,17.0,0.018337,0,,,True,3.0,2.0,5.0,11.0,8.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11408328,home,Chaves,Ygor Nogueira,,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,3,3,False,43.0,35.0,5.0,4.0,27.0,31.0,8.0,12.0,3.0,6.0,,,,,90.0,58.0,7.2,8.0,0.00137536,0,,,,,1.0,2.0,5.0,10.0,,,1.0,5.0,4.0,,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
11408328,home,Chaves,Vasco Fernandes,,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,40.0,33.0,4.0,2.0,27.0,29.0,6.0,11.0,1.0,3.0,,,,,90.0,46.0,6.7,7.0,0.00293998,0,,,,,2.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
11408328,home,Chaves,Sandro Cruz,,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,33,33,False,27.0,21.0,4.0,2.0,14.0,18.0,7.0,10.0,,,,,,,76.0,45.0,6.8,10.0,0.00561961,0,,,,1.0,,,5.0,6.0,1.0,1.0,,3.0,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,
11408328,home,Chaves,Raphael Guzzo,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,80,80,False,42.0,36.0,3.0,1.0,13.0,15.0,23.0,30.0,2.0,3.0,,,,,90.0,57.0,6.8,10.0,0.0147374,1,,,,3.0,1.0,1.0,4.0,5.0,,,,1.0,,1.0,4.0,2.0,1.0,1.0,,,1.0,0.0188,,,,,,,,,,,
11408328,home,Chaves,Dário Essugo,,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,14,14,False,22.0,18.0,3.0,1.0,16.0,18.0,2.0,4.0,1.0,4.0,,,,,66.0,31.0,6.6,7.0,0.00173729,0,,,,,,1.0,4.0,4.0,,,1.0,1.0,1.0,3.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,
11408328,home,Chaves,Kelechi Nwakali,,kelechi-nwakali,K. Nwakali,M,50,181,305,M,822472,EUR,897004800,M,28,28,False,17.0,11.0,2.0,1.0,7.0,9.0,4.0,9.0,,2.0,,,,,45.0,21.0,6.5,8.0,0.00121531,0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
11408328,home,Chaves,Rúben Ribeiro,,ruben-ribeiro,R. Ribeiro,F,,175,58,M,44653,EUR,554774400,F,20,20,False,18.0,16.0,,,6.0,6.0,11.0,13.0,,1.0,,,,,45.0,25.0,6.7,4.0,0.029128,1,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,0.025,1.0,1.0,,,,,,,,,
11408328,home,Chaves,Héctor Hernández,,hector-hernandez,H. Hernández,F,23,180,2876,M,352448,EUR,811036800,F,23,23,False,12.0,8.0,,,6.0,9.0,2.0,3.0,,1.0,,,,,45.0,17.0,6.3,6.0,0.0020991,1,,,,,6.0,1.0,10.0,1.0,2.0,,,,,,,,,2.0,,,1.0,0.1376,,,,,,,,,,,
11408328,home,Chaves,Leandro Sanca,,sanca-leandro,L. Sanca,M,11,184,101,M,1141665,EUR,946944000,F,10,10,False,23.0,19.0,2.0,2.0,8.0,9.0,12.0,20.0,1.0,5.0,,,,,90.0,46.0,7.2,12.0,0.0600349,2,,,,6.0,,,2.0,6.0,,4.0,,1.0,,2.0,2.0,,2.0,1.0,,3.0,,0.0626,1.0,2.0,,,,,,,,,
11408328,home,Chaves,Guima,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,True,18.0,13.0,1.0,,5.0,7.0,8.0,12.0,,4.0,,,,,45.0,27.0,6.8,8.0,0.0107426,1,,,,1.0,3.0,1.0,7.0,4.0,1.0,,,1.0,1.0,,2.0,2.0,,1.0,,,,0.0173,,,1.0,0.0887,,,,,,,
11408328,home,Chaves,Bernardo Sousa,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,M,7,7,True,9.0,6.0,3.0,2.0,3.0,3.0,3.0,7.0,1.0,2.0,,,,,45.0,14.0,6.5,5.0,0.0300756,0,,,,1.0,,,3.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
11408328,home,Chaves,Jô Batista,,jo-batista,Batista,F,90,192,162,M,947921,EUR,799286400,F,99,99,True,3.0,2.0,,,,,2.0,3.0,1.0,2.0,,,,,45.0,11.0,6.9,2.0,0.00595004,3,,,,,4.0,2.0,7.0,2.0,,,,,,1.0,,3.0,,,1.0,,,0.1004,,2.0,1.0,0.1015,1.0,,,,,,
11408328,home,Chaves,Helder Morim,,morim-helder,H. Morim,M,70,181,29,M,1119672,EUR,989798400,M,70,70,True,5.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,,1.0,,,,,24.0,13.0,6.9,2.0,0.104335,0,,,,1.0,3.0,1.0,3.0,4.0,,,,1.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,
11408328,home,Chaves,Paulo Victor,,paulo-victor,P. Victor,F,20,180,38,M,1107995,EUR,985132800,F,9,9,True,4.0,3.0,,,,,3.0,4.0,,1.0,,,,,14.0,5.0,6.5,1.0,0.00758089,0,,,,,2.0,,3.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11408328,home,Chaves,Hugo Souza,,hugo-souza,H. Souza,G,1,199,25668,M,950454,EUR,917740800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hugosouza,,,,,
11408328,home,Chaves,Bruno Rodrigues,,bruno-rodrigues,B. Rodrigues,D,4,192,51,M,1021100,EUR,991958400,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408328,home,Chaves,Steven Vitória,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408328,home,Chaves,Habib Sylla,Habib Sylla,habib-sylla,H. Sylla,D,52,178,24,M,1386615,EUR,918777600,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408328,away,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,33.0,24.0,18.0,9.0,18.0,18.0,6.0,15.0,1.0,9.0,1.0,,2.0,,90.0,42.0,7.5,10.0,0.00071671,0,0.1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408328,away,Famalicão,Martín Aguirregabiria,,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,False,52.0,48.0,2.0,2.0,24.0,25.0,25.0,30.0,1.0,1.0,,,,,90.0,74.0,6.9,12.0,0.0620635,0,,,,3.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
11408328,away,Famalicão,Riccieli,,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,52.0,49.0,4.0,3.0,41.0,43.0,8.0,9.0,3.0,4.0,,,,,90.0,63.0,7.4,4.0,0.00663398,0,,,True,,2.0,1.0,3.0,3.0,,,2.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,
11408328,away,Famalicão,Enea Mihaj,,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,53.0,46.0,7.0,2.0,35.0,37.0,11.0,16.0,6.0,4.0,,,,,90.0,64.0,7.3,7.0,0.0056882,0,,,,,1.0,7.0,3.0,9.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,
11408328,away,Famalicão,Francisco Moura,,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,39.0,33.0,1.0,1.0,20.0,23.0,13.0,17.0,3.0,2.0,,,,,90.0,60.0,6.9,10.0,0.0532506,0,,,,1.0,1.0,4.0,4.0,6.0,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,
11408328,away,Famalicão,Zaydou Youssouf,,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,58.0,53.0,11.0,7.0,27.0,27.0,26.0,31.0,3.0,3.0,,,,,90.0,78.0,7.2,9.0,0.0138017,1,,,,,1.0,2.0,4.0,10.0,1.0,4.0,,1.0,,2.0,3.0,3.0,,,,4.0,,0.0207,,1.0,,,1.0,,,,,,
