match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,captain,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot
12499598,home,Eintracht Frankfurt,Kauã Santos,kaua-dos-santos,Kauã,G,40,196,2816,M,1134203,EUR,1050019200,G,40,40,False,33.0,23.0,15.0,5.0,0.0,21.0,23.0,2.0,10.0,15.0,1.0,5.0,7.0,90.0,48.0,8.6,10.0,0.00020445,0,1.8076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499598,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,D,13,13,False,38.0,29.0,6.0,4.0,0.0,9.0,9.0,21.0,31.0,4.0,,,,90.0,63.0,7.3,18.0,0.434345,0,,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499598,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,32.0,30.0,3.0,3.0,0.0,18.0,20.0,12.0,12.0,3.0,,,,90.0,49.0,7.8,3.0,0.0143049,0,,,,3.0,4.0,6.0,,,6.0,3.0,2.0,1.0,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,
12499598,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,42.0,38.0,4.0,4.0,0.0,28.0,28.0,10.0,14.0,4.0,,,,90.0,57.0,7.7,5.0,0.00723,1,,,,5.0,7.0,5.0,,,6.0,,,1.0,1.0,1.0,,6.0,,3.0,True,1.0,1.0,0.0575,,,,,,,,,,,,,
12499598,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2196,M,965778,EUR,959212800,D,3,3,False,31.0,28.0,6.0,5.0,0.0,14.0,14.0,14.0,17.0,2.0,,,,90.0,43.0,7.2,5.0,0.0169809,0,,,,,6.0,1.0,,,3.0,,,,1.0,,,2.0,3.0,3.0,,,,,1.0,,,,,,,,,,,,
12499598,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,M,36,36,False,22.0,16.0,1.0,,1.0,3.0,5.0,13.0,19.0,5.0,,,,78.0,44.0,7.9,13.0,0.169253,3,,2.0,,1.0,6.0,9.0,2.0,2.0,1.0,5.0,2.0,5.0,1.0,4.0,3.0,2.0,,,,,,0.0701,,1.0,3.0,,,,,,,,,,
12499598,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,50.0,45.0,1.0,1.0,0.0,19.0,20.0,26.0,30.0,4.0,,,,90.0,63.0,6.9,7.0,0.0554995,1,,,,1.0,5.0,3.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,,,1.0,0.0528,1.0,,1.0,ellyes_skhiri,,,,,,,,,
12499598,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,32.0,31.0,6.0,6.0,0.0,14.0,14.0,17.0,18.0,1.0,,,,85.0,41.0,7.9,1.0,0.0275158,1,,,,1.0,2.0,1.0,,,3.0,,,,,,1.0,,2.0,2.0,,,1.0,0.5386,,,,,Hugo Larsson,,1.0,1.0,0.6998,,,,
12499598,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,19.0,15.0,3.0,2.0,0.0,4.0,4.0,14.0,25.0,2.0,,,,70.0,37.0,7.4,12.0,0.163619,2,,10.0,3.0,,1.0,,,,1.0,,,,,,2.0,,,,,1.0,3.0,0.1187,1.0,,1.0,fareschaibi28,,,,,,,,,
12499598,home,Eintracht Frankfurt,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97147,M,1048422,EUR,1024531200,F,11,11,False,18.0,12.0,,,0.0,5.0,5.0,8.0,14.0,7.0,,,,78.0,44.0,6.2,16.0,0.201349,4,,1.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,1.0,,6.0,2.0,,1.0,1.0,,,,2.0,2.0,1.3544,1.0,,1.0,hekitike,Hugo Ekitiké,,1.0,,0.3558,2.0,,,
