match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalClearance,stat_outfielderBlock,captain,stat_aerialWon,stat_errorLeadToAGoal,stat_totalCross,stat_interceptionWon,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_hitWoodwork
12450199,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187.0,120,M,123226,EUR,649814400,G,1,1,False,38.0,26.0,21.0,9.0,0.0,21.0,25.0,5.0,13.0,12.0,4.0,2.0,2.0,90.0,53.0,6.7,12.0,0.00042845,0,-0.1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179.0,819,M,54308,EUR,663897600,D,7,7,False,35.0,22.0,12.0,3.0,0.0,16.0,21.0,6.0,14.0,6.0,,,,89.0,55.0,6.4,16.0,0.00645401,1,,,,1.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,0.1016,,,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195.0,254,M,980406,EUR,1010966400,D,6,6,False,42.0,34.0,5.0,,0.0,26.0,30.0,8.0,12.0,5.0,,,,90.0,50.0,6.5,8.0,0.00192958,0,,,,,,2.0,,,,,,1.0,1.0,,1.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189.0,741,M,1035988,EUR,1018569600,D,93,93,False,60.0,52.0,6.0,1.0,0.0,35.0,39.0,17.0,21.0,4.0,,,,90.0,70.0,5.0,10.0,0.00881071,0,,,,2.0,4.0,3.0,2.0,,1.0,1.0,,,,2.0,1.0,1.0,,5.0,,True,1.0,2.0,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,97,177.0,1466,M,788170,EUR,852249600,D,97,97,False,19.0,17.0,,,0.0,17.0,18.0,,2.0,4.0,,,,63.0,36.0,6.8,6.0,0.00178746,0,,,,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166.0,2008,M,1000442,EUR,1014595200,M,8,8,False,18.0,16.0,1.0,1.0,0.0,10.0,10.0,7.0,10.0,1.0,,,,89.0,36.0,6.8,5.0,0.0749118,1,,,,1.0,9.0,7.0,5.0,,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0402,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,
12450199,home,Le Havre,Junior Mwanga,junior-mwanga,J. Mwanga,M,18,184.0,472,M,1197153,EUR,1052611200,M,23,23,False,33.0,28.0,5.0,3.0,0.0,11.0,14.0,17.0,21.0,1.0,,,,90.0,49.0,6.0,12.0,0.0173019,1,,,,1.0,5.0,2.0,,1.0,2.0,,,1.0,1.0,2.0,,1.0,0.3485,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,
12450199,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187.0,3161,M,149732,EUR,762652800,M,94,94,False,54.0,40.0,9.0,5.0,0.0,28.0,34.0,13.0,21.0,5.0,,,,90.0,61.0,6.5,16.0,0.0473311,0,,,,1.0,6.0,2.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12450199,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178.0,9086,M,1035986,EUR,1001289600,F,10,10,False,21.0,15.0,2.0,2.0,1.0,6.0,7.0,9.0,17.0,3.0,,,,90.0,37.0,7.3,14.0,0.0967647,1,,,,1.0,3.0,5.0,,,3.0,1.0,,2.0,1.0,2.0,1.0,,0.0414,1.0,,,1.0,,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,
12450199,home,Le Havre,André Ayew,andre-ayew,A. Ayew,F,24,176.0,5860,M,27035,EUR,629856000,F,28,28,False,8.0,7.0,,,0.0,4.0,4.0,3.0,4.0,1.0,,,,82.0,12.0,6.8,1.0,0.01192,0,,,,1.0,3.0,5.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,3.0,,,,,,,,,,1.0,,andreayew10,,,,,,,
12450199,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182.0,607,M,1001458,EUR,971136000,F,45,45,False,18.0,13.0,,,0.0,7.0,8.0,7.0,11.0,3.0,,,,90.0,40.0,6.5,13.0,0.0324188,4,,,,6.0,12.0,6.0,,,4.0,,2.0,1.0,,4.0,4.0,2.0,0.3355,2.0,,,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,,,1.0,0.4389,,,,,
12450199,home,Le Havre,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182.0,700,M,1824137,EUR,1031529600,D,32,32,True,11.0,10.0,1.0,1.0,0.0,5.0,6.0,5.0,5.0,,,,,27.0,15.0,6.6,1.0,0.179366,2,,,,,,,,,,,,,,,,,0.1684,1.0,,,,,,,,,,1.0,,,,1.0,,,0.7496,,,,,
12450199,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183.0,294,M,1397882,EUR,893721600,D,18,18,True,12.0,11.0,,,0.0,3.0,3.0,8.0,9.0,,,,,8.0,19.0,6.8,3.0,0.152771,0,,Yanis Zouaoui,,,1.0,2.0,,1.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
12450199,home,Le Havre,Mahamadou Diawara,mahamadou-diawara,M. Diawara,M,34,187.0,449,M,1402751,EUR,1108512000,M,34,34,True,3.0,2.0,,,0.0,,,2.0,4.0,,,,,9.0,4.0,6.4,2.0,0.00092006,0,,Mahamadou Diawara,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189.0,199,M,1463265,EUR,1047427200,F,21,21,True,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,,,9.0,2.0,6.6,,0.0104835,0,,Antoine Joujou,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
12450199,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196.0,105,M,798306,EUR,765676800,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188.0,195,M,287887,EUR,806025600,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Hernani Vaz,hernani-vaz,H. Vaz,M,,,11,M,1614787,EUR,1095379200,F,33,33,True,,,,,,,,,,,,,,,,,,,0,,Hernani,Vaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182.0,744,M,541426,EUR,727056000,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450199,home,Le Havre,Ilyes Housni,ilyes-housni,I. Housni,F,,172.0,1907,M,1154632,EUR,1116028800,F,46,46,True,,,,,,,,,,,,,,,,,,,0,,Ilyes Housni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450199,away,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189.0,13363,M,128383,EUR,706320000,G,1,1,False,30.0,26.0,8.0,4.0,0.0,24.0,25.0,2.0,5.0,6.0,,2.0,2.0,90.0,37.0,7.1,4.0,0.00040303,0,0.1885,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,gerorulli,,,1.0,2.0,2.0,,
