match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyConceded,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_shotOffTarget,captain,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyWon,stat_goalAssist
11408341,home,Chaves,Rodrigo Nascimento,Rodrigo Nascimento,rodrigo-nascimento,R. Nascimento,G,31,198,55,M,1128775,EUR,822614400,G,31,31,False,26.0,17.0,20.0,11.0,9.0,10.0,8.0,16.0,9.0,1.0,1.0,90.0,32.0,6.3,9.0,0.00138211,0,-1.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408341,home,Chaves,Habib Sylla,Habib Sylla,habib-sylla,H. Sylla,D,52,178,24,M,1386615,EUR,918777600,D,2,2,False,11.0,6.0,3.0,,5.0,10.0,1.0,4.0,2.0,,,45.0,21.0,6.1,12.0,0.0002068,0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11408341,home,Chaves,Ygor Nogueira,,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,3,3,False,18.0,14.0,4.0,3.0,13.0,16.0,1.0,2.0,2.0,,,90.0,30.0,6.4,5.0,0.00105826,0,,,,,1.0,,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11408341,home,Chaves,Vasco Fernandes,,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,31.0,28.0,7.0,5.0,19.0,20.0,9.0,12.0,2.0,,,90.0,35.0,6.3,4.0,0.00507321,0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11408341,home,Chaves,Júnior Pius,,junior-pius,J. Pius,D,40,192,41,M,604214,EUR,819417600,D,40,40,False,5.0,5.0,,,5.0,5.0,,,1.0,,,28.0,11.0,4.6,1.0,6.613e-05,0,,,,2.0,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11408341,home,Chaves,Helder Morim,,morim-helder,H. Morim,M,70,181,29,M,1119672,EUR,989798400,M,70,70,False,24.0,16.0,4.0,2.0,8.0,12.0,8.0,12.0,4.0,,,89.0,40.0,6.4,11.0,0.00378183,0,,,,6.0,7.0,1.0,,,,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
11408341,home,Chaves,Dário Essugo,,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,14,14,False,20.0,19.0,3.0,2.0,12.0,12.0,7.0,9.0,6.0,,,90.0,38.0,6.6,4.0,0.00296599,0,,,1.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11408341,home,Chaves,Kelechi Nwakali,,kelechi-nwakali,K. Nwakali,M,50,181,305,M,822472,EUR,897004800,M,28,28,False,31.0,25.0,6.0,2.0,15.0,17.0,11.0,18.0,7.0,,,81.0,51.0,6.5,16.0,0.112659,1,,,4.0,3.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,0.0596,1.0,,,,,,,,,,,,
11408341,home,Chaves,Rúben Ribeiro,,ruben-ribeiro,R. Ribeiro,F,,175,58,M,44653,EUR,554774400,F,20,20,False,10.0,9.0,,,6.0,7.0,3.0,4.0,,,,69.0,23.0,6.4,8.0,0.00289267,1,,,1.0,6.0,2.0,1.0,1.0,,,,,1.0,1.0,,,1.0,3.0,1.0,,,,0.0503,,3.0,1.0,,,,,,,,,,
11408341,home,Chaves,Héctor Hernández,,hector-hernandez,H. Hernández,F,23,180,2876,M,352448,EUR,811036800,F,23,23,False,10.0,6.0,,,4.0,5.0,2.0,5.0,,,,69.0,17.0,6.7,7.0,0.00040294,2,,,,5.0,6.0,2.0,,,,,,,5.0,,,,1.0,1.0,,,,0.1977,,3.0,2.0,,,,,,,,,,
