match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_lastManTackle,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_challengeLost,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
12528208,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,136,M,105974,EUR,626227200,G,1,1,False,36.0,30.0,17.0,11.0,0.0,27.0,30.0,3.0,6.0,1.0,9.0,1.0,2.0,2.0,2.0,2.0,90.0,46.0,7.0,6.0,0.00047725,0,0.4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,D,94,94,False,68.0,59.0,7.0,4.0,0.0,26.0,29.0,34.0,44.0,4.0,3.0,2.0,,,,,90.0,94.0,7.2,18.0,0.0873102,1,,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021,2.0,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188.0,78,M,1003161,EUR,950054400,D,4,4,False,66.0,61.0,5.0,4.0,0.0,42.0,46.0,19.0,20.0,7.0,2.0,2.0,,,,,81.0,79.0,7.1,6.0,0.013342,0,,,,1.0,,1.0,,,5.0,,2.0,,,,3.0,1.0,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182.0,318,M,385296,EUR,749606400,D,5,5,False,54.0,49.0,6.0,3.0,0.0,45.0,46.0,4.0,8.0,5.0,2.0,3.0,,,,,90.0,66.0,6.9,5.0,0.0011323,1,,,,6.0,,,,,4.0,2.0,1.0,1.0,0.0665,,1.0,,3.0,1.0,1.0,3.0,,,,,,,,,,
12528208,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185.0,293,M,171625,EUR,779068800,D,29,29,False,58.0,52.0,15.0,14.0,0.0,24.0,26.0,30.0,38.0,1.0,3.0,,,,,,90.0,79.0,7.9,10.0,0.174914,2,,6.0,2.0,1.0,,,,,2.0,,,,0.0432,2.0,1.0,,1.0,1.0,2.0,,1.0,1.0,0.0192,,,,,,,
12528208,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191.0,350,M,897617,EUR,761529600,M,25,25,False,42.0,36.0,4.0,3.0,0.0,19.0,23.0,18.0,21.0,9.0,4.0,1.0,,,,,90.0,65.0,7.1,14.0,0.0473837,0,,2.0,1.0,5.0,3.0,2.0,,,6.0,1.0,5.0,4.0,,,3.0,,,,,1.0,,,,2.0,,,,,,
12528208,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180.0,298,M,847013,EUR,869788800,M,42,42,False,48.0,41.0,2.0,1.0,1.0,20.0,20.0,22.0,29.0,9.0,2.0,5.0,,,,,90.0,62.0,7.8,8.0,0.273895,1,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,0.065,1.0,3.0,,,,1.0,,1.0,1.0,0.2011,,1.0,,,,,
12528208,home,Alanyaspor,Rony Lopes,,,rony-lopes,R. Lopes,M,16,174.0,626,M,190147,EUR,820108800,M,11,11,False,30.0,22.0,1.0,,0.0,6.0,9.0,17.0,24.0,,1.0,,,,,,57.0,41.0,6.6,13.0,0.0988688,1,,3.0,1.0,3.0,1.0,,,,,,,,0.0107,2.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,
12528208,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166.0,110,M,60510,EUR,627177600,M,7,7,False,47.0,36.0,2.0,2.0,0.0,15.0,19.0,21.0,30.0,2.0,4.0,,,,,,87.0,59.0,6.4,18.0,0.0351219,0,,2.0,,5.0,,4.0,1.0,,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,True,,,,
12528208,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181.0,157,M,1084884,EUR,979084800,M,88,88,False,27.0,23.0,1.0,1.0,0.0,10.0,11.0,15.0,19.0,6.0,6.0,2.0,,,,,90.0,44.0,7.6,10.0,0.0698817,2,,3.0,2.0,5.0,2.0,,,1.0,1.0,,1.0,1.0,0.6222,2.0,3.0,,2.0,,,,,1.0,0.9476,3.0,1.0,,1.0,1.0,,
12528208,home,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,9,188.0,669,M,881222,EUR,871084800,F,9,9,False,17.0,13.0,,,0.0,2.0,2.0,11.0,16.0,6.0,2.0,3.0,,,,,90.0,28.0,6.6,7.0,0.0148784,1,,1.0,,3.0,,3.0,2.0,1.0,,,1.0,1.0,0.2533,,,,2.0,,,,,,,1.0,,,,2.0,1.0,
12528208,home,Alanyaspor,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190.0,1064,M,123917,EUR,687830400,F,10,10,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,3.0,,2.0,,,,,33.0,9.0,6.4,1.0,0.00261346,2,,,,2.0,,,,1.0,,,,,0.4474,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,
12528208,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184.0,122,M,1133301,EUR,984700800,D,3,3,True,10.0,7.0,2.0,1.0,0.0,6.0,6.0,1.0,4.0,2.0,,1.0,,,,,9.0,11.0,6.6,3.0,0.00573771,0,,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,
12528208,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171.0,91,M,802150,EUR,902793600,M,17,17,True,4.0,2.0,1.0,,0.0,1.0,1.0,1.0,5.0,,,,,,,,8.0,6.0,6.5,4.0,6.388e-05,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195.0,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Mert Furkan Bayram,Mert Furkan Bayram,,mert-furkan-bayram,M. F. Bayram,G,23,187.0,50,M,1149021,EUR,1104624000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189.0,69,M,827922,EUR,878774400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Buluthan Bulut,,,bulut-buluthan,B. Bulut,M,21,171.0,9,M,1046689,EUR,1027209600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Ismail Zehir,Ismail Zehir,,ismail-zehir,I. Zehir,M,,,3,M,1138143,EUR,1056844800,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Juan Christian,Juan Christian,,juan-christian,J. Christian,M,70,177.0,138,M,1412631,EUR,984182400,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,home,Alanyaspor,Bera Ceken,Bera Ceken,,bera-ceken,B. Ceken,F,,178.0,20,M,1568920,EUR,1124323200,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528208,away,Göztepe,Mateusz Lis,,,mateusz-lis,M. Lis,G,1,192.0,578,M,798375,EUR,857001600,G,97,97,False,25.0,5.0,23.0,3.0,0.0,4.0,4.0,1.0,21.0,1.0,12.0,1.0,,2.0,,,90.0,34.0,6.4,21.0,0.00076245,0,0.1679,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
12528208,away,Göztepe,Lasse Nielsen,,,lasse-nielsen,L. Nielsen,D,4,185.0,70,M,21547,EUR,568598400,D,24,24,False,12.0,8.0,3.0,,0.0,2.0,2.0,6.0,11.0,4.0,1.0,,,,,,90.0,30.0,7.1,9.0,0.171828,1,,1.0,,4.0,,,,1.0,3.0,,3.0,3.0,0.0925,1.0,1.0,,3.0,,,1.0,1.0,,,2.0,,,,,,
12528208,away,Göztepe,Koray Günter,,,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,25.0,15.0,9.0,,0.0,9.0,11.0,6.0,14.0,2.0,1.0,,,,,,79.0,31.0,6.3,10.0,0.00209456,0,,,,4.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,,,,,1.0,,,,,
