match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_lastManTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_totalOffside,stat_goals,stat_goodHighClaim
14064418,home,AS Monaco,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190.0,2560,M,15219,EUR,627868800,G,1,1,False,30.0,18.0,18.0,6.0,0.0,13.0,15.0,5.0,15.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,90.0,37.0,7.8,12.0,0.00292382,81.58477525697,12.0,34.755,7.35,0.568,0,0.6852,0.09,0.22,0.29,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064418,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173.0,6111,M,1090694,EUR,993081600,D,2,2,False,23.0,16.0,4.0,,0.0,9.0,10.0,7.0,13.0,2.0,3.0,,,,,,65.0,43.0,6.6,14.0,0.00384667,17.179885652448,3.0,11.865,8.82,,1,,-0.08,-0.01,0.15,,Vanderson,,5.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,0.033,-0.17,,,,,,,,,,,,,,,,,,,,,
14064418,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186.0,1925,M,281277,EUR,843264000,D,5,5,False,31.0,23.0,2.0,,0.0,12.0,16.0,11.0,15.0,3.0,1.0,,,,,,80.0,40.0,6.7,8.0,0.00494937,68.119239274718,9.0,35.49,17.85,,1,,0.08,0.04,0.28,,,,3.0,5.0,1.0,,,,,,2.0,2.0,1.0,0.076,-0.13,True,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
14064418,home,AS Monaco,Mohammed Salisu,mohammed-salisu,M. Salisu,D,22,188.0,5721,M,946158,EUR,924307200,D,22,22,False,48.0,43.0,2.0,2.0,0.0,29.0,32.0,14.0,16.0,8.0,5.0,,,,,,90.0,65.0,7.4,6.0,0.00772424,93.607314107307,12.0,7.14,8.715,,2,,0.14,0.03,0.66,,,,4.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.1517,-0.28,,1.0,3.0,,2.0,salisu_sarki,1.0,1.0,1.0,1.0,1.0,1.0,0.1477,,,,,,,,
14064418,home,AS Monaco,Caio Henrique,caio-henrique,C. Henrique,D,12,178.0,3679,M,845170,EUR,870307200,D,12,12,False,43.0,35.0,4.0,2.0,0.0,11.0,12.0,24.0,31.0,1.0,4.0,,,,,,90.0,64.0,7.3,14.0,0.147223,174.77384895766,15.0,126.315,29.505,,0,,0.3,0.17,0.19,,,,,3.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,2.0,,,
14064418,home,AS Monaco,Jordan Teze,jordan-teze,J. Teze,D,4,183.0,1060,M,825846,EUR,938649600,M,4,4,False,39.0,33.0,5.0,3.0,0.0,14.0,15.0,19.0,24.0,,6.0,,,,,,90.0,46.0,7.5,6.0,0.240782,17.033343638618,3.0,7.455,7.14,,1,,0.57,0.09,-0.07,,,,3.0,4.0,1.0,,,,,2.0,1.0,1.0,2.0,0.026,0.01,,,1.0,,,,,1.0,,,,,0.0124,,,,2.0,1.0,1.0,,
14064418,home,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174.0,20442,M,1389846,EUR,1072915200,M,15,15,False,52.0,39.0,8.0,4.0,0.0,17.0,19.0,22.0,33.0,1.0,8.0,,,,,,90.0,80.0,7.1,19.0,0.140803,272.58317151146,24.0,71.19,28.77,,1,,0.26,0.01,-0.01,,Lamine Camara,,3.0,8.0,,1.0,2.0,1.0,,4.0,2.0,2.0,1.0,0.0485,-0.29,,,1.0,1.0,,lamine_camara_5,,,,,,2.0,,3.0,2.0,,4.0,2.0,,,
14064418,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183.0,5917,M,1130939,EUR,1014595200,M,11,11,False,38.0,33.0,2.0,1.0,0.0,7.0,7.0,26.0,31.0,,8.0,,,,,,90.0,51.0,7.1,7.0,0.195792,122.98444358558,12.0,20.685,32.235,,0,,0.29,-0.25,-0.03,,,,4.0,7.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,3.0,,,,
14064418,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174.0,8866,M,155818,EUR,790214400,M,18,18,False,29.0,20.0,3.0,1.0,0.0,5.0,7.0,15.0,22.0,,4.0,,,,,,86.0,37.0,8.1,12.0,0.155273,42.795112919739,5.0,31.815,15.33,,2,,0.34,0.07,-0.04,,,,,2.0,,,,,,,1.0,,,0.1521,0.56,,,,,,Minamino,,2.0,,,,2.0,0.6216,1.0,,,1.0,1.0,,1.0,
14064418,home,AS Monaco,Aleksandr Golovin,aleksandr-golovin,A. Golovin,M,10,180.0,8439,M,318963,EUR,833414400,M,10,10,False,31.0,25.0,2.0,2.0,1.0,7.0,9.0,18.0,22.0,,4.0,,,,,,72.0,44.0,6.9,9.0,0.0924778,96.420729377663,11.0,-5.775,20.055,,2,,0.32,0.01,0.14,,,,2.0,,,,1.0,,,2.0,,,,0.0296,-0.08,,1.0,,1.0,,alex_golovin17,,1.0,,,,2.0,0.0202,,,,,2.0,,,
