match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,captain,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_interceptionWon,stat_wonTackle,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_shotOffTarget,stat_penaltyFaced,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_hitWoodwork,stat_penaltyConceded
10411570,home,Sassuolo,Alessandro Russo,alessandro-russo,A. Russo,G,32,190,75,M,918862,EUR,985996800,G,64,64,False,48.0,35.0,17.0,4.0,35.0,38.0,10.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,90.0,56.0,6.0,13.0,0.0,0.0,6.051e-05,0,-0.2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,47.0,44.0,4.0,2.0,33.0,34.0,14.0,1.0,1.0,1.0,,,,,90.0,60.0,6.2,5.0,0.0,0.0,0.0110595,0,,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Ruan,ruan,Ruan,D,4,187,1238,M,914487,EUR,928713600,D,44,44,False,51.0,49.0,,,43.0,45.0,6.0,2.0,1.0,4.0,,2.0,,,81.0,58.0,5.8,5.0,0.0,0.0,0.0331912,0,,6.0,,,5.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,,189,224,M,170887,EUR,705888000,D,13,13,False,35.0,32.0,3.0,2.0,27.0,29.0,6.0,2.0,1.0,1.0,,,,,45.0,38.0,6.8,4.0,0.0,0.0,0.380209,0,,5.0,,2.0,,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Rogério,rogerio,Rogério,D,13,178,289,M,830551,EUR,884649600,D,6,6,False,33.0,28.0,1.0,1.0,19.0,21.0,12.0,4.0,,3.0,,2.0,,,87.0,47.0,5.7,8.0,0.0,0.0,0.0244226,0,,9.0,,,7.0,2.0,1.0,,1.0,1.0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,8,8,False,32.0,28.0,,,17.0,19.0,13.0,7.0,1.0,3.0,,2.0,,,90.0,47.0,6.8,8.0,0.0,0.0,0.00474847,0,,11.0,,,1.0,,,,3.0,,,,,,,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
10411570,home,Sassuolo,Maxime López,maxime-lopez,M. López,M,21,167,1284,M,352802,EUR,881193600,M,27,27,False,53.0,49.0,3.0,3.0,32.0,33.0,20.0,,,4.0,,,,,58.0,55.0,6.7,5.0,0.0,0.0,0.0171221,0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,8,175,2961,M,912786,EUR,882489600,M,7,7,False,30.0,27.0,3.0,2.0,14.0,15.0,15.0,3.0,1.0,4.0,,2.0,,,90.0,36.0,6.7,4.0,0.0,0.0,0.00852248,0,,13.0,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10411570,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,10,185,5071,M,253367,EUR,775699200,F,10,10,False,27.0,15.0,5.0,2.0,7.0,10.0,20.0,2.0,,5.0,,2.0,,,84.0,41.0,7.0,16.0,0.8584,1.0268,0.0355758,3,,10.0,3.0,,4.0,2.0,1.0,,2.0,,,,,,1.0,,,,1.0,,berardi25,2.0,2.0,1.0,1.0,2.0,,,,,,,
10411570,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185,2688,M,826198,EUR,927072000,F,9,9,False,12.0,9.0,1.0,1.0,4.0,5.0,7.0,1.0,1.0,,,1.0,,,75.0,15.0,6.7,3.0,0.1623,0.0,0.0105118,1,,5.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
