match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_aerialLost,stat_fouls,stat_shotOffTarget,stat_penaltyConceded,stat_totalContest,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_errorLeadToAGoal,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated
10438190,home,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,22.0,16.0,10.0,5.0,13.0,17.0,3.0,5.0,1.0,1.0,2.0,9.0,2.0,3.0,1.0,6.0,2.0,90.0,39.0,7.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438190,home,Famalicão,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,False,28.0,23.0,3.0,2.0,7.0,10.0,17.0,20.0,,2.0,1.0,7.0,,,,,,74.0,45.0,6.8,8.0,0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10438190,home,Famalicão,Riccieli,,,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,37.0,34.0,3.0,1.0,26.0,27.0,8.0,10.0,2.0,5.0,6.0,5.0,,,,,,90.0,52.0,6.8,3.0,0,,,5.0,1.0,1.0,1.0,3.0,2.0,,,True,3.0,1.0,,,,,,,,,,,,,,,
10438190,home,Famalicão,Enea Mihaj,,,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,46.0,42.0,7.0,6.0,30.0,33.0,12.0,13.0,1.0,3.0,4.0,4.0,,,,,,90.0,61.0,7.0,5.0,1,,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
10438190,home,Famalicão,Rúben Lima,,,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,5,5,False,27.0,20.0,3.0,2.0,10.0,14.0,10.0,15.0,,,3.0,1.0,,,,,,68.0,40.0,5.9,10.0,0,2.0,,3.0,1.0,,1.0,,,,,,,3.0,,1.0,,,,,,,,,,,,,
10438190,home,Famalicão,Francisco Moura,,,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,33.0,26.0,3.0,3.0,12.0,16.0,16.0,19.0,2.0,5.0,1.0,10.0,,,,,,90.0,58.0,6.8,13.0,1,2.0,2.0,4.0,,,,2.0,,5.0,2.0,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,
10438190,home,Famalicão,José Luis Rodríguez,,,jose-luis-rodriguez,J. L. Rodríguez,M,11,180,747,M,842253,EUR,898214400,M,19,19,False,11.0,9.0,1.0,1.0,2.0,4.0,8.0,10.0,2.0,5.0,,5.0,,,,,,90.0,33.0,5.8,16.0,3,3.0,1.0,8.0,2.0,,,,,6.0,,,1.0,,,,4.0,1.0,2.0,3.0,2.0,,,,,,,,
10438190,home,Famalicão,Pelé,,,pele,Pelé,M,,182,155,,78621,EUR,686102400,M,25,25,False,21.0,19.0,2.0,2.0,10.0,11.0,9.0,10.0,,1.0,,2.0,,,,,,68.0,26.0,6.4,5.0,0,,,1.0,,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,
10438190,home,Famalicão,Santiago Colombatto,,,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,97,97,False,46.0,41.0,8.0,6.0,20.0,21.0,22.0,32.0,,7.0,,8.0,,,,,,90.0,68.0,6.7,13.0,2,7.0,1.0,8.0,3.0,,,4.0,2.0,,1.0,,,3.0,,,1.0,,1.0,2.0,3.0,,,,,,,,
10438190,home,Famalicão,Ivo Rodrigues,,,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,31.0,28.0,1.0,1.0,12.0,12.0,16.0,20.0,1.0,7.0,1.0,4.0,,,,,,79.0,50.0,6.5,9.0,2,1.0,,5.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,4.0,1.0,6.0,,1.0,,,,,,
