match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,player_firstName,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_shotValueNormalized,captain,stat_accurateCross,stat_totalOffside,player_lastName,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_punches
14763680,home,Arsenal,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188.0,26081,M,KepaA,232422,EUR,781142400,G,13,13,False,40.0,22.0,23.0,5.0,0.0,20.0,24.0,2.0,16.0,1.0,9.0,1.0,6.0,1.0,1.0,90.0,55.0,7.4,18.0,0.3239,0,0.02,0.01,0.18,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14763680,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186.0,13872,M,benwhite,846036,EUR,876268800,D,4,4,False,45.0,38.0,4.0,3.0,0.0,17.0,18.0,21.0,27.0,1.0,3.0,,,,,70.0,58.0,7.2,12.0,,0,0.02,0.17,0.2,,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14763680,home,Arsenal,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191.0,15886,M,,1144630,EUR,1088294400,D,3,3,False,66.0,55.0,4.0,1.0,0.0,39.0,45.0,16.0,21.0,1.0,,,,,,90.0,75.0,7.1,13.0,,0,-0.12,0.07,0.93,,,2.0,1.0,4.0,4.0,,,2.0,Cristhian Mosquera,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14763680,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184.0,31055,M,pierohincapie,1002837,EUR,1010534400,D,5,5,False,47.0,44.0,3.0,2.0,0.0,25.0,27.0,19.0,20.0,4.0,1.0,,,,,70.0,58.0,8.2,3.0,,0,0.48,0.04,0.43,,,,3.0,1.0,6.0,,,1.0,,1.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,
14763680,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178.0,16221,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,34.0,32.0,1.0,1.0,1.0,16.0,16.0,16.0,18.0,2.0,4.0,,,,,90.0,52.0,7.4,7.0,,0,0.08,-0.12,0.29,,,1.0,1.0,4.0,7.0,1.0,1.0,2.0,Myles Lewis-Skelly,1.0,,1.0,,1.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,
14763680,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,11,176.0,28815,M,ethan_nwaneri,1401702,EUR,1174435200,M,22,22,False,30.0,21.0,5.0,1.0,0.0,8.0,9.0,13.0,21.0,,5.0,,,,,90.0,49.0,7.4,17.0,,7,0.11,0.33,-0.06,,3.0,2.0,,6.0,3.0,3.0,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,4.0,1.0,0.46,,,,,,,,
14763680,home,Arsenal,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185.0,9724,M,,135256,EUR,763257600,M,16,16,False,67.0,56.0,6.0,1.0,0.0,27.0,32.0,29.0,35.0,1.0,2.0,,,,,90.0,84.0,7.7,14.0,,0,0.58,0.2,-0.17,,2.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14763680,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188.0,29360,M,mikelmerino,592010,EUR,835401600,M,23,23,False,29.0,23.0,1.0,1.0,0.0,10.0,13.0,13.0,16.0,,3.0,,,,,90.0,41.0,6.5,9.0,,2,0.34,0.16,0.13,,1.0,2.0,2.0,9.0,6.0,1.0,,3.0,,1.0,,,,2.0,,1.0,1.0,5.0,,1.0,1.0,1.0,,,-0.54,True,1.0,1.0,,,,,
14763680,home,Arsenal,Max Dowman,max-dowman,M. Dowman,M,56,183.0,16811,M,,1917626,EUR,1262217600,F,56,56,False,16.0,14.0,,,0.0,3.0,3.0,11.0,13.0,,3.0,,,,,71.0,34.0,7.1,10.0,,0,0.06,0.24,0.13,,1.0,1.0,,6.0,9.0,8.0,5.0,,,,,,,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,
14763680,home,Arsenal,Andre Harriman-Annous,andre-annous,A. Annous,M,11,181.0,1641,M,,1899736,EUR,1198713600,F,71,71,False,9.0,7.0,,,0.0,1.0,1.0,6.0,8.0,1.0,,,,,,77.0,16.0,6.1,2.0,,1,-0.08,0.04,-0.03,,,6.0,,8.0,3.0,,,3.0,Andre,1.0,,,,2.0,,,,1.0,,1.0,,1.0,,,-0.52,,,1.0,Harriman-Annous,1.0,,,
