match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_interceptionWon,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_aerialLost,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches
11369361,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,36.0,16.0,28.0,8.0,10.0,11.0,6.0,25.0,16.0,2.0,2.0,2.0,1.0,1.0,90.0,50.0,6.9,20.0,0.00098999,0,0.0993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369361,home,Getafe,Damián Suárez,damian-suarez,D. Suárez,D,22,172,368,M,36982,EUR,578102400,D,22,22,False,18.0,14.0,2.0,,6.0,6.0,8.0,13.0,6.0,,,,,,55.0,31.0,6.6,7.0,0.00900261,0,,True,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369361,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189,417,M,108736,EUR,643334400,D,23,23,False,24.0,18.0,2.0,1.0,8.0,12.0,10.0,12.0,3.0,,,,,,64.0,28.0,6.6,7.0,0.00481792,0,,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369361,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,491,M,980578,EUR,953856000,D,4,4,False,36.0,29.0,8.0,2.0,22.0,22.0,7.0,14.0,7.0,,,,,,90.0,49.0,6.6,7.0,0.00150248,0,,,,3.0,,1.0,,,7.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11369361,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,35.0,26.0,4.0,2.0,10.0,12.0,17.0,28.0,8.0,,,,,,90.0,74.0,7.4,20.0,0.283486,0,,,5.0,9.0,9.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,1.0,,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,
11369361,home,Getafe,José Ángel Carmona,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,M,18,18,False,21.0,18.0,,,9.0,9.0,9.0,13.0,3.0,,,,,,90.0,41.0,7.2,7.0,0.0882901,2,,,1.0,4.0,10.0,1.0,,,1.0,4.0,3.0,1.0,3.0,,3.0,,,,,,3.0,1.0,,,1.0,1.0,0.0859,,,,,,,,
11369361,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175,1414,M,385888,EUR,812419200,M,8,8,False,24.0,20.0,3.0,3.0,6.0,8.0,14.0,16.0,5.0,,,,,,45.0,32.0,6.6,7.0,0.00948197,0,,,,6.0,2.0,,1.0,1.0,,1.0,1.0,,,,2.0,,,,3.0,,,2.0,,,,,,1.0,,,,,,,
11369361,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,33.0,28.0,3.0,2.0,16.0,16.0,12.0,17.0,2.0,,,,,,90.0,49.0,7.0,5.0,0.0731955,3,,,,5.0,4.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,2.0,0.3517,3.0,1.0,,,,,,
11369361,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185,448,M,351140,EUR,593654400,M,7,7,False,17.0,9.0,,,2.0,5.0,7.0,13.0,,,,,,,64.0,30.0,7.2,9.0,0.0790627,3,,,1.0,5.0,7.0,,1.0,1.0,,3.0,3.0,,3.0,,2.0,1.0,,,,,,1.0,,,,3.0,0.1079,3.0,,1.0,,,,,
11369361,home,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,942116,EUR,1001894400,F,12,12,False,14.0,11.0,,,3.0,3.0,9.0,17.0,3.0,,,,,,78.0,32.0,6.8,14.0,0.086902,2,,,6.0,5.0,,,,,,,,1.0,,,1.0,,,1.0,4.0,1.0,,1.0,,,2.0,,0.0577,,,,MGreenwood,,,,
