match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_clearanceOffLine
14773706,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000.0,G,16,16,False,True,19.0,17.0,8.0,6.0,0.0,14.0,15.0,3.0,4.0,1.0,6.0,1.0,2.0,90.0,27.0,7.9,2.0,0.00184441,50.060774436381,9.0,30.358642541277,0.5029,0,0.9234,0.11,0.01,0.23,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773706,home,Al-Ahli,Rayan Hamed,Rayan Hamed,,rayan-hamed,R. Hamed,D,46,176.0,226,M,,1429251,EUR,1018656000.0,D,46,46,False,,31.0,28.0,2.0,,0.0,13.0,15.0,15.0,16.0,2.0,2.0,,,72.0,42.0,6.9,7.0,0.0620286,118.81376912063,16.0,35.144338518427,,2,,0.3,0.03,-0.02,,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1786,-0.51,,,,,,,,,,,,,,,,,,,,,,
14773706,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200.0,D,3,3,False,,58.0,53.0,5.0,4.0,0.0,34.0,37.0,19.0,21.0,4.0,2.0,,,90.0,69.0,7.8,7.0,0.00855357,278.79736814949,30.0,181.26377862332,,0,,0.28,0.25,0.59,,,,2.0,1.0,3.0,3.0,,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,26.888890311286,36.195720686291,1.0,,,,,,,,,,,,,,,
14773706,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600.0,D,79,79,False,,50.0,46.0,4.0,1.0,0.0,27.0,27.0,19.0,23.0,2.0,6.0,,,90.0,62.0,7.2,6.0,0.00785894,126.14774681441,16.0,63.624743827693,,0,,0.3,0.02,0.19,,,,,,2.0,3.0,,,,,2.0,1.0,2.0,,,,1.0,2.0,1.0,22.962711619109,23.454462794957,1.0,1.0,,,,,,,,,,,,,,
14773706,home,Al-Ahli,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,,1133141,EUR,1042502400.0,M,29,29,False,,20.0,17.0,2.0,1.0,0.0,6.0,6.0,11.0,14.0,4.0,,,,90.0,40.0,8.7,6.0,0.578484,58.179801442021,7.0,21.592745410016,,1,,0.84,0.06,0.22,,,,3.0,1.0,5.0,9.0,,,1.0,,3.0,1.0,,0.0429,-0.05,5.0,,,2.0,10.24018087129,11.760857791845,1.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,
14773706,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800.0,M,30,30,False,,35.0,34.0,2.0,2.0,0.0,13.0,14.0,21.0,21.0,2.0,3.0,,,90.0,51.0,6.9,5.0,0.0785168,88.45650804859,11.0,17.72927038163,,1,,-0.07,0.04,-0.03,,2.0,1.0,,3.0,5.0,7.0,,,,,3.0,2.0,4.0,0.1048,-0.16,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,
14773706,home,Al-Ahli,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1056,M,,1154611,EUR,1124928000.0,M,6,6,False,,35.0,31.0,3.0,1.0,0.0,10.0,10.0,21.0,25.0,,5.0,,,90.0,47.0,7.2,6.0,0.0206913,89.096460441431,14.0,27.565539283093,,2,,0.36,0.15,0.14,,,,,,3.0,4.0,,1.0,1.0,,3.0,,2.0,1.6327,0.04,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,1.0,0.9938,,,,
14773706,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400.0,M,13,13,False,,23.0,21.0,2.0,1.0,0.0,5.0,6.0,16.0,17.0,,2.0,,,65.0,40.0,7.3,7.0,0.0999609,73.628020326689,10.0,42.84213913176,,1,,0.21,-0.18,-0.03,,2.0,,,,2.0,4.0,1.0,,1.0,,1.0,2.0,,0.0235,-0.1,2.0,,1.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,
14773706,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400.0,F,7,7,False,,41.0,36.0,3.0,3.0,1.0,15.0,15.0,21.0,26.0,,2.0,,,85.0,59.0,9.0,13.0,0.59205,252.51115618824,26.0,108.75239846788,,1,,1.0,0.58,0.16,,3.0,2.0,2.0,,4.0,3.0,,,1.0,,2.0,4.0,,0.0408,-0.17,1.0,1.0,,,26.142278511605,137.16866303864,7.0,1.0,,1.0,,,4.0,1.0,,,,,,,,
14773706,home,Al-Ahli,Enzo Millot,,,millot-enzo,E. Millot,M,10,175.0,4909,M,,957889,EUR,1026864000.0,F,10,10,False,,21.0,19.0,2.0,1.0,0.0,5.0,5.0,14.0,16.0,,3.0,,,73.0,34.0,6.6,10.0,0.0987552,72.928854286141,10.0,-7.7109749585226,,0,,0.27,0.11,0.15,,3.0,1.0,,,7.0,3.0,,,,,,2.0,3.0,,,4.0,,1.0,,10.661347560276,12.183316830814,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,
