match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
12134227,home,Los Angeles Force,Seth Torman,Seth Torman,,seth-torman,S. Torman,G,30,193.0,4,M,1469053,EUR,919468800.0,G,30,30,False,21.0,19.0,3.0,2.0,17.0,17.0,2.0,4.0,1.0,1.0,1.0,7.0,90.0,26.0,6.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134227,home,Los Angeles Force,Ronaldo Lomeli,Ronaldo Lomeli,,ronaldo-lomeli,R. Lomeli,D,3,165.0,1,M,1120193,EUR,887760000.0,D,6,6,False,40.0,29.0,7.0,1.0,11.0,14.0,20.0,31.0,7.0,,,4.0,90.0,79.0,7.1,21.0,0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,
12134227,home,Los Angeles Force,Ivan Hernandez,Ivan Hernandez,,ivan-hernandez,I. Hernandez,,80,,0,M,1824339,EUR,1062201600.0,D,80,80,False,56.0,50.0,11.0,8.0,35.0,35.0,15.0,21.0,8.0,,,,90.0,67.0,7.3,7.0,0,,,2.0,5.0,3.0,,,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
12134227,home,Los Angeles Force,Garrett Hogbin,Garrett Hogbin,,garrett-hogbin,G. Hogbin,D,4,191.0,0,M,1201264,EUR,891993600.0,D,4,4,False,71.0,61.0,14.0,8.0,38.0,39.0,23.0,32.0,5.0,,,1.0,90.0,87.0,7.3,11.0,3,,,1.0,5.0,3.0,,1.0,1.0,,,,,,7.0,1.0,1.0,3.0,,,,,,,,,,,
12134227,home,Los Angeles Force,Ahmed Shaibu Jr,Ahmed Shaibu Jr,,ahmed-shaibu-jr,A. S. Jr,M,28,,1,M,1824401,EUR,806889600.0,D,28,28,False,23.0,20.0,4.0,2.0,10.0,11.0,12.0,16.0,1.0,1.0,1.0,1.0,62.0,41.0,7.2,8.0,1,4.0,2.0,1.0,,2.0,,,1.0,,,,,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,
12134227,home,Los Angeles Force,Josue Cartagena,Josue Cartagena,,josue-cartagena,J. Cartagena,M,17,173.0,7,M,1194261,EUR,911088000.0,M,17,17,False,50.0,36.0,11.0,5.0,18.0,19.0,18.0,32.0,3.0,2.0,1.0,5.0,90.0,68.0,6.6,19.0,3,1.0,,,,8.0,2.0,1.0,,2.0,,2.0,,,3.0,1.0,4.0,1.0,,2.0,1.0,,,,,,,,
12134227,home,Los Angeles Force,Bryan Ortega,Bryan Ortega,,bryan-ortega,B. Ortega,M,23,173.0,0,M,1824405,EUR,882489600.0,M,23,23,False,16.0,12.0,,,4.0,5.0,10.0,13.0,2.0,,,4.0,68.0,28.0,7.0,6.0,2,2.0,2.0,,1.0,3.0,,,,1.0,1.0,2.0,,2.0,2.0,,4.0,,,2.0,,,,,,,,,
12134227,home,Los Angeles Force,Justin Jovel,Justin Jovel,,justin-jovel,J. Jovel,M,7,,1,M,1485420,EUR,973555200.0,M,7,7,False,54.0,46.0,3.0,1.0,24.0,28.0,22.0,26.0,8.0,1.0,1.0,3.0,90.0,70.0,7.4,10.0,1,,,,1.0,2.0,1.0,,,5.0,4.0,,1.0,,1.0,1.0,1.0,,1.0,,,True,,,,,,,
12134227,home,Los Angeles Force,Dante Brigida,Dante Brigida,,dante-brigida,D. Brigida,F,12,168.0,1,M,1195991,EUR,915321600.0,F,12,12,False,28.0,20.0,3.0,2.0,4.0,5.0,17.0,27.0,3.0,1.0,,8.0,90.0,45.0,7.7,14.0,4,4.0,1.0,1.0,,3.0,,,,1.0,,2.0,2.0,3.0,,,1.0,2.0,,2.0,,,1.0,1.0,1.0,,,,
12134227,home,Los Angeles Force,Joel Quist,Joel Quist,,joel-quist,J. Quist,F,19,,1,M,1476944,EUR,,F,25,25,False,24.0,16.0,3.0,2.0,5.0,5.0,14.0,23.0,4.0,4.0,,7.0,90.0,43.0,8.1,19.0,2,4.0,3.0,1.0,1.0,8.0,,,,,,5.0,3.0,3.0,,,3.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,
