match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_fouls,stat_totalOffside,stat_keyPass,stat_outfielderBlock,player_sofascoreId,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,stat_wonContest,captain,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
10408594,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,13.0,9.0,4.0,9.0,9.0,4.0,1.0,8.0,1.0,3.0,90.0,22.0,7.5,4.0,0.0,0.0,9.828e-05,0,0.5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,56.0,44.0,8.0,18.0,22.0,39.0,2.0,10.0,,,90.0,90.0,7.1,21.0,0.0,0.0,0.0205828,0,,2.0,26.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,19,19,False,80.0,69.0,14.0,45.0,50.0,30.0,3.0,7.0,,,90.0,87.0,7.2,11.0,0.104,0.0,0.0231001,2,,7.0,24.0,,5.0,,,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Alejandro Catena,,,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,80.0,67.0,16.0,46.0,50.0,30.0,2.0,2.0,,,90.0,87.0,7.2,13.0,0.0,0.0,0.00767805,0,,10.0,21.0,,5.0,2.0,,,2.0,5.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Fran García,,,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,82.0,74.0,5.0,24.0,24.0,66.0,,8.0,,,90.0,108.0,7.4,19.0,0.0272,0.0317,0.0442611,1,,3.0,51.0,8.0,2.0,,1.0,1.0,,,1.0,,,,2.0,,frangarci11,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
10408594,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,50.0,49.0,6.0,25.0,25.0,25.0,,9.0,,,90.0,67.0,7.5,1.0,0.0627,0.0,0.0209745,3,,6.0,24.0,,9.0,1.0,2.0,3.0,1.0,4.0,5.0,2.0,2.0,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,
10408594,home,Rayo Vallecano,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,6,6,False,54.0,45.0,5.0,20.0,22.0,32.0,,6.0,,,71.0,63.0,7.0,10.0,0.0367,0.0,0.0170286,1,,5.0,25.0,,5.0,1.0,2.0,,1.0,2.0,5.0,,2.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,
10408594,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,41.0,34.0,5.0,13.0,14.0,32.0,,5.0,,,85.0,57.0,7.1,13.0,0.1507,0.0,0.189338,3,,2.0,22.0,5.0,4.0,,,2.0,,1.0,1.0,2.0,,,2.0,,,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,
10408594,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,39.0,29.0,1.0,5.0,5.0,35.0,,8.0,,,85.0,66.0,6.4,21.0,0.9754,0.9833,0.0342216,3,,1.0,24.0,1.0,8.0,,,3.0,3.0,2.0,10.0,1.0,2.0,,3.0,,,,3.0,1.0,,4.0,,1.0,6.0,3.0,True,1.0,1.0,,,
10408594,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,23.0,16.0,2.0,2.0,3.0,25.0,,4.0,,,68.0,42.0,6.9,13.0,0.2124,0.0,0.0360461,2,,,15.0,5.0,4.0,1.0,2.0,2.0,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,
10408594,home,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,False,17.0,15.0,,4.0,4.0,13.0,,,,,68.0,23.0,6.6,4.0,0.0461,0.0,0.0476694,1,,,11.0,,1.0,,,,2.0,1.0,3.0,1.0,1.0,4.0,1.0,,,,,,,2.0,,,,,,,,,,
10408594,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,15,15,True,11.0,9.0,2.0,1.0,1.0,14.0,,1.0,,,22.0,17.0,6.6,6.0,0.0,0.0,0.00276698,0,,1.0,8.0,4.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,7.0,5.0,1.0,,,7.0,,1.0,,,22.0,8.0,6.8,2.0,0.0267,0.1908,0.00195405,1,,1.0,5.0,,2.0,,,,,2.0,,,1.0,1.0,,,Falcao,,,1.0,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,18.0,15.0,4.0,3.0,4.0,18.0,,2.0,,,19.0,25.0,6.9,7.0,0.0,0.0,0.0387479,0,,4.0,13.0,4.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Bebé,,,bebe,Bebé,M,15,190,368,M,124950,EUR,647740800,F,10,10,True,3.0,1.0,1.0,,,7.0,,1.0,,,10.0,14.0,6.3,9.0,0.0,0.0,0.00669555,0,,1.0,2.0,4.0,1.0,,,,,,4.0,,1.0,,,,,1.0,3.0,,,2.0,1.0,,,1.0,,,,,,
10408594,home,Rayo Vallecano,José Pozo,,,jose-pozo,J. Pozo,M,14,170,128,M,608370,EUR,826848000,M,22,22,True,6.0,5.0,,,,6.0,,1.0,,,10.0,8.0,6.4,3.0,0.0,0.0,0.00205474,0,,,5.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
10408594,home,Rayo Vallecano,Diego López,,,diego-lopez,D. López,G,26,196,199,,4697,EUR,373593600,G,13,13,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Esteban Saveljich,,,esteban-saveljich,E. A. Saveljich,D,24,187,42,M,249393,EUR,674697600,D,24,24,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Mario Hernández,,,mario-hernandez,M. Hernández,D,,177,20,M,900671,EUR,917222400,D,2,2,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408594,home,Rayo Vallecano,Mario Suárez,,,mario-suarez,M. Suárez,D,,185,38,,14046,EUR,541123200,D,4,4,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
