match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_wasFouled,stat_shotValueNormalized,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,player_firstName,player_lastName,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_bigChanceMissed
14073445,home,Bristol City,Joe Lumley,joe-lumley,J. Lumley,G,13,190,118,M,591620,EUR,792806400,G,13,13,False,38.0,21.0,18.0,2.0,0.0,19.0,22.0,2.0,16.0,1.0,1.0,1.0,9.0,1.0,90.0,40.0,6.4,17.0,0,0.04,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073445,home,Bristol City,George Tanner,tanner-george,G. Tanner,D,19,181,60,M,927367,EUR,942710400,D,19,19,False,60.0,50.0,2.0,,0.0,29.0,32.0,21.0,28.0,4.0,7.0,7.0,2.0,,90.0,82.0,7.2,11.0,0,0.02,0.11,0.41,3.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14073445,home,Bristol City,Robert Dickie,robert-dickie,R. Dickie,D,16,185,131,M,802697,EUR,825811200,D,16,16,False,81.0,67.0,11.0,6.0,0.0,51.0,57.0,16.0,24.0,16.0,18.0,8.0,7.0,,90.0,96.0,8.0,15.0,1,0.1,0.11,0.19,1.0,1.0,,,,,1.0,2.0,-0.26,,,,,,,,,,,,,,,,,,,,,
14073445,home,Bristol City,Zak Vyner,zak-vyner,Z. Vyner,D,26,178,166,M,829186,EUR,863568000,D,14,14,False,55.0,43.0,8.0,2.0,0.0,25.0,26.0,18.0,29.0,1.0,6.0,3.0,6.0,,90.0,76.0,7.5,16.0,0,0.3,0.09,0.33,2.0,2.0,,2.0,5.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14073445,home,Bristol City,Mark Sykes,mark-sykes,M. Sykes,M,17,182,137,M,560196,EUR,870652800,M,17,17,False,34.0,26.0,4.0,,0.0,11.0,12.0,15.0,22.0,1.0,4.0,5.0,3.0,,90.0,60.0,6.9,12.0,2,0.3,0.11,0.22,5.0,9.0,,,2.0,2.0,1.0,1.0,-0.49,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
14073445,home,Bristol City,Jason Knight,jason-knight,J. Knight,M,12,173,389,M,958918,EUR,982022400,M,12,12,False,70.0,56.0,5.0,2.0,0.0,24.0,27.0,32.0,43.0,4.0,5.0,2.0,6.0,,90.0,89.0,8.7,21.0,3,0.48,0.33,0.14,2.0,6.0,,2.0,1.0,1.0,1.0,,0.5,,,,2.0,1.0,1.0,,1.0,1.0,,True,1.0,1.0,3.0,,,,,,,
14073445,home,Bristol City,Adam Randell,adam-randell,A. Randell,M,4,175,101,M,964115,EUR,970358400,M,4,4,False,40.0,36.0,7.0,4.0,0.0,24.0,26.0,12.0,14.0,,4.0,1.0,1.0,,75.0,47.0,7.0,4.0,0,-0.01,-0.01,0.19,2.0,3.0,1.0,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,
14073445,home,Bristol City,Elijah Morrison,morrison-elijah,E. Morrison,D,17,175,35,M,1430810,EUR,1142640000,M,31,31,False,11.0,7.0,3.0,1.0,0.0,4.0,6.0,3.0,5.0,2.0,8.0,3.0,3.0,,45.0,35.0,6.8,12.0,0,-0.36,0.27,0.22,3.0,6.0,,1.0,4.0,1.0,,1.0,,,3.0,,,1.0,2.0,1.0,,3.0,1.0,,,,,Elijah Morrison,,,,,,
14073445,home,Bristol City,Scott Twine,scott-twine,S. Twine,F,10,174,650,M,839416,EUR,931910400,F,10,10,False,17.0,12.0,,,2.0,5.0,6.0,7.0,11.0,,3.0,,4.0,,62.0,28.0,8.4,8.0,2,0.36,0.24,0.16,,,,,2.0,1.0,1.0,1.0,-0.64,,4.0,3.0,,,,,1.0,1.0,,,,,5.0,,,,,,,
14073445,home,Bristol City,Anis Mehmeti,anis-mehmeti,A. Mehmeti,F,33,180,893,M,1007072,EUR,978998400,F,11,11,False,18.0,15.0,,,0.0,4.0,5.0,11.0,13.0,1.0,7.0,,4.0,,62.0,33.0,7.4,9.0,0,0.52,0.27,-0.04,1.0,6.0,,,1.0,1.0,,2.0,,,2.0,1.0,1.0,2.0,5.0,3.0,,1.0,,,,,1.0,,,,,,,
14073445,home,Bristol City,Ephraim Yeboah,yeboah-ephraim,E. Yeboah,F,25,177,109,M,1520803,EUR,1153440000,F,25,25,False,9.0,3.0,,,0.0,,,3.0,9.0,2.0,4.0,,,,45.0,17.0,6.3,11.0,0,0.01,-0.17,0.13,2.0,7.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,3.0,3.0,,,,,Ephraim Yeboah,,,,,,
14073445,home,Bristol City,Yu Hirakawa,yu-hirakawa,Y. Hirakawa,M,13,171,658,M,1166844,EUR,978480000,F,7,7,True,17.0,14.0,1.0,,0.0,6.0,7.0,8.0,10.0,1.0,1.0,1.0,1.0,,45.0,24.0,7.7,7.0,1,0.21,0.16,-0.07,1.0,3.0,,,,,,,0.51,,2.0,,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,
14073445,home,Bristol City,Emil Riis Jacobsen,emil-riis-jacobsen,E. R. Jacobsen,F,18,190,400,M,920597,EUR,898646400,F,18,18,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,,,45.0,18.0,6.8,6.0,2,0.14,0.41,0.16,2.0,4.0,,,,,,,-0.55,1.0,,,,2.0,,,2.0,1.0,,,,,1.0,,,,,,,
14073445,home,Bristol City,Josh Stokes,josh-stokes,J. Stokes,M,28,180,103,M,1517418,EUR,1083196800,M,26,26,True,13.0,10.0,,,0.0,4.0,4.0,6.0,9.0,2.0,2.0,,,,28.0,15.0,6.5,4.0,1,-0.35,0.0,0.0,,1.0,,,,,1.0,,-0.07,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,
