match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_clearanceOffLine,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_errorLeadToAGoal,stat_goals,stat_goodHighClaim,stat_ownGoals,stat_errorLeadToAShot,stat_totalOffside
14053667,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189.0,1341,M,1145999,EUR,1088726400,G,1,1,False,30.0,13.0,20.0,3.0,0.0,11.0,12.0,2.0,18.0,5.0,13.0,3.0,4.0,3.0,90.0,41.0,6.7,17.0,0.00055062,18.411363884198,3.0,4.4408920985006e-15,3.15,0.4555,0,-0.1871,0.0,-0.01,-0.07,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053667,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178.0,170,M,893559,EUR,892771200,D,34,34,False,38.0,33.0,3.0,1.0,1.0,15.0,15.0,18.0,23.0,1.0,3.0,,,,90.0,52.0,7.2,5.0,0.252065,136.86151772856,17.0,51.45,15.225,,1,,0.4,0.37,-0.33,,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.095,0.4616,2.0,0.22,,,,,,,,,,,,,,,,,
14053667,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187.0,709,M,1145982,EUR,1086825600,D,3,3,False,35.0,31.0,4.0,3.0,0.0,22.0,22.0,9.0,13.0,8.0,3.0,,,,84.0,51.0,6.7,5.0,0.00522379,83.569027031463,11.0,-20.58,7.35,,0,,0.05,0.05,-0.15,,,,,,1.0,4.0,,,,,,2.0,1.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
14053667,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184.0,386,M,1004278,EUR,999993600,D,5,5,False,58.0,48.0,11.0,5.0,0.0,29.0,32.0,19.0,26.0,6.0,4.0,,,,90.0,71.0,7.4,10.0,0.037376,79.91182681114,14.0,25.305,12.39,,0,,0.17,0.06,-0.22,,1.0,1.0,1.0,,1.0,4.0,,,,,,3.0,,,,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,
14053667,home,AZ Alkmaar,Mateo Chávez,Mateo Chávez,,mateo-chavez,M. Chávez,D,15,177.0,2184,M,1638685,EUR,1084320000,D,15,15,False,40.0,27.0,8.0,4.0,0.0,8.0,14.0,19.0,26.0,6.0,7.0,,,,90.0,78.0,6.9,17.0,0.0568259,149.3208666787,17.0,86.1,20.16,,5,,0.26,0.34,-0.36,,1.0,,,3.0,6.0,12.0,2.0,1.0,,,1.0,7.0,1.0,0.2893,0.2351,,-0.57,1.0,4.0,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,
14053667,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186.0,510,M,922018,EUR,957398400,M,6,6,False,30.0,25.0,2.0,1.0,0.0,10.0,11.0,15.0,19.0,,2.0,,,,90.0,48.0,6.6,13.0,0.10917,44.193281665491,8.0,11.445,6.195,,0,,0.03,0.1,0.37,,7.0,2.0,1.0,1.0,4.0,4.0,,,,,,2.0,,,,2.0,,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,
14053667,home,AZ Alkmaar,Kees Smit,,,kees-smit,K. Smit,M,26,182.0,3714,M,1405756,EUR,1137801600,M,26,26,False,56.0,51.0,6.0,5.0,0.0,16.0,18.0,35.0,38.0,,4.0,,,,90.0,64.0,6.6,9.0,0.269433,259.31556844853,27.0,126.525,21.21,,1,,0.45,0.34,-0.15,,,,,1.0,3.0,1.0,1.0,,,,,,1.0,0.1021,,3.0,-0.19,,,3.0,,,,1.0,,1.0,,,,,,,,
14053667,home,AZ Alkmaar,Weslley Patati,,,weslley-patati,W. Patati,M,7,167.0,1129,M,1148468,EUR,1064966400,M,7,7,False,18.0,15.0,1.0,1.0,0.0,6.0,7.0,9.0,11.0,1.0,7.0,,,,65.0,35.0,6.9,9.0,0.0970077,175.04432672494,15.0,74.34,21.0,,3,,0.25,0.27,-0.05,,4.0,1.0,,,5.0,3.0,2.0,1.0,,,1.0,2.0,2.0,0.1008,0.0274,1.0,0.0,,2.0,1.0,,,,1.0,1.0,,2.0,,,,,,,
14053667,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190.0,1199,M,980671,EUR,952560000,M,10,10,False,30.0,24.0,1.0,,0.0,8.0,10.0,16.0,20.0,1.0,,,,,90.0,54.0,7.3,13.0,0.633012,78.012418721675,9.0,32.97,20.79,,4,,0.57,0.29,-0.44,,3.0,,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.4643,0.2309,2.0,-0.54,,,2.0,,,,,2.0,2.0,1.0,True,1.0,,,,,
14053667,home,AZ Alkmaar,Isak Steiner Jensen,Isak Jensen,,isak-steiner-jensen,I. S. Jensen,F,17,185.0,422,M,1087931,EUR,1072137600,M,17,17,False,31.0,28.0,2.0,2.0,0.0,8.0,8.0,20.0,23.0,2.0,5.0,,,,65.0,45.0,7.2,7.0,0.101059,204.40788218337,15.0,123.69,34.23,,0,,0.43,0.26,-0.04,,1.0,,2.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
14053667,home,AZ Alkmaar,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185.0,10474,M,966555,EUR,1012780800,F,9,9,False,15.0,12.0,,,0.0,1.0,1.0,11.0,14.0,1.0,2.0,,,,90.0,35.0,7.1,8.0,0.199414,70.178098545805,5.0,32.025,28.455,,8,,0.07,0.05,0.13,,1.0,,2.0,3.0,4.0,4.0,,,,2.0,3.0,,1.0,0.9187,1.2896,1.0,0.37,,,3.0,1.0,,,,1.0,3.0,2.0,,,1.0,,,,
