match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_wonContest,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_penaltyWon,captain,stat_bigChanceCreated,stat_goals,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_penaltyConceded,player_sofascoreId,stat_totalOffside
14065079,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,42.0,28.0,26.0,12.0,0.0,18.0,18.0,10.0,24.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,90.0,49.0,7.0,14.0,0.00861058,0.0801,0,-0.0899,0.2,0.01,0.13,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065079,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,24.0,15.0,1.0,,1.0,9.0,13.0,6.0,11.0,3.0,6.0,2.0,1.0,,,,90.0,49.0,6.7,15.0,0.218659,,3,,0.19,-0.15,-0.2,,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0848,0.0568,2.0,-0.08,,,,,,,,,,,,,,,,
14065079,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,49.0,36.0,12.0,6.0,0.0,18.0,19.0,18.0,30.0,3.0,4.0,6.0,4.0,,,,90.0,70.0,7.3,17.0,0.282996,,0,,0.44,0.09,0.14,,3.0,,2.0,2.0,,,,,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
14065079,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,56.0,48.0,4.0,1.0,0.0,29.0,30.0,19.0,26.0,1.0,4.0,3.0,5.0,,,,90.0,78.0,6.8,23.0,0.0159853,,0,,0.2,0.14,-0.04,,1.0,,3.0,5.0,,2.0,,,,1.0,2.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
14065079,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,False,44.0,36.0,2.0,,0.0,21.0,22.0,15.0,22.0,2.0,6.0,2.0,4.0,,,,90.0,60.0,6.8,13.0,0.0381047,,0,,0.02,0.06,-0.09,,5.0,1.0,1.0,2.0,,,,,,2.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
14065079,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,25.0,20.0,1.0,,0.0,10.0,11.0,10.0,14.0,1.0,1.0,1.0,2.0,,,,90.0,34.0,6.3,8.0,0.0222195,,1,,0.02,0.01,-0.03,,,,2.0,4.0,,,,,1.0,2.0,,,1.0,,1.0,0.0695,,,0.02,,,,,1.0,,,,,,,,,,,
14065079,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,34.0,29.0,3.0,2.0,0.0,9.0,10.0,20.0,24.0,2.0,5.0,,3.0,,,,85.0,45.0,6.6,8.0,0.0290591,,1,,0.06,0.07,-0.06,,,,1.0,4.0,,,1.0,,,1.0,1.0,,2.0,2.0,2.0,0.1303,,,-0.28,,,,,1.0,1.0,,,,,,,,,,
14065079,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,19,19,False,18.0,14.0,,,0.0,8.0,9.0,6.0,9.0,1.0,7.0,,5.0,,,,86.0,38.0,6.7,14.0,0.00819719,,2,,-0.24,0.08,-0.14,,8.0,,1.0,3.0,2.0,1.0,,1.0,1.0,,2.0,1.0,2.0,3.0,,0.1099,0.5645,,-0.18,,1.0,,,,,,,,,,,,,,
14065079,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,False,21.0,17.0,1.0,1.0,0.0,1.0,1.0,16.0,20.0,1.0,6.0,,3.0,,,,90.0,45.0,6.9,15.0,0.0685847,,2,,0.23,0.28,-0.06,,2.0,,3.0,8.0,,6.0,,,2.0,,,,5.0,2.0,2.0,0.1385,,1.0,-0.3,,3.0,Johan Manzambi,,,,1.0,,,,,,,,,
14065079,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,23.0,19.0,1.0,1.0,0.0,7.0,9.0,12.0,14.0,1.0,1.0,3.0,2.0,,,,63.0,33.0,7.0,9.0,0.261014,,0,,0.3,0.12,-0.02,,6.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,True,1.0,,,,,,,
