match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_wasFouled,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_totalOffside
10913402,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000.0,G,48,48,False,23.0,13.0,22.0,12.0,3.0,4.0,10.0,19.0,1.0,1.0,2.0,13.0,1.0,1.0,7.0,1.0,90.0,35.0,7.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800.0,D,2,2,False,17.0,9.0,5.0,2.0,1.0,3.0,10.0,21.0,,2.0,3.0,2.0,,,,,90.0,47.0,7.2,15.0,0,1.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000.0,D,32,32,False,17.0,14.0,6.0,4.0,10.0,11.0,4.0,6.0,2.0,2.0,9.0,4.0,,,,,90.0,31.0,7.0,3.0,0,,,,2.0,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Mohammed Al-Dawsari,,,mohammed-al-dawsari,M. Al-Dawsari,G,12,179.0,6,M,982348,EUR,938822400.0,D,3,3,False,13.0,10.0,4.0,1.0,7.0,8.0,3.0,5.0,,1.0,8.0,2.0,,,,,90.0,26.0,7.1,3.0,0,,,,1.0,,,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Darko Velkovski,,,darko-velkovski,D. Velkovski,D,24,188.0,155,M,156990,EUR,803692800.0,D,14,14,False,16.0,11.0,6.0,3.0,7.0,11.0,4.0,5.0,,,4.0,2.0,,,,,75.0,24.0,7.1,5.0,1,,,,2.0,,,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,11.0,6.0,3.0,1.0,3.0,6.0,3.0,5.0,1.0,3.0,2.0,4.0,,,,,90.0,29.0,6.9,10.0,1,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800.0,M,16,16,False,13.0,10.0,3.0,2.0,4.0,5.0,6.0,8.0,,1.0,,6.0,,,,,65.0,20.0,6.6,5.0,0,,,,3.0,,1.0,,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
10913402,home,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600.0,M,98,98,False,26.0,17.0,7.0,5.0,12.0,16.0,5.0,10.0,1.0,3.0,3.0,7.0,,,,,90.0,44.0,7.0,10.0,2,,,,4.0,3.0,,,,,3.0,1.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10913402,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600.0,M,11,11,False,19.0,17.0,1.0,1.0,8.0,10.0,9.0,9.0,1.0,9.0,2.0,5.0,,,,,75.0,36.0,6.9,5.0,0,,,,7.0,,1.0,4.0,3.0,,,2.0,4.0,,,5.0,,,1.0,True,1.0,,,,,,,,,
10913402,home,Al-Ettifaq,Naïm Sliti,Naïm,Sliti,naim-sliti,N. Sliti,M,5,173.0,1348,M,153158,EUR,712195200.0,M,10,10,False,20.0,11.0,3.0,2.0,5.0,7.0,7.0,18.0,1.0,7.0,,5.0,,,,,88.0,39.0,6.6,19.0,1,,5.0,1.0,8.0,1.0,3.0,3.0,2.0,,,,1.0,,4.0,1.0,2.0,,2.0,,3.0,1.0,,,,,,,,
10913402,home,Al-Ettifaq,Youssouf Niakate,,,youssouf-niakate,Y. Niakate,F,12,178.0,551,M,291915,EUR,724464000.0,F,18,18,False,14.0,11.0,,,7.0,7.0,4.0,7.0,2.0,4.0,1.0,3.0,,,,,90.0,38.0,6.9,15.0,6,,,,13.0,,4.0,6.0,1.0,,,,,,1.0,1.0,3.0,1.0,3.0,,1.0,1.0,1.0,4.0,1.0,,,,,
10913402,home,Al-Ettifaq,Robin Quaison,,,robin-quaison,R. Quaison,F,,184.0,385,M,163565,EUR,750124800.0,F,99,99,True,,,,,,,,,,,,,,,,,25.0,4.0,6.5,1.0,1,,,,4.0,,,,,,,,,,,2.0,2.0,,1.0,,,1.0,,,,,,,,
10913402,home,Al-Ettifaq,Ahmed Al-Ghamdi,,,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000.0,M,15,15,True,1.0,1.0,,,,,1.0,2.0,,3.0,2.0,2.0,,,,,15.0,7.0,6.9,1.0,0,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,
10913402,home,Al-Ettifaq,Hamed Al-Ghamdi,,,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162.0,225,M,985140,EUR,923011200.0,M,8,8,True,2.0,1.0,,,,,1.0,2.0,,,1.0,,,,,,15.0,4.0,6.6,1.0,0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Abdullah Al-Salem,,,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200.0,F,17,17,True,2.0,,,,,,,2.0,,,,,,,,,12.0,4.0,6.6,2.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Abdullah Hussein Alowayshir,,,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Abdulrahman Oumar,Abdulrahman Oumar,,abdulrahman-oumar,A. Oumar,D,49,,1,M,1177289,EUR,,D,49,49,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Hamad Al-Sayyaf,Hamad Alsayyaf,,hamad-alsayyaf,H. Alsayyaf,D,22,,4,M,1092806,EUR,1011312000.0,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Meshal Alaeli,Meshal Alaeli,,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400.0,D,51,51,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913402,home,Al-Ettifaq,Rakan Kaabi,Rakan Kaabi,,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200.0,M,66,66,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913402,away,Al-Nassr,Agustín Rossi,,,agustin-rossi,A. Rossi,G,1,195.0,10864,M,1140986,EUR,808963200.0,G,22,22,False,10.0,7.0,3.0,,7.0,7.0,,3.0,,1.0,1.0,11.0,1.0,3.0,3.0,1.0,90.0,23.0,6.8,3.0,0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,AgustinRossi,2.0,2.0,,
10913402,away,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400.0,D,2,2,False,48.0,39.0,2.0,,11.0,11.0,28.0,39.0,1.0,5.0,,5.0,,,,,90.0,70.0,6.7,17.0,2,,2.0,,5.0,2.0,,3.0,1.0,,,2.0,2.0,2.0,2.0,,1.0,,4.0,,1.0,1.0,,1.0,,,,,,
