match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_hitWoodwork,stat_wasFouled,stat_fouls,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_clearanceOffLine,stat_errorLeadToAShot
11450145,home,İstanbulspor,Alp Arda,,,alp-arda,A. Arda,G,59,192,35,M,999485,EUR,802483200,G,59,59,False,26.0,22.0,10.0,6.0,17.0,18.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,90.0,31.0,7.0,4.0,0.00125084,0,0.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450145,home,İstanbulspor,Okan Erdoğan,,,okan-erdogan,O. Erdoğan,D,3,185,54,M,881213,EUR,907027200,D,23,23,False,55.0,46.0,2.0,1.0,14.0,16.0,33.0,43.0,1.0,6.0,,,,,90.0,78.0,7.9,16.0,0.289986,1,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0342,2.0,,,,,,,,,,,,,,,,,,
11450145,home,İstanbulspor,Mehmet Yeşil,,,mehmet-yesil,M. Yeşil,D,21,188,48,M,840639,EUR,896572800,D,4,4,False,58.0,39.0,15.0,4.0,26.0,33.0,13.0,25.0,8.0,7.0,,,,,90.0,72.0,6.8,20.0,0.0208442,2,,,,3.0,4.0,,1.0,1.0,,,,,0.08,,True,2.0,4.0,1.0,1.0,,,,,,,,,,,,,
11450145,home,İstanbulspor,Simon Deli,,,simon-deli,S. Deli,D,13,192,262,M,326419,EUR,688521600,D,14,14,False,71.0,63.0,6.0,3.0,46.0,49.0,17.0,22.0,4.0,7.0,,,,,90.0,85.0,7.7,9.0,0.0154574,1,,,,3.0,10.0,,1.0,2.0,3.0,1.0,,,0.0581,,,2.0,7.0,1.0,,1.0,,,,,,,,,,,,
11450145,home,İstanbulspor,Vefa Temel,,,temel-vefa,V. Temel,M,8,176,41,M,1067329,EUR,1036281600,D,8,8,False,22.0,12.0,7.0,1.0,6.0,8.0,7.0,15.0,3.0,6.0,,,,,89.0,63.0,6.1,23.0,0.0170019,2,,1.0,1.0,11.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,,0.037,,,1.0,,2.0,,,6.0,1.0,1.0,1.0,,,,,,,,
11450145,home,İstanbulspor,Muammer Sarıkaya,,,muammer-sarikaya,M. Sarıkaya,M,24,179,36,M,816571,EUR,886982400,M,24,24,False,41.0,35.0,3.0,3.0,16.0,17.0,19.0,26.0,1.0,9.0,,,,,90.0,58.0,7.1,11.0,0.673571,2,,2.0,,4.0,5.0,,1.0,,,,2.0,1.0,0.1191,1.0,,2.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
11450145,home,İstanbulspor,Modestas Vorobjovas,,,modestas-vorobjovas,M. Vorobjovas,M,6,177,70,M,319751,EUR,820281600,M,6,6,False,63.0,54.0,3.0,1.0,34.0,36.0,20.0,27.0,2.0,8.0,,,,,90.0,82.0,7.4,11.0,0.023001,0,,,,8.0,5.0,1.0,,4.0,4.0,1.0,,,,1.0,,4.0,,,,,1.0,,1.0,3.0,,,,,,,,
11450145,home,İstanbulspor,Florian Loshaj,,,florian-loshaj,F. Loshaj,M,10,174,152,M,831407,EUR,839894400,M,34,34,False,30.0,21.0,6.0,1.0,9.0,13.0,13.0,21.0,1.0,1.0,,,,,82.0,51.0,7.1,16.0,0.200373,0,,4.0,1.0,7.0,6.0,,,1.0,4.0,2.0,3.0,,,2.0,,2.0,1.0,2.0,,,,,,4.0,1.0,,,,,,,
11450145,home,İstanbulspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,F,18,18,False,55.0,47.0,2.0,1.0,14.0,17.0,34.0,41.0,,6.0,,,,,90.0,77.0,7.8,15.0,0.264372,0,,3.0,1.0,3.0,4.0,,,2.0,2.0,1.0,3.0,,,5.0,,,,2.0,,,1.0,,1.0,1.0,1.0,2.0,,,,,,
11450145,home,İstanbulspor,Valon Ethemi,,,valon-ethemi,V. Ethemi,M,27,179,121,M,904945,EUR,875836800,F,27,27,False,18.0,11.0,1.0,1.0,2.0,2.0,11.0,18.0,,3.0,,,,,73.0,35.0,6.1,15.0,0.0301393,6,,2.0,2.0,4.0,1.0,,3.0,,,,1.0,,1.2237,,,,,3.0,,,1.0,2.0,1.0,,,,3.0,3.0,1.6014,,,
