match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,player_id,player_name,confirmed
11388405,FT,1.0,4.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
11388405,,,,,90,0.0,,1,,,injuryTime,3.0,,,,,,,
11388405,,,,,88,,,3,,,substitution,,122673463.0,False,False,regular,,,
11388405,,,,,82,,,9,,,substitution,,122673406.0,False,True,regular,,,
11388405,,,,,81,,,10,,,substitution,,122673400.0,False,False,regular,,,
11388405,,,,,81,,,10,,,substitution,,122673399.0,False,False,regular,,,
11388405,,1.0,4.0,,80,,,11,,,goal,,181953321.0,,True,regular,970791.0,Benaissa Benamar,
11388405,,0.0,4.0,,77,,,14,,,goal,,181953214.0,,False,regular,959806.0,Kenneth Taylor,
11388405,,,,,76,,,15,,,substitution,,122673354.0,False,True,regular,,,
11388405,,,,,76,,,15,,,substitution,,122673353.0,True,True,injury,,,
11388405,,,,,72,,,19,,,substitution,,122673335.0,False,False,regular,,,
11388405,,,,,72,,,19,,,substitution,,122673334.0,False,False,regular,,,
11388405,,0.0,3.0,,70,,,21,,,goal,,181952868.0,,False,regular,910048.0,Brian Brobbey,
11388405,,,,,66,,,25,,,substitution,,122673299.0,False,True,regular,,,
11388405,,,,,66,,,25,,,substitution,,122673300.0,False,True,regular,,,
11388405,,0.0,2.0,,59,,,32,,,goal,,181952462.0,,False,regular,190867.0,Chuba Akpom,
11388405,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
11388405,,,,,45,0.0,,1,,,injuryTime,4.0,,,,,,,
11388405,,0.0,1.0,,25,,,21,,,goal,,181949977.0,,False,regular,959806.0,Kenneth Taylor,
11388405,,,,,8,,,38,,,varDecision,,25534.0,,True,penaltyNotAwarded,318575.0,Damon Mirani,True
