match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_fouls,captain,stat_interceptionWon,stat_wonTackle,stat_totalOffside,stat_totalContest,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_outfielderBlock
11388405,home,FC Volendam,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194.0,1073,M,1083390,EUR,1082073600,G,1,1,False,34.0,28.0,8.0,2.0,27.0,28.0,1.0,6.0,1.0,14.0,1.0,5.0,7.0,1.0,1.0,90.0,52.0,7.3,6.0,0.00020797,0,-0.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,3,3,False,32.0,28.0,1.0,1.0,21.0,25.0,7.0,8.0,5.0,2.0,,,,,,90.0,45.0,6.1,7.0,0.00258357,0,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,33.0,27.0,6.0,2.0,20.0,21.0,7.0,12.0,6.0,3.0,,,,,,76.0,43.0,6.2,7.0,0.00219906,0,,,5.0,,7.0,2.0,1.0,2.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Josh Flint,,,josh-flint,J. Flint,D,28,186.0,47,M,966460,EUR,971395200,D,28,28,False,79.0,70.0,6.0,2.0,52.0,54.0,18.0,25.0,3.0,3.0,,,,,,90.0,92.0,6.3,13.0,0.0129027,0,,,1.0,1.0,3.0,4.0,1.0,1.0,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,George Cox,George,Cox,george-cox,G. Cox,M,,171.0,91,M,920556,EUR,884736000,D,5,5,False,45.0,33.0,10.0,1.0,18.0,21.0,17.0,30.0,1.0,6.0,,,,,,90.0,65.0,6.4,19.0,0.20325,0,,6.0,2.0,,2.0,5.0,,5.0,,,1.0,3.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
11388405,home,FC Volendam,Milan de Haan,Milan de Haan,,milan-de-haan,M. d. Haan,M,8,,32,M,1120949,EUR,1069286400,M,36,36,False,8.0,6.0,1.0,,,1.0,6.0,7.0,,1.0,,,,,,66.0,14.0,6.3,4.0,0.00262207,1,,,,,4.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,2.0,1.0,0.046,,,,,,,,,,
11388405,home,FC Volendam,Luke Le Roux,Luke,Le Roux,le-roux-luke,L. L. Roux,M,16,180.0,299,M,931035,EUR,952646400,M,8,8,False,34.0,29.0,,,18.0,20.0,11.0,14.0,2.0,6.0,,,,,,82.0,44.0,6.2,8.0,0.00946315,0,,,,,6.0,3.0,4.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,2.0,,,,,,,,,
11388405,home,FC Volendam,Calvin Twigt,Calvin Twigt,,calvin-twigt,C. Twigt,M,8,183.0,95,M,1084944,EUR,1043884800,M,17,17,False,52.0,45.0,8.0,5.0,27.0,28.0,18.0,26.0,,3.0,,,,,,90.0,71.0,6.7,13.0,0.0321416,1,,2.0,,,4.0,5.0,,4.0,1.0,,,1.0,,1.0,1.0,,,,2.0,3.0,,0.1103,1.0,1.0,,,,,,,,
11388405,home,FC Volendam,Zach Booth,Zach Booth,,booth-zach,Z. Booth,M,21,184.0,134,M,1138450,EUR,1076976000,F,7,7,False,9.0,7.0,2.0,,3.0,5.0,6.0,6.0,,4.0,,,,,,90.0,20.0,7.1,4.0,0.522101,1,,2.0,2.0,,2.0,3.0,,,,,,,1.0,3.0,3.0,,2.0,2.0,2.0,,,0.0202,2.0,,1.0,1.0,0.0292,,,,,
11388405,home,FC Volendam,Vivaldo,,,vivaldo,V. Semedo,F,18,192.0,419,M,1414275,EUR,1106870400,F,9,9,False,13.0,8.0,1.0,,5.0,6.0,3.0,7.0,,2.0,,,,,,66.0,23.0,6.8,8.0,0.0119515,3,,,4.0,3.0,7.0,4.0,1.0,,2.0,,,,,,,1.0,,,2.0,1.0,2.0,0.6545,1.0,1.0,,,,2.0,,,,
11388405,home,FC Volendam,Darius Johnson,,,darius-johnson,D. Johnson,M,22,182.0,68,M,990952,EUR,953078400,F,38,38,False,17.0,12.0,1.0,,5.0,6.0,7.0,13.0,,1.0,,,,,,76.0,27.0,6.4,9.0,0.109053,1,,2.0,,,2.0,2.0,,,,,,,,3.0,1.0,1.0,,,,,1.0,0.1912,,,,,,1.0,1.0,,,
11388405,home,FC Volendam,Oskar Buur,,,oskar-buur,O. Buur,D,2,178.0,84,M,797688,EUR,891302400,D,2,2,True,9.0,6.0,1.0,1.0,3.0,4.0,3.0,5.0,,1.0,,,,,,24.0,12.0,6.2,3.0,0.00176127,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Imran Nazih,Imran Nazih,,imran-nazih,I. Nazih,M,,174.0,311,M,1213380,EUR,1138147200,M,16,16,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,1.0,,,,,,24.0,10.0,6.2,2.0,0.00093476,0,,,,,3.0,2.0,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Benaissa Benamar,,,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,D,6,6,True,5.0,3.0,,,2.0,2.0,1.0,3.0,,,,,,,,14.0,6.0,7.2,2.0,0.00033747,1,,,,,,,,,,,,,,,,,,,,,,0.6433,,,,1.0,0.594,,,1.0,,
11388405,home,FC Volendam,Achraf Douiri,Achraf Douiri,,achraf-douiri,A. Douiri,F,,180.0,38,M,1084535,EUR,943660800,D,24,24,True,4.0,3.0,,,2.0,2.0,1.0,3.0,,,,,,,,14.0,5.0,6.2,2.0,9.695e-05,0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Myron Mau-Asam,Myron Mau-Asam,,myron-mau-asam,M. Mau-Asam,M,27,,13,M,1841361,EUR,1080777600,M,51,51,True,6.0,5.0,,,1.0,2.0,4.0,4.0,,,,,,,,8.0,6.0,6.4,1.0,0.00194953,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Barry Lauwers,Barry,Lauwers,barry-lauwers,B. Lauwers,G,,187.0,20,M,959060,EUR,943833600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Axel Guessand,Axel Guessand,,axel-guessand,A. Guessand,D,19,192.0,125,M,1136819,EUR,1099699200,D,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Quincy Hoeve,,,quincy-hoeve,Q. Hoeve,M,,190.0,38,M,1381645,EUR,1049328000,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Safouane Karim,Safouane Karim,,karim-safouane,S. Karim,F,,167.0,46,M,1656961,EUR,1090108800,F,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,home,FC Volendam,Caner Demircioglu,,,caner-demircioglu,C. Demircioglu,F,,,9,,1847281,EUR,1027987200,F,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388405,away,AFC Ajax,Gerónimo Rulli,,,geronimo-rulli,G. Rulli,G,1,189.0,13348,M,128383,EUR,706320000,G,1,1,False,66.0,55.0,19.0,10.0,52.0,57.0,3.0,9.0,,10.0,1.0,1.0,1.0,2.0,2.0,90.0,73.0,6.9,11.0,0.00591466,0,-0.3768,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,gerorulli,
11388405,away,AFC Ajax,Devyne Rensch,,,devyne-rensch,D. Rensch,D,2,182.0,2450,M,982778,EUR,1042848000,D,2,2,False,53.0,48.0,4.0,2.0,29.0,32.0,19.0,21.0,2.0,8.0,,,,,,90.0,70.0,7.0,11.0,0.209453,0,,,,2.0,5.0,3.0,,1.0,2.0,,3.0,,,1.0,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,
11388405,away,AFC Ajax,Josip Šutalo,,,josip-sutalo,J. Šutalo,D,37,190.0,4308,M,954836,EUR,951696000,D,37,37,False,99.0,91.0,8.0,4.0,70.0,73.0,21.0,26.0,3.0,4.0,,,,,,90.0,108.0,6.9,8.0,0.0199299,1,,,,2.0,2.0,5.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,,,,1.0,,,0.0244,,1.0,,,,,,,josip.sutalo,
11388405,away,AFC Ajax,Ahmetcan Kaplan,,,ahmetcan-kaplan,A. Kaplan,D,4,189.0,1602,M,1064177,EUR,1042675200,D,13,13,False,83.0,77.0,8.0,5.0,59.0,60.0,18.0,23.0,3.0,4.0,,,,,,90.0,96.0,7.4,7.0,0.031514,0,,,1.0,2.0,2.0,8.0,,1.0,,,1.0,,,3.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,1.0
11388405,away,AFC Ajax,Jorrel Hato,,,jorrel-hato,J. Hato,D,21,182.0,15501,M,1153079,EUR,1141689600,D,4,4,False,41.0,40.0,2.0,1.0,22.0,22.0,18.0,20.0,1.0,6.0,,,,,,90.0,66.0,7.0,5.0,0.0169671,0,,1.0,2.0,2.0,3.0,6.0,,4.0,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,
11388405,away,AFC Ajax,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183.0,6342,M,42694,EUR,645580800,M,6,6,False,78.0,69.0,9.0,6.0,39.0,40.0,32.0,43.0,,4.0,,,,,,81.0,88.0,7.3,14.0,0.344561,0,,5.0,,,3.0,,,,2.0,True,,,,,,,2.0,1.0,4.0,2.0,,,,,1.0,,,,,,jordanhenderson,
11388405,away,AFC Ajax,Sivert Mannsverk,,,sivert-mannsverk,S. Mannsverk,M,20,185.0,521,M,900111,EUR,1020816000,M,16,16,False,64.0,61.0,6.0,5.0,33.0,34.0,28.0,30.0,1.0,3.0,,,,,,72.0,68.0,7.1,4.0,0.112966,0,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,
11388405,away,AFC Ajax,Kenneth Taylor,,,kenneth-taylor,K. Taylor,M,24,182.0,3631,M,959806,EUR,1021507200,M,8,8,False,38.0,28.0,2.0,1.0,12.0,13.0,16.0,25.0,,1.0,,,,,,90.0,49.0,8.4,13.0,0.0880345,4,,,,,4.0,1.0,2.0,,,,,,,,,1.0,,,,2.0,2.0,0.2913,1.0,,,2.0,1.0445,,,2.0,,
11388405,away,AFC Ajax,Chuba Akpom,,,chuba-akpom,C. Akpom,F,29,186.0,1664,M,190867,EUR,813196800,F,10,10,False,34.0,31.0,1.0,1.0,11.0,12.0,20.0,22.0,,2.0,,,,,,88.0,46.0,8.5,7.0,0.248595,3,,,2.0,3.0,4.0,5.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,3.0,2.0,2.0,0.3141,2.0,,1.0,1.0,0.8995,,,1.0,,
11388405,away,AFC Ajax,Brian Brobbey,,,brobbey-brian,B. Brobbey,F,9,180.0,7090,M,910048,EUR,1012521600,F,9,9,False,20.0,16.0,,,2.0,2.0,14.0,18.0,,1.0,,,,,,81.0,34.0,7.7,6.0,0.0586817,4,,,,3.0,1.0,5.0,,,1.0,,,,,2.0,2.0,,,,,,,0.7755,2.0,,,4.0,1.1452,1.0,,1.0,brianbrobbeyy,
11388405,away,AFC Ajax,Mika Godts,Mika Godts,,mika-godts,M. Godts,F,11,176.0,3962,M,1149146,EUR,1118102400,F,39,39,False,36.0,28.0,2.0,1.0,9.0,10.0,19.0,26.0,1.0,3.0,,,,,,72.0,55.0,7.3,17.0,0.164673,2,,,,,6.0,5.0,1.0,2.0,,,,,,4.0,1.0,2.0,,,1.0,2.0,1.0,0.0811,4.0,,,1.0,0.0254,,,,,
11388405,away,AFC Ajax,Branco van den Boomen,,,branco-van-den-boomen,B. van den Boomen,M,8,190.0,1194,M,190883,EUR,806284800,M,21,21,True,13.0,11.0,1.0,1.0,8.0,8.0,3.0,5.0,,1.0,,,,,,18.0,15.0,6.7,2.0,0.00172449,0,,,,,,2.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
