match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,stat_shotOffTarget,stat_aerialLost,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,captain,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_outfielderBlock,stat_bigChanceMissed
13472707,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,21.0,17.0,7.0,3.0,0.0,16.0,19.0,1.0,2.0,1.0,6.0,1.0,2.0,5.0,1.0,90.0,32.0,7.3,4.0,0.00025879,0,-0.1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,44.0,39.0,2.0,1.0,0.0,18.0,20.0,21.0,24.0,5.0,9.0,,,,,90.0,85.0,6.3,21.0,0.084097,1,,8.0,1.0,2.0,10.0,9.0,1.0,4.0,7.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0858,2.0,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Robert Renan,robert-renan,R. Renan,D,30,186,3212,M,,1191278,EUR,1065830400,D,30,30,False,66.0,64.0,8.0,8.0,0.0,33.0,33.0,31.0,33.0,7.0,3.0,,,,,90.0,78.0,7.2,3.0,0.0219623,1,,,,2.0,,4.0,,,,,,1.0,2.0,2.0,,,,,0.0184,,Robert Renan,1.0,,,,,,,,,,,,
13472707,home,Vasco da Gama,Lucas Freitas,lucas-freitas,L. Freitas,D,43,184,1198,M,,1069729,EUR,979948800,D,43,43,False,73.0,67.0,4.0,1.0,0.0,35.0,38.0,32.0,35.0,5.0,1.0,,,,,65.0,85.0,6.5,9.0,0.0232362,0,,1.0,,,4.0,,,,1.0,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,
13472707,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,False,45.0,42.0,2.0,,0.0,27.0,28.0,15.0,17.0,,3.0,,,,,90.0,59.0,6.9,10.0,0.153782,1,,6.0,1.0,1.0,,3.0,,,1.0,1.0,,1.0,,,,2.0,1.0,,0.0775,3.0,,1.0,,,,,,,,,,,,
13472707,home,Vasco da Gama,Cauan Barros,barros-cauan,C. Barros,M,88,183,2254,M,,1444694,EUR,1083801600,M,88,88,False,58.0,54.0,3.0,2.0,0.0,25.0,27.0,29.0,31.0,1.0,3.0,,,,,79.0,72.0,7.1,7.0,0.00977338,0,,2.0,,2.0,4.0,6.0,,,,,,1.0,2.0,2.0,,1.0,2.0,2.0,,,,,2.0,,,,,,,,,,,
13472707,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,50.0,46.0,2.0,1.0,0.0,12.0,13.0,34.0,37.0,,3.0,1.0,,,,45.0,56.0,5.9,7.0,0.0263916,2,,,,,6.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,4.0,0.0372,,Matheus Carvalho,2.0,,,,,,,,,,,,
13472707,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,M,77,77,False,21.0,18.0,,,0.0,3.0,3.0,15.0,18.0,,1.0,,,,,90.0,34.0,7.0,8.0,0.0131352,4,,2.0,,2.0,2.0,4.0,,1.0,,,1.0,,2.0,2.0,,2.0,,1.0,0.1524,,Rayan,2.0,,,1.0,0.1693,,,,,,,,
13472707,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,10,10,False,43.0,39.0,6.0,2.0,0.0,9.0,9.0,30.0,34.0,,1.0,,,,,86.0,57.0,8.0,7.0,0.0781576,3,,3.0,1.0,,1.0,4.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,0.1099,2.0,,,,,2.0,0.7249,1.0,1.0,,,,,,
13472707,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,M,17,17,False,40.0,36.0,2.0,1.0,0.0,12.0,13.0,24.0,27.0,,7.0,,,,,86.0,59.0,6.9,13.0,0.146215,0,,5.0,2.0,1.0,4.0,4.0,,,3.0,1.0,,,,,,4.0,2.0,,,3.0,,,2.0,,,,,,,,,,,
13472707,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,12.0,8.0,,,0.0,7.0,7.0,1.0,5.0,5.0,3.0,,,,,90.0,23.0,6.8,5.0,0.00087188,1,,,,,5.0,3.0,,,1.0,,,,1.0,,,,2.0,2.0,0.0887,1.0,,,2.0,,1.0,0.3266,,,True,1.0,,,,
13472707,home,Vasco da Gama,Andrés Gómez,andres-gomez,A. Gómez,M,11,172,4196,M,,1160386,EUR,1031788800,F,11,11,True,7.0,6.0,,,1.0,3.0,3.0,3.0,4.0,,2.0,,,,,45.0,22.0,7.3,7.0,0.131914,2,,3.0,2.0,,6.0,3.0,,2.0,2.0,2.0,,,,,,3.0,1.0,3.0,0.0974,1.0,,2.0,1.0,,,,,,,,1.0,,,
13472707,home,Vasco da Gama,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4436,M,,839095,EUR,920937600,D,46,46,True,17.0,16.0,,,0.0,10.0,10.0,6.0,7.0,1.0,1.0,,,,,25.0,20.0,7.1,1.0,0.00331606,2,,,,,2.0,,,,,,,,,,,,,1.0,0.2684,,,,1.0,,2.0,0.8441,,1.0,,,,,,
13472707,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,F,7,7,True,1.0,,,,0.0,,,,1.0,,,,,,,11.0,2.0,6.5,1.0,,0,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,,867907,EUR,823219200,D,29,29,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,12.0,5.0,6.3,,0.00131108,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173,1795,M,,879902,EUR,852681600,M,18,18,True,5.0,4.0,,,0.0,4.0,4.0,,1.0,,1.0,,,,,12.0,8.0,6.1,3.0,6.481e-05,0,,1.0,,,3.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190,953,M,,863276,EUR,867974400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,,252781,EUR,740793600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Paulinho,paulinho,Paulinho,D,28,172,594,M,,1464309,EUR,1116806400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Paulinho,,,,,,,,,,,,,
13472707,home,Vasco da Gama,Leandrinho,leandrinho,Leandrinho,M,12,170,995,M,,1589416,EUR,1111017600,D,66,66,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Leandro Viana,,,da Silva Gama,,,,,,,,,,
