match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13344418,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,36.0,18.0,28.0,11.0,0.0,10.0,14.0,8.0,22.0,9.0,2.0,90.0,41.0,6.6,18.0,0.00755139,0,-0.4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13344418,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197.0,1429,M,,998253,EUR,989884800,D,15,15,False,21.0,14.0,7.0,5.0,0.0,10.0,11.0,4.0,10.0,3.0,,90.0,43.0,6.5,13.0,0.00190628,0,,3.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13344418,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185.0,2558,M,,145188,EUR,722131200,D,6,6,False,30.0,25.0,9.0,6.0,0.0,17.0,18.0,8.0,12.0,3.0,,90.0,47.0,7.7,6.0,0.050631,1,,1.0,1.0,3.0,5.0,,,9.0,1.0,1.0,3.0,,True,1.0,1.0,1.0,1.0,1.0,0.087,0.6177,1.0,,,,,,,,,,,,,
13344418,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195.0,2591,M,,979563,EUR,1025136000,D,32,32,False,37.0,28.0,10.0,6.0,1.0,17.0,18.0,11.0,19.0,3.0,,90.0,61.0,8.1,10.0,0.0196313,0,,,2.0,1.0,4.0,,,17.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,
13344418,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180.0,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,24.0,18.0,4.0,1.0,0.0,8.0,8.0,11.0,19.0,1.0,,90.0,58.0,7.0,13.0,0.0524873,0,,,1.0,1.0,4.0,,2.0,8.0,1.0,1.0,1.0,,,,,,3.0,,,,1.0,,,2.0,3.0,1.0,1.0,,,,,,,
13344418,home,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3008,M,,927361,EUR,984441600,M,37,37,False,33.0,21.0,3.0,2.0,0.0,13.0,16.0,8.0,19.0,3.0,,87.0,42.0,6.5,16.0,0.00918318,0,,,,2.0,2.0,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,
13344418,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174.0,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,27.0,22.0,2.0,,0.0,15.0,17.0,8.0,11.0,9.0,,77.0,45.0,6.5,11.0,0.0504267,0,,1.0,2.0,8.0,9.0,1.0,2.0,,4.0,3.0,2.0,,,3.0,,,1.0,2.0,,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,
13344418,home,Everton,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182.0,2672,M,,947929,EUR,951782400,M,29,29,False,13.0,8.0,1.0,,0.0,2.0,4.0,6.0,13.0,4.0,,77.0,26.0,6.1,13.0,0.00509373,0,,,1.0,6.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,,2.0,,,,1.0,,,,,,1.0,4.0,,,,,,,,,
13344418,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182.0,1269,M,,96535,EUR,725846400,M,16,16,False,19.0,12.0,,,0.0,2.0,5.0,10.0,16.0,4.0,,90.0,36.0,6.7,11.0,0.00926743,2,,6.0,4.0,8.0,6.0,,,1.0,,,2.0,,,,,,1.0,2.0,0.0888,,2.0,,,2.0,2.0,,,2.0,,,,,,
13344418,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180.0,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,2.0,,25.0,9.0,6.6,2.0,0.00081233,0,,,,,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
