match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals
11369999,home,KAS Eupen,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193,5893,M,978787,EUR,1084579200,G,24,24,False,35.0,5.0,34.0,4.0,2.0,5.0,3.0,30.0,2.0,2.0,1.0,13.0,1.0,3.0,5.0,6.0,90.0,48.0,7.5,30.0,0.00040583,0,-0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369999,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,D,2,2,False,31.0,12.0,10.0,2.0,8.0,18.0,5.0,16.0,2.0,3.0,4.0,4.0,,,,,84.0,54.0,6.3,27.0,0.0859773,1,,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0992,1.0,,,,,,,,,,,,,,,,,,
11369999,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186,193,M,87507,EUR,672969600,D,4,4,False,41.0,18.0,17.0,2.0,15.0,26.0,3.0,15.0,6.0,6.0,6.0,5.0,,,,,90.0,51.0,6.2,23.0,0.00220018,0,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11369999,home,KAS Eupen,Oleksandr Filin,oleksandr-filin,O. Filin,D,25,179,38,M,788155,EUR,835660800,D,25,25,False,33.0,16.0,14.0,3.0,13.0,19.0,3.0,14.0,5.0,9.0,4.0,3.0,1.0,,,,90.0,47.0,6.1,19.0,0.00589972,0,,,,2.0,2.0,,,,,,,2.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
11369999,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,D,3,3,False,47.0,18.0,17.0,2.0,11.0,19.0,7.0,33.0,3.0,6.0,3.0,10.0,1.0,,,,90.0,80.0,6.1,40.0,0.00604147,0,,5.0,,1.0,2.0,,,,,,,,,2.0,1.0,,2.0,,,1.0,,,,,,,,,
11369999,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,35,35,False,49.0,26.0,14.0,5.0,16.0,27.0,10.0,24.0,6.0,10.0,2.0,5.0,,,,,90.0,68.0,6.9,26.0,0.103026,2,,2.0,,8.0,12.0,2.0,1.0,2.0,1.0,0.0827,3.0,,2.0,3.0,2.0,,,,,2.0,True,,,,,,,,
11369999,home,KAS Eupen,Brandon Baiye,baiye-brandon,B. Baiye,M,6,177,82,M,861975,EUR,977875200,M,6,6,False,36.0,23.0,4.0,,18.0,26.0,5.0,10.0,3.0,6.0,4.0,5.0,,,,,89.0,53.0,6.4,15.0,0.00233096,1,,,,7.0,11.0,,,1.0,1.0,0.1309,,,2.0,3.0,1.0,,1.0,,,3.0,,,,,,,,,
11369999,home,KAS Eupen,Regan Charles-Cook,regan-charles-cook,R. Charles-Cook,F,77,175,63,M,803116,EUR,857174400,M,10,10,False,27.0,19.0,2.0,1.0,4.0,6.0,15.0,23.0,2.0,6.0,,9.0,1.0,,,,90.0,49.0,6.3,19.0,0.242735,1,,2.0,,4.0,12.0,5.0,1.0,,2.0,0.0865,1.0,1.0,,2.0,2.0,,2.0,,,,,2.0,1.0,,,,,,
11369999,home,KAS Eupen,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,M,19,19,False,26.0,13.0,4.0,1.0,7.0,13.0,6.0,16.0,1.0,3.0,1.0,5.0,1.0,,,,73.0,41.0,6.0,19.0,0.0210024,0,,3.0,,4.0,10.0,1.0,,,,,,,,1.0,1.0,,1.0,,,4.0,,1.0,,,,,,,
11369999,home,KAS Eupen,Jerome Deom,deom-jerome,J. Deom,M,24,175,45,M,839883,EUR,924480000,M,14,14,False,18.0,11.0,,,6.0,8.0,6.0,14.0,,4.0,,4.0,,,,,73.0,37.0,6.2,16.0,0.0174313,1,,4.0,1.0,3.0,6.0,3.0,2.0,,1.0,0.0186,,,,2.0,1.0,,4.0,,,,,1.0,1.0,,,,,,
