match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,captain,stat_outfielderBlock,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11369421,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,28.0,24.0,7.0,3.0,24.0,25.0,3.0,1.0,1.0,2.0,8.0,3.0,1.0,1.0,90.0,39.0,7.1,4.0,6.317e-05,0,-0.1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369421,home,Real Betis,Aitor Ruibal,,,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,D,24,24,False,34.0,23.0,7.0,3.0,10.0,17.0,18.0,,6.0,5.0,6.0,,,,90.0,59.0,7.0,16.0,0.0307779,1,,13.0,1.0,1.0,12.0,7.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0301,0.3911,1.0,,,,,,,,,,,,,,,
11369421,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,6,6,False,39.0,38.0,2.0,1.0,33.0,34.0,5.0,,,2.0,6.0,,,,90.0,48.0,6.7,2.0,0.00155333,0,,5.0,,2.0,5.0,3.0,,,,,2.0,,,1.0,,,,,1.0,germanpezzella,True,2.0,,,,,,,,,,,,
11369421,home,Real Betis,Chadi Riad,,,chadi-riad,C. Riad,D,34,186,10944,M,1064218,EUR,1047859200,D,28,28,False,39.0,34.0,4.0,1.0,29.0,32.0,7.0,1.0,3.0,4.0,4.0,,,,90.0,50.0,7.2,6.0,0.00168355,1,,5.0,,,,,,,1.0,,1.0,2.0,2.0,1.0,,,0.0676,0.1175,,chadiriad17,,2.0,,,,,,,,,,,,
11369421,home,Real Betis,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,D,20,20,False,38.0,31.0,3.0,2.0,17.0,21.0,19.0,1.0,5.0,4.0,3.0,,,,90.0,61.0,7.3,9.0,0.130085,1,,15.0,2.0,,,,1.0,1.0,,,2.0,3.0,3.0,,,,0.0226,,,,,,1.0,1.0,,,,,,,,,,
11369421,home,Real Betis,Sergi Altimira,,,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,27,27,False,25.0,25.0,1.0,1.0,13.0,13.0,12.0,,3.0,,2.0,,,,70.0,31.0,6.5,1.0,0.00830618,0,,12.0,,1.0,4.0,1.0,2.0,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
11369421,home,Real Betis,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,False,56.0,49.0,7.0,5.0,31.0,34.0,23.0,,4.0,1.0,2.0,,,,90.0,68.0,6.9,9.0,0.0179406,1,,18.0,1.0,1.0,7.0,3.0,,,1.0,,1.0,4.0,2.0,1.0,,3.0,0.0471,0.0658,,,,,,,,,,,,,,,,
11369421,home,Real Betis,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,M,10,10,False,24.0,20.0,,,2.0,3.0,22.0,,3.0,,6.0,,,,83.0,37.0,7.4,9.0,0.407281,1,,18.0,1.0,,4.0,,4.0,2.0,1.0,,2.0,,,1.0,1.0,2.0,0.1256,0.0462,3.0,,,,,,1.0,,,,,,,,,
11369421,home,Real Betis,Isco,,,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,58.0,49.0,4.0,2.0,17.0,20.0,46.0,1.0,7.0,,6.0,,,,90.0,86.0,6.9,22.0,0.260204,3,,34.0,8.0,,7.0,1.0,1.0,,1.0,,1.0,3.0,2.0,2.0,3.0,2.0,0.7008,0.6257,4.0,iscoalarcon,,,2.0,1.0,,3.0,2.0,1.0,1.0,,,,,
11369421,home,Real Betis,Abdessamad Ezzalzouli,,,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,M,7,7,False,21.0,14.0,,,7.0,10.0,14.0,,,,4.0,,,,61.0,32.0,6.4,15.0,0.00340653,0,,7.0,3.0,,3.0,,,,,,1.0,,,2.0,,1.0,,,,ez_abde,,,,,,2.0,,,,,,,,
