match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyWon,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_errorLeadToAShot,stat_penaltyFaced,stat_penaltyConceded
14572677,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,60790,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,50.0,46.0,5.0,2.0,0.0,46.0,48.0,2.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,60.0,7.6,4.0,6.766e-05,0.5469,0,1.1754,0.01,-0.02,0.23,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572677,home,Aston Villa,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187,8787,M,victorlindelof,143334,EUR,774403200,D,3,3,False,72.0,67.0,2.0,1.0,0.0,51.0,53.0,19.0,2.0,6.0,,,,,,,90.0,77.0,6.8,5.0,0.0124622,,0,,0.05,0.21,-0.01,,16.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572677,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3199,M,,827679,EUR,877564800,D,4,4,False,94.0,93.0,2.0,2.0,0.0,67.0,67.0,27.0,6.0,7.0,3.0,,,,,,90.0,107.0,7.7,4.0,0.00880166,,1,,0.18,0.15,0.28,,26.0,2.0,2.0,,1.0,,,,True,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0554,-0.08,,,,,,,,,,,,,,,,,
14572677,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4086,M,pauttorres,864169,EUR,853372800,D,14,14,False,57.0,51.0,6.0,1.0,0.0,33.0,33.0,24.0,1.0,5.0,1.0,,,,,,64.0,61.0,6.8,6.0,0.0087205,,0,,0.08,0.15,0.26,,18.0,3.0,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14572677,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,45.0,42.0,2.0,1.0,0.0,28.0,28.0,17.0,6.0,8.0,4.0,,,,,,90.0,68.0,8.3,7.0,0.0260956,,3,,0.1,0.12,0.19,,14.0,2.0,,,,1.0,,,,1.0,,1.0,,,1.0,,0.1638,0.53,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.6395,,,,,,,,
14572677,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183,1108,M,,1089388,EUR,1073260800,M,26,26,False,58.0,55.0,2.0,2.0,0.0,37.0,38.0,20.0,5.0,5.0,2.0,,,,,,90.0,74.0,7.1,6.0,0.0205681,,0,,0.04,0.07,0.21,,18.0,4.0,2.0,,1.0,,,,,1.0,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,
14572677,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7169,M,its_onana,923973,EUR,997920000,M,24,24,False,49.0,45.0,4.0,3.0,0.0,23.0,23.0,26.0,3.0,2.0,2.0,,,,,,75.0,57.0,7.3,5.0,0.0345826,,0,,0.15,0.15,0.18,,22.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
14572677,home,Aston Villa,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5260,M,,930245,EUR,993945600,M,29,29,False,15.0,13.0,,,0.0,6.0,7.0,8.0,4.0,1.0,2.0,,,,,,74.0,31.0,6.5,8.0,0.00914741,,0,,-0.01,-0.18,0.14,,7.0,6.0,2.0,,3.0,,,,,,2.0,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,
14572677,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13680,M,mrogers,948261,EUR,1027641600,M,27,27,False,24.0,19.0,2.0,1.0,1.0,3.0,3.0,21.0,2.0,1.0,1.0,,,,,,64.0,38.0,6.9,8.0,0.148881,,4,,0.21,0.15,0.0,,16.0,3.0,,,,3.0,,,,,3.0,1.0,,,,,0.3915,0.01,,,1.0,1.0,,2.0,,,0.3086,,1.0,1.0,,,,,
14572677,home,Aston Villa,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,67786,M,JSancho,851100,EUR,953942400,M,19,19,False,25.0,20.0,1.0,,0.0,4.0,6.0,19.0,3.0,3.0,,,,,,,75.0,38.0,6.8,12.0,0.224376,,0,,0.43,0.28,-0.23,,16.0,5.0,,,1.0,3.0,,,,,2.0,,,,1.0,,,,,5.0,3.0,3.0,,,,,,,,,1.0,2.0,1.0,,
