match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,captain,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_ownGoals,stat_hitWoodwork,stat_bigChanceMissed
10388405,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,56.0,39.0,37.0,20.0,25.0,29.0,14.0,27.0,8.0,1.0,2.0,1.0,1.0,90.0,60.0,7.4,17.0,0.0,0.0,0.0134526,0,0.2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,False,21.0,11.0,7.0,1.0,8.0,10.0,3.0,11.0,5.0,,,,,90.0,36.0,6.9,15.0,0.0191,0.0,0.0379208,1,,2.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,29.0,25.0,6.0,3.0,18.0,19.0,7.0,10.0,4.0,,,,,90.0,37.0,7.1,4.0,0.0,0.0,0.00620015,0,,3.0,1.0,5.0,,,4.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,41.0,29.0,11.0,6.0,24.0,31.0,5.0,10.0,5.0,,,,,90.0,52.0,7.1,13.0,0.0,0.0,0.0026994,0,,2.0,5.0,3.0,,,4.0,2.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Danilo Soares,danilo-soares,Danilo Soares,M,3,170,111,M,121551,EUR,688694400,D,3,3,False,37.0,25.0,6.0,3.0,13.0,16.0,12.0,22.0,9.0,,,,,90.0,71.0,7.0,21.0,0.0,0.0,0.00886066,0,,,7.0,6.0,2.0,,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,40.0,22.0,8.0,1.0,15.0,20.0,7.0,20.0,5.0,,,,,90.0,52.0,6.5,21.0,0.0271,0.0,0.0126886,1,,3.0,6.0,6.0,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,2.0,,,,,2.0,,,,True,1.0,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,23.0,17.0,2.0,,9.0,13.0,8.0,10.0,1.0,,,,,60.0,34.0,6.4,9.0,0.0,0.0,0.00408212,0,,1.0,5.0,3.0,1.0,,3.0,1.0,,2.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Simon Zoller,simon-zoller,S. Zoller,F,27,179,102,M,88471,EUR,677894400,M,9,9,False,8.0,2.0,,,,2.0,2.0,7.0,1.0,,,,,72.0,18.0,6.8,8.0,0.0754,0.0,0.0383862,1,,2.0,3.0,4.0,,,2.0,2.0,1.0,,,1.0,2.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
10388405,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,False,27.0,21.0,4.0,2.0,7.0,9.0,15.0,29.0,9.0,,,,,90.0,54.0,8.8,19.0,0.0838,0.585,0.0936662,2,,2.0,6.0,7.0,1.0,,,,3.0,1.0,2.0,3.0,,1.0,,,11.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10388405,home,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,M,17,17,False,18.0,10.0,1.0,,4.0,6.0,6.0,17.0,6.0,,,,,81.0,39.0,6.5,20.0,0.0329,0.1244,0.00496134,1,,2.0,7.0,4.0,1.0,,,,2.0,2.0,2.0,,2.0,2.0,,,5.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,
10388405,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,18.0,12.0,,,2.0,2.0,10.0,16.0,5.0,,,,,81.0,38.0,7.8,14.0,0.1491,0.3394,0.0349083,2,,9.0,5.0,14.0,,1.0,1.0,,1.0,7.0,1.0,2.0,3.0,1.0,,,,,,4.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
10388405,home,VfL Bochum 1848,Konstantinos Stafylidis,konstantinos-stafylidis,K. Stafylidis,D,3,177,196,M,110850,EUR,754790400,D,16,16,True,6.0,,1.0,,,1.0,,5.0,,,,,,30.0,8.0,6.3,6.0,0.0,0.0,0.0,0,,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
