match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_lastManTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_goals
12436880,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,25.0,20.0,6.0,2.0,0.0,19.0,21.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,34.0,6.9,5.0,0.00021862,0,-1.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436880,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,32.0,28.0,1.0,1.0,0.0,15.0,16.0,13.0,20.0,5.0,2.0,,,,,,,90.0,54.0,6.1,9.0,0.0743711,0,,4.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436880,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,56.0,49.0,6.0,1.0,0.0,32.0,37.0,17.0,19.0,1.0,6.0,,,,,,,90.0,66.0,6.5,8.0,0.00848119,1,,,1.0,6.0,1.0,1.0,,,3.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,0.0419,,,,,,,,,,,,,
12436880,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,48.0,47.0,4.0,3.0,0.0,34.0,34.0,13.0,14.0,2.0,1.0,1.0,,,,,,90.0,57.0,6.9,1.0,0.00999205,0,,,,1.0,1.0,,,,4.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,
12436880,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,58.0,52.0,2.0,,0.0,29.0,32.0,23.0,29.0,5.0,5.0,3.0,,,,,,80.0,79.0,7.0,10.0,0.0203209,0,,3.0,1.0,3.0,2.0,,,,3.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,
12436880,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,51.0,46.0,2.0,,0.0,16.0,17.0,31.0,35.0,3.0,5.0,,,,,,,90.0,63.0,6.9,7.0,0.0607797,1,,1.0,,5.0,3.0,,1.0,1.0,,2.0,1.0,,2.0,,,,,2.0,0.0282,,1.0,1.0,1.0,1.0,,,,,,,,
12436880,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181,16643,M,romeolavia,1069488,EUR,1073347200,M,45,45,False,39.0,38.0,1.0,1.0,0.0,20.0,20.0,18.0,19.0,4.0,6.0,,,,,,,66.0,49.0,7.3,2.0,0.178192,0,,,,3.0,1.0,1.0,,,1.0,3.0,1.0,,1.0,Romeo Lavia,,,,3.0,,,,,,1.0,1.0,1.0,,,,,,
12436880,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,40.0,34.0,3.0,1.0,0.0,12.0,14.0,25.0,31.0,4.0,5.0,1.0,,,,,,90.0,63.0,6.8,18.0,0.188066,2,,5.0,,6.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,,1.0,,,0.0655,,3.0,,3.0,2.0,,,1.0,0.1644,,,,
12436880,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,54.0,46.0,6.0,5.0,0.0,15.0,19.0,32.0,37.0,5.0,4.0,2.0,,,,,,90.0,71.0,7.2,13.0,0.0803189,3,,2.0,,3.0,1.0,2.0,,,,2.0,2.0,,,,,1.0,,,0.2234,,1.0,1.0,2.0,,1.0,,1.0,0.0519,True,,,
12436880,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,49218,M,Nkunku,769333,EUR,879465600,M,18,18,False,26.0,26.0,1.0,1.0,0.0,9.0,9.0,17.0,17.0,4.0,6.0,,,,,,,58.0,41.0,6.9,6.0,0.0568043,1,,,,6.0,,1.0,3.0,,,3.0,3.0,,2.0,,,,,1.0,0.1491,,,1.0,1.0,1.0,1.0,,,,,,,
