match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_aerialLost,captain,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12450905,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,38.0,31.0,15.0,8.0,0.0,25.0,27.0,6.0,11.0,1.0,8.0,1.0,1.0,3.0,4.0,1.0,1.0,90.0,45.0,7.2,7.0,0.00281081,0,0.3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450905,home,Stade de Reims,Aurélio Buta,,,aurelio-buta,A. Buta,D,17,169,489,M,357752,EUR,855532800,D,23,23,False,42.0,32.0,3.0,,0.0,20.0,23.0,12.0,20.0,4.0,2.0,2.0,2.0,,,,,90.0,64.0,6.6,16.0,0.00574315,0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12450905,home,Stade de Reims,Cédric Kipré,,,cedric-kipre,C. Kipré,D,4,196,670,M,886802,EUR,850089600,D,21,21,False,62.0,56.0,4.0,1.0,0.0,44.0,45.0,12.0,18.0,5.0,1.0,4.0,2.0,,,,,90.0,86.0,7.4,9.0,0.0113699,1,,1.0,2.0,,,,4.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0459,,,,,,,,,,,,,,
12450905,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,5,5,False,80.0,72.0,12.0,8.0,0.0,32.0,33.0,40.0,47.0,1.0,6.0,,,,,,,90.0,88.0,6.8,10.0,0.0272576,2,,,2.0,2.0,,,1.0,,1.0,,2.0,,,2.0,0.0256,1.0,,,,,,,,,,,,,
12450905,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,18,18,False,24.0,24.0,,,0.0,12.0,12.0,12.0,15.0,1.0,,1.0,,,,,,90.0,54.0,6.0,13.0,0.00498682,3,,3.0,5.0,,2.0,,,,,,2.0,2.0,,1.0,0.1877,,3.0,1.0,,,,,,,,,,,
12450905,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,14.0,11.0,1.0,,0.0,2.0,3.0,9.0,12.0,4.0,4.0,,,,,,,80.0,30.0,6.9,7.0,0.0101381,2,,1.0,6.0,,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,2.0,0.0866,,,1.0,2.0,,,,,,,,,,
12450905,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173,1036,M,1154611,EUR,1124928000,M,6,6,False,26.0,23.0,,,0.0,13.0,14.0,10.0,13.0,4.0,4.0,2.0,1.0,,,,,66.0,37.0,6.5,6.0,0.00610972,1,,1.0,4.0,,1.0,,1.0,2.0,,,1.0,1.0,,,0.0167,2.0,1.0,,,,,,,,,,,,
12450905,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,47.0,40.0,3.0,1.0,0.0,18.0,19.0,22.0,30.0,6.0,6.0,3.0,1.0,,,,,67.0,62.0,7.0,9.0,0.0552455,3,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,0.1347,1.0,,3.0,,True,,,,,,,,,
12450905,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,39.0,26.0,1.0,,0.0,9.0,10.0,19.0,36.0,8.0,2.0,1.0,,,,,,90.0,67.0,7.1,26.0,0.303093,2,,7.0,10.0,2.0,5.0,3.0,,,3.0,2.0,,,,1.0,0.2629,2.0,5.0,,1.0,,ItouJky,2.0,2.0,1.0,0.3536,,,,
12450905,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181,8439,M,1188191,EUR,1071878400,F,22,22,False,17.0,13.0,,,0.0,5.0,6.0,8.0,13.0,6.0,1.0,1.0,,,,,,80.0,31.0,6.8,10.0,0.0134922,0,,2.0,6.0,,3.0,2.0,,2.0,1.0,1.0,,,,2.0,,2.0,1.0,,2.0,,cheick_diakite,,,,,,,,
12450905,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180,3846,M,905352,EUR,964742400,F,17,17,False,16.0,15.0,2.0,2.0,0.0,3.0,3.0,12.0,15.0,,2.0,,,,,,,67.0,27.0,6.7,7.0,0.0132588,1,,2.0,3.0,,3.0,,1.0,,1.0,,,,,1.0,0.0578,,,,,,,,1.0,,0.0965,,,,
12450905,home,Stade de Reims,Mamadou Diakhon,,,diakhon-mamadou,M. Diakhon,F,67,180,1701,M,1495876,EUR,1127347200,F,67,67,True,6.0,3.0,,,0.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,,,,,24.0,14.0,6.3,7.0,0.00137273,0,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12450905,home,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178,751,M,1586875,EUR,1116028800,M,72,72,True,22.0,19.0,2.0,1.0,0.0,7.0,7.0,12.0,15.0,6.0,3.0,1.0,1.0,,,,,23.0,29.0,7.1,3.0,0.00627756,0,,,1.0,,2.0,2.0,,1.0,1.0,,,,,,,3.0,,,1.0,,,,,,,,,,
12450905,home,Stade de Reims,Yaya Fofana,Yaya Fofana,,yaya-fofana,Y. Fofana,M,8,180,448,M,1401006,EUR,1086998400,M,8,8,True,11.0,7.0,2.0,1.0,0.0,3.0,4.0,4.0,7.0,2.0,2.0,1.0,1.0,,,,,23.0,18.0,6.7,6.0,0.0209626,1,,,3.0,,,,,2.0,1.0,,1.0,,,1.0,0.0296,1.0,1.0,,,,,,,,,,,,
12450905,home,Stade de Reims,Gabriel Moscardo,,,gabriel-moscardo,G. Moscardo,M,17,185,5068,M,1485309,EUR,1127865600,M,19,19,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,,,,,,,,,10.0,7.0,6.5,2.0,0.0003969,0,,,,,,,,,,,,,,1.0,,,,,,,gabrielmoscardo,,,,,,,,
12450905,home,Stade de Reims,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192,769,M,1175856,EUR,963878400,F,11,11,True,2.0,2.0,,,0.0,,,2.0,3.0,,,,,,,,,10.0,4.0,6.4,2.0,0.00143891,0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450905,home,Stade de Reims,Alexandre Olliero,,,olliero-alexandre,A. Olliero,G,20,193,64,M,814358,EUR,824342400,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450905,home,Stade de Reims,Nhoa Sangui,,,nhoa-sangui,N. Sangui,D,19,178,286,M,1426221,EUR,1140998400,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
