match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,player_sofascoreId,stat_outfielderBlock
12499346,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,33.0,30.0,11.0,8.0,0.0,25.0,25.0,5.0,8.0,3.0,90.0,36.0,6.9,3.0,0.00330468,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Christian Kabasele,,,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,False,67.0,61.0,9.0,6.0,0.0,30.0,32.0,31.0,35.0,3.0,85.0,79.0,7.6,6.0,0.116558,1,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0233,2.0,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,52.0,47.0,2.0,2.0,0.0,32.0,34.0,15.0,18.0,1.0,90.0,57.0,6.9,6.0,0.00671259,0,1.0,5.0,2.0,,2.0,1.0,,3.0,,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Souleymane Isaak Touré,,,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,96.0,89.0,9.0,6.0,0.0,53.0,55.0,36.0,42.0,4.0,90.0,102.0,7.2,9.0,0.0225298,0,,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
12499346,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,28.0,27.0,1.0,1.0,0.0,12.0,12.0,15.0,18.0,4.0,73.0,45.0,6.8,7.0,0.0478979,1,,2.0,,,,,,,0.0296,,,,,,,2.0,2.0,1.0,0.0677,,,,,,,,,,,,,
12499346,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,43.0,39.0,1.0,,0.0,11.0,11.0,29.0,36.0,3.0,90.0,59.0,7.1,12.0,0.0807893,4,,5.0,2.0,2.0,,1.0,,3.0,0.2088,2.0,,1.0,1.0,1.0,3.0,4.0,,1.0,0.1599,1.0,3.0,1.0,1.0,,,,,,,,,
12499346,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,80.0,76.0,8.0,5.0,1.0,33.0,34.0,43.0,47.0,6.0,90.0,94.0,7.8,5.0,0.106784,1,1.0,3.0,7.0,1.0,2.0,3.0,2.0,1.0,0.0217,1.0,,1.0,4.0,3.0,,1.0,,,,,,,,1.0,,,,,,,,
12499346,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,False,28.0,25.0,,,0.0,2.0,2.0,25.0,28.0,2.0,73.0,44.0,6.8,9.0,0.0280385,2,,10.0,5.0,1.0,,,2.0,3.0,0.1137,1.0,,2.0,3.0,3.0,2.0,2.0,2.0,,,2.0,2.0,,1.0,1.0,,,,,,,,
12499346,home,Udinese,Hassane Kamara,,,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,11,11,False,35.0,32.0,1.0,,1.0,12.0,14.0,22.0,27.0,3.0,85.0,55.0,7.3,10.0,0.406076,0,,7.0,4.0,,2.0,,1.0,,,3.0,,1.0,1.0,1.0,,6.0,1.0,,,2.0,4.0,2.0,,3.0,1.0,,,,,,,
12499346,home,Udinese,Keinan Davis,,,keinan-davis,K. Davis,F,9,189,1417,M,830858,EUR,887328000,F,9,9,False,23.0,19.0,,,0.0,4.0,4.0,15.0,19.0,2.0,90.0,36.0,7.5,10.0,0.0304759,2,3.0,4.0,6.0,1.0,1.0,,1.0,1.0,0.2157,1.0,,,1.0,,3.0,,1.0,1.0,0.7865,,3.0,1.0,,,,1.0,,,,,,
12499346,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,14.0,11.0,,,0.0,3.0,3.0,8.0,11.0,2.0,73.0,21.0,7.3,5.0,0.0956282,1,,3.0,1.0,,1.0,,1.0,1.0,0.3579,1.0,,1.0,,,1.0,,1.0,1.0,0.7782,,,,,,,1.0,1.0,,,,,
12499346,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,True,10.0,10.0,,,0.0,3.0,3.0,7.0,7.0,1.0,17.0,14.0,6.8,2.0,0.00377902,0,1.0,,3.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Rui Modesto,,,rui-modesto,R. Modesto,M,18,181,693,M,1068286,EUR,939254400,M,77,77,True,8.0,7.0,3.0,2.0,0.0,3.0,4.0,4.0,5.0,,17.0,14.0,6.8,4.0,0.00393679,0,,,1.0,,,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12499346,home,Udinese,Iker Bravo,,,iker-bravo,I. Bravo,F,49,184,2552,M,1155571,EUR,1105574400,F,21,21,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,1.0,17.0,12.0,7.1,3.0,0.00155766,1,1.0,2.0,5.0,1.0,,,1.0,1.0,0.0558,,,1.0,1.0,1.0,2.0,,,,,,2.0,2.0,,,,,1.0,,,,,
12499346,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,D,33,33,True,1.0,,,,0.0,,,,1.0,,9.0,4.0,6.6,2.0,0.0001927,0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Lautaro Giannetti,,,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,True,9.0,8.0,,,0.0,5.0,5.0,3.0,4.0,,9.0,9.0,6.6,1.0,0.00137361,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Daniele Padelli,,,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Răzvan Sava,,,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,James Abankwah,,,james-abankwah,J. Abankwah,D,25,188,423,M,1127232,EUR,1074211200,D,4,4,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Matteo Palma,Matteo,Palma,matteo-palma,M. Palma,D,13,194,608,M,1495719,EUR,1205366400,D,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Enzo Ebosse,,,enzo-ebosse,E. Ebosse,D,77,185,507,M,848279,EUR,921110400,D,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Brenner,,,brenner,Brenner,F,20,176,2858,M,884980,EUR,947980800,F,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,home,Udinese,Damián Pizarro,,,damian-pizarro,D. Pizarro,F,99,188,3296,M,1177565,EUR,1111968000,F,99,99,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499346,away,Cagliari,Simone Scuffet,,,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,24.0,14.0,14.0,4.0,0.0,13.0,14.0,1.0,10.0,3.0,90.0,29.0,6.4,10.0,0.00013687,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,-0.2077,,
12499346,away,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,40.0,33.0,4.0,1.0,0.0,24.0,25.0,9.0,17.0,3.0,90.0,52.0,6.6,10.0,0.00452219,0,,1.0,3.0,,1.0,,2.0,,,,True,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
12499346,away,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,48.0,44.0,3.0,,0.0,42.0,44.0,2.0,4.0,6.0,90.0,65.0,6.9,4.0,0.00321062,1,3.0,3.0,9.0,1.0,7.0,,3.0,1.0,0.22,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,yerrymina,1.0
12499346,away,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,39.0,32.0,6.0,3.0,0.0,27.0,29.0,5.0,10.0,5.0,90.0,44.0,6.2,8.0,0.00424239,0,,4.0,1.0,,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,
12499346,away,Cagliari,Paulo Azzi,,,paulo-azzi,P. Azzi,M,7,188,184,M,383314,EUR,774230400,M,37,37,False,21.0,17.0,3.0,2.0,0.0,8.0,9.0,9.0,13.0,6.0,90.0,45.0,6.7,10.0,0.00346504,0,2.0,7.0,8.0,,3.0,1.0,,2.0,,,,,3.0,2.0,2.0,1.0,,,,,6.0,3.0,,2.0,,,,,,,,
12499346,away,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,24.0,18.0,1.0,,0.0,9.0,9.0,9.0,15.0,2.0,71.0,33.0,6.5,10.0,0.00514598,0,1.0,3.0,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,3.0,1.0,,,,,,,,,,
