match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,captain,stat_aerialLost,stat_errorLeadToAShot,stat_keyPass,stat_accurateCross,stat_interceptionWon,stat_totalOffside,stat_dispossessed,stat_unsuccessfulTouch,player_sofascoreId,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_errorLeadToAGoal
10390049,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,37.0,28.0,20.0,11.0,23.0,25.0,5.0,12.0,1.0,6.0,1.0,3.0,3.0,90.0,43.0,6.7,9.0,0.0,0.0,0.00152062,0,-0.3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,34.0,28.0,,,18.0,22.0,10.0,13.0,3.0,4.0,,,,90.0,63.0,7.1,9.0,0.0302,0.0315,0.0119518,1,,,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10390049,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,60.0,53.0,7.0,3.0,44.0,45.0,9.0,15.0,2.0,3.0,,,,90.0,69.0,6.8,8.0,0.0346,0.0,0.00550313,1,,,,,1.0,,4.0,,1.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10390049,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,66.0,55.0,12.0,5.0,41.0,44.0,14.0,22.0,3.0,8.0,,,,90.0,74.0,6.5,11.0,0.0,0.0,0.0066181,0,,,,,1.0,4.0,4.0,2.0,,,,1.0,3.0,1.0,,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,
10390049,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,36.0,29.0,4.0,3.0,19.0,24.0,11.0,17.0,1.0,6.0,,,,90.0,64.0,7.1,13.0,0.0,0.0,0.104384,0,,,,5.0,1.0,7.0,8.0,2.0,2.0,1.0,,,5.0,3.0,1.0,3.0,,,1.0,,1.0,1.0,5.0,1.0,,,,,,,,,
10390049,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,False,32.0,29.0,2.0,1.0,21.0,22.0,8.0,12.0,,3.0,,,,73.0,40.0,6.4,8.0,0.0,0.0,0.00337181,0,,,,2.0,,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,
10390049,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,28,28,False,59.0,55.0,3.0,1.0,40.0,43.0,15.0,17.0,1.0,9.0,,,,90.0,82.0,7.0,10.0,0.0558,0.0,0.0176276,2,,,,1.0,,5.0,7.0,1.0,8.0,4.0,,,2.0,2.0,1.0,,,,,,,,3.0,,,1.0,hicham_boudaoui,2.0,,,,,
10390049,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,29.0,28.0,,,17.0,17.0,11.0,13.0,1.0,6.0,,,,90.0,42.0,6.5,7.0,0.0822,0.0,0.0356737,1,,,,1.0,1.0,8.0,6.0,1.0,3.0,2.0,,,1.0,,2.0,4.0,1.0,,,,,,,,2.0,,k_thuram,,,,,,
10390049,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,F,35,35,False,21.0,17.0,4.0,2.0,10.0,10.0,9.0,15.0,,1.0,,,,73.0,42.0,7.1,13.0,0.0177,0.027,0.412664,1,,Badredine Bouanani,,4.0,,5.0,3.0,,2.0,1.0,1.0,,,,2.0,,,,1.0,,1.0,2.0,1.0,,3.0,2.0,bouanani,,1.0,1.0,,,
10390049,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,894396,EUR,927590400,F,9,9,False,12.0,9.0,,,5.0,5.0,4.0,7.0,2.0,1.0,,,,90.0,26.0,7.8,6.0,0.9326,0.1373,0.0164553,3,,,,,2.0,6.0,8.0,1.0,3.0,3.0,1.0,,2.0,1.0,1.0,,,,3.0,,1.0,,,1.0,2.0,1.0,,2.0,,,1.0,,
10390049,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,149730,EUR,767923200,F,24,24,False,12.0,9.0,,,5.0,6.0,6.0,11.0,1.0,4.0,,,,90.0,29.0,7.4,8.0,0.473,0.9358,0.15953,2,,,,5.0,,8.0,4.0,3.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,,2.0,,3.0,2.0,,2.0,1.0,1.0,,,,,1.0,,
10390049,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,894238,EUR,832291200,D,20,20,True,12.0,7.0,1.0,,,,7.0,14.0,,1.0,,,,17.0,15.0,6.1,7.0,0.0,0.0,0.0174407,0,,,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,youcefatal,,,,,,
10390049,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,M,8,8,True,10.0,9.0,1.0,1.0,,,9.0,10.0,,,,,,17.0,12.0,6.6,1.0,0.0,0.0,0.0241922,0,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,889590,EUR,938995200,G,90,90,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,marcinbulka1,,,,,,
10390049,home,Nice,Antoine Mendy,mendy-antoine,A. Mendy,D,5,186,6281,M,1120615,EUR,1085529600,D,33,33,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,home,Nice,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,1009268,EUR,1011830400,D,42,42,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,home,Nice,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,11,11,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,home,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,home,Nice,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,37,37,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Reda Belahyane,,,,,,,,,,,,,,,,,,,,,,,,,reda.belahyane,,,,,,
10390049,home,Nice,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3117,M,948250,EUR,952992000,F,14,14,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,away,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,23.0,21.0,3.0,2.0,19.0,21.0,2.0,2.0,,4.0,,,2.0,90.0,28.0,6.1,2.0,0.0,0.0,0.00219144,0,-0.8684,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10390049,away,Stade Rennais,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,27,27,False,56.0,52.0,8.0,6.0,29.0,30.0,23.0,29.0,3.0,3.0,,,,90.0,73.0,7.0,7.0,0.0571,0.0,0.0398088,1,,,,3.0,1.0,2.0,1.0,,,,,1.0,,,,1.0,,True,1.0,,1.0,,2.0,,,,hamarintos27,1.0,,1.0,,,
10390049,away,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,83.0,77.0,4.0,2.0,57.0,59.0,20.0,24.0,4.0,5.0,,,,90.0,96.0,6.2,8.0,0.2618,0.0,0.00833841,1,,,,,2.0,7.0,5.0,2.0,,,,,2.0,,1.0,2.0,,,1.0,,,,2.0,,2.0,,,1.0,,,,1.0,
10390049,away,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,70.0,62.0,6.0,1.0,43.0,44.0,19.0,26.0,5.0,5.0,,,,90.0,77.0,5.7,8.0,0.0204,0.0,0.00656957,1,,,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0
10390049,away,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,18,18,False,47.0,43.0,3.0,2.0,26.0,27.0,17.0,21.0,3.0,7.0,,,,78.0,66.0,6.6,9.0,0.0,0.0,0.22007,0,,,,1.0,,6.0,3.0,2.0,,,,1.0,3.0,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,
10390049,away,Stade Rennais,Lesley Ugochukwu,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,1048916,EUR,1080259200,M,6,6,False,40.0,38.0,3.0,3.0,24.0,25.0,14.0,15.0,,1.0,,,,76.0,45.0,6.7,3.0,0.0426,0.0,0.0167592,0,,,,,,4.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,1.0,,,1.0,,,,1.0,,,,l.ugochukwu8,,,,,,
