match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalContest,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_clearanceOffLine
14109805,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,47.0,28.0,30.0,12.0,0.0,21.0,25.0,7.0,22.0,5.0,2.0,90.0,51.0,6.2,19.0,0.00254484,52.526047461719,9.0,22.391838428132,0.0,0.0416,0,-1.0481,0.15,0.04,-0.18,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109805,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,184,M,155998,EUR,766368000,D,2,2,False,37.0,31.0,8.0,4.0,0.0,20.0,22.0,11.0,15.0,3.0,,90.0,62.0,6.8,9.0,0.0919974,93.546979214528,9.0,50.556430906088,2.0,,2,,0.28,0.11,-0.14,,True,3.0,1.0,2.0,4.0,7.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,1.0,3.0,0.1539,21.76248242804,48.466623254578,1.0,-0.45,,,,,,,,,,,,,,,,,,,,,
14109805,home,Kasımpaşa,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191.0,1867,M,880207,EUR,822009600,D,50,50,False,39.0,35.0,6.0,2.0,0.0,28.0,28.0,7.0,11.0,4.0,,90.0,55.0,6.8,5.0,0.00210348,149.37499850907,19.0,34.992048007283,1.0,,0,,0.07,0.16,-0.05,,,,,2.0,2.0,5.0,,,7.0,1.0,1.0,,,,1.0,,24.128066373607,28.453957826636,,,,,1.0,3.0,,,,,,,,,,,,,,,,,
14109805,home,Kasımpaşa,Adem Arous,adem-arous,A. Arous,D,4,188.0,619,M,2018238,EUR,1090022400,D,4,4,False,38.0,34.0,2.0,1.0,0.0,31.0,32.0,3.0,6.0,1.0,,90.0,53.0,6.7,4.0,0.00096545,187.92320982394,25.0,-31.934912941997,0.0,,0,,-0.03,0.01,-0.19,,,,,2.0,1.0,6.0,,,7.0,,,4.0,1.0,,1.0,,,,,,Adem Arous,,,,1.0,,,,,,,,,,,,,,,,
14109805,home,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,D,21,21,False,28.0,22.0,2.0,,0.0,13.0,17.0,9.0,11.0,2.0,,90.0,52.0,6.0,17.0,0.0156753,111.96455503639,14.0,12.48528312648,1.0,,0,,0.02,0.07,-0.28,,,3.0,,1.0,7.0,3.0,1.0,,3.0,1.0,1.0,1.0,,2.0,2.0,,17.665519642498,22.484811673661,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
14109805,home,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,234,M,932856,EUR,1010620800,M,16,16,False,23.0,19.0,1.0,1.0,0.0,11.0,13.0,8.0,10.0,3.0,,90.0,34.0,6.7,5.0,0.0103443,46.199025880072,7.0,8.072978207684,0.0,,0,,0.12,0.03,-0.14,,,,,3.0,6.0,6.0,2.0,,4.0,,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109805,home,Kasımpaşa,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185.0,2104,M,142619,EUR,741657600,M,26,26,False,28.0,21.0,2.0,1.0,0.0,10.0,12.0,11.0,16.0,6.0,,76.0,42.0,7.9,12.0,0.0554081,70.274299183448,12.0,1.6438069286413,0.0,,2,,0.04,0.1,0.14,,,1.0,,,3.0,4.0,1.0,,1.0,,1.0,4.0,2.0,2.0,2.0,0.1514,,,,0.52,,,,,,,2.0,1.0,0.686,,,,,,,,,,,,
14109805,home,Kasımpaşa,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180.0,4224,M,226986,EUR,805766400,M,71,71,False,30.0,23.0,5.0,3.0,1.0,10.0,12.0,13.0,18.0,7.0,,76.0,48.0,8.5,12.0,0.26336,195.5419757465,16.0,97.093052005608,3.0,,2,,0.49,0.34,-0.08,,,4.0,2.0,,6.0,4.0,1.0,,,,1.0,3.0,1.0,1.0,2.0,0.7547,37.08449871282,85.547032364625,2.0,0.48,,,3.0,,1.0,,2.0,1.0,1.0501,irfankahveci,1.0,1.0,1.0,,,,,,,,
14109805,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,33.0,27.0,4.0,3.0,1.0,15.0,15.0,12.0,18.0,10.0,,90.0,54.0,6.8,11.0,0.0701009,154.39590934533,17.0,67.378279606986,3.0,,1,,0.14,0.21,-0.24,,,2.0,1.0,2.0,9.0,7.0,3.0,1.0,2.0,,1.0,,,1.0,1.0,0.3439,16.703861231694,62.790211202014,1.0,0.01,,,3.0,4.0,2.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,
14109805,home,Kasımpaşa,Adrian Benedyczak,benedyczak-adrian,A. Benedyczak,M,19,190.0,1435,M,928295,EUR,975024000,M,19,19,False,13.0,9.0,,,1.0,2.0,2.0,7.0,11.0,2.0,,87.0,19.0,6.8,5.0,0.131112,32.964813355148,5.0,17.196315836913,1.0,,1,,0.23,0.13,-0.02,,,,,2.0,3.0,3.0,,,,,,1.0,1.0,,1.0,0.0661,15.664156923992,16.610744263879,4.0,-0.16,,,,,2.0,,,,,,,2.0,,,1.0,,,,,,
