match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_keyPass,captain,stat_challengeLost,stat_totalClearance,player_firstName,player_lastName,stat_fouls,stat_unsuccessfulTouch,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_outfielderBlock,stat_bigChanceMissed
10913367,home,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600.0,G,23,23,False,29.0,15.0,23.0,9.0,10.0,11.0,5.0,18.0,1.0,6.0,1.0,1.0,3.0,3.0,90.0,36.0,7.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10913367,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000.0,D,27,27,False,48.0,42.0,6.0,3.0,16.0,18.0,26.0,31.0,9.0,9.0,5.0,,,,90.0,68.0,7.6,9.0,0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10913367,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400.0,D,19,19,False,66.0,55.0,14.0,6.0,38.0,41.0,17.0,25.0,4.0,3.0,1.0,,,,90.0,77.0,7.3,11.0,0,,3.0,1.0,4.0,,,,5.0,2.0,1.0,,,True,1.0,3.0,,,,,,,,,,,
10913367,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400.0,D,12,12,False,48.0,45.0,9.0,6.0,36.0,37.0,9.0,11.0,5.0,3.0,1.0,,,,90.0,56.0,7.5,3.0,0,,1.0,1.0,4.0,,,,2.0,3.0,2.0,,,,,2.0,Mohammed,Salem,3.0,,,,,,,,
10913367,home,Al Raed,Khalid Al-Khathlan,khalid-al-khathlan,K. Al-Khathlan,D,4,178.0,2,M,974145,EUR,805939200.0,D,4,4,False,25.0,21.0,5.0,2.0,10.0,12.0,11.0,14.0,5.0,4.0,,,,,90.0,51.0,6.8,10.0,0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,,,1.0,,1.0,3.0,,,1.0,,,,,,,,
10913367,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400.0,M,14,14,False,39.0,36.0,3.0,2.0,19.0,19.0,17.0,21.0,3.0,7.0,,,,,90.0,53.0,6.9,7.0,0,1.0,1.0,,10.0,1.0,3.0,3.0,2.0,,,,,,5.0,1.0,,,4.0,2.0,,,,,,,
10913367,home,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600.0,M,44,44,False,52.0,49.0,7.0,6.0,20.0,21.0,29.0,31.0,6.0,9.0,2.0,,,,90.0,65.0,7.5,5.0,0,,,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,,,,,2.0,,,1.0,2.0,,,,,,,
10913367,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800.0,M,88,88,False,28.0,21.0,5.0,2.0,8.0,8.0,13.0,24.0,3.0,3.0,1.0,,,,90.0,44.0,6.3,16.0,1,4.0,,1.0,8.0,2.0,,,1.0,1.0,,,,,2.0,1.0,,,4.0,2.0,1.0,,,,,,
10913367,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800.0,F,10,10,False,35.0,28.0,5.0,4.0,9.0,9.0,20.0,29.0,8.0,2.0,1.0,,,,90.0,66.0,6.9,21.0,4,3.0,1.0,,10.0,3.0,7.0,5.0,2.0,2.0,2.0,,1.0,,2.0,,,,2.0,7.0,,1.0,2.0,2.0,,,
10913367,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800.0,F,17,17,False,21.0,15.0,1.0,,4.0,4.0,11.0,17.0,6.0,2.0,1.0,,,,86.0,26.0,6.8,8.0,0,,1.0,5.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,
10913367,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800.0,F,11,11,False,22.0,13.0,4.0,2.0,4.0,6.0,9.0,17.0,4.0,1.0,,,,,77.0,38.0,7.1,15.0,2,1.0,1.0,,5.0,2.0,2.0,2.0,,2.0,1.0,,2.0,,1.0,,,,1.0,3.0,,,2.0,,,,
