match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_punches
12117185,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,16.0,9.0,8.0,1.0,0.0,9.0,10.0,6.0,1.0,8.0,1.0,2.0,3.0,1.0,90.0,26.0,7.4,7.0,7.328e-05,0,1.0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117185,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,32.0,24.0,3.0,1.0,0.0,11.0,13.0,24.0,3.0,5.0,,,,,90.0,60.0,7.6,14.0,0.0398322,0,,,,True,13.0,5.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
12117185,home,Cruzeiro,Zé Ivaldo,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,,844602,EUR,856483200,D,5,5,False,45.0,34.0,12.0,6.0,0.0,23.0,25.0,20.0,2.0,1.0,,,,,90.0,55.0,7.0,13.0,0.00461671,1,,,,,11.0,,3.0,3.0,5.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0252,,,,,,,,,,,,
12117185,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,30.0,26.0,7.0,4.0,0.0,17.0,20.0,10.0,2.0,2.0,,,,,85.0,41.0,7.1,5.0,0.00437858,0,,,,,9.0,,2.0,3.0,2.0,4.0,,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12117185,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,31.0,25.0,5.0,2.0,0.0,12.0,14.0,17.0,2.0,2.0,,,,,90.0,56.0,7.4,11.0,0.0108119,0,,Kaiki,,,13.0,,1.0,1.0,5.0,9.0,1.0,2.0,,,,1.0,2.0,4.0,,,1.0,4.0,3.0,3.0,,,,,,,,
12117185,home,Cruzeiro,Walace,walace,Walace,M,5,188,1459,M,,553686,EUR,796953600,M,20,20,False,16.0,15.0,,,0.0,10.0,11.0,6.0,1.0,3.0,,,,,45.0,20.0,6.5,3.0,0.0100108,0,,,,,5.0,1.0,1.0,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
12117185,home,Cruzeiro,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,22,172,2811,M,,949687,EUR,966470400,M,21,21,False,31.0,23.0,4.0,1.0,0.0,9.0,10.0,23.0,,6.0,,,,,75.0,48.0,7.1,14.0,0.0101613,2,,,,,14.0,2.0,,,3.0,6.0,1.0,,,,2.0,3.0,,3.0,2.0,0.1254,1.0,2.0,1.0,1.0,,,,,,,,
12117185,home,Cruzeiro,Matheus Henrique,matheus-henrique,M. Henrique,M,8,175,2964,M,,912786,EUR,882489600,M,97,97,False,27.0,22.0,2.0,2.0,0.0,5.0,6.0,21.0,,5.0,,,,,90.0,39.0,6.9,8.0,0.00949235,0,,,,,17.0,,,,4.0,5.0,,,,2.0,1.0,1.0,2.0,2.0,,,,,4.0,1.0,,,,,,,,
12117185,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,23.0,18.0,2.0,,0.0,6.0,7.0,19.0,,4.0,,,,,90.0,47.0,7.3,14.0,0.206574,1,,,,,14.0,3.0,,,6.0,9.0,,,,,3.0,4.0,2.0,8.0,1.0,0.0162,,3.0,2.0,2.0,2.0,3.0,,,,,,
12117185,home,Cruzeiro,Lautaro Díaz,lautaro-diaz,L. Díaz,F,19,181,1860,M,,992093,EUR,895708800,M,26,26,False,10.0,8.0,,,0.0,3.0,4.0,6.0,,2.0,,,,,60.0,14.0,6.7,3.0,0.142249,0,,,,,5.0,,1.0,,2.0,1.0,,1.0,,,,,,2.0,,,,1.0,,,,2.0,1.0,,,,,
