match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,captain,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
10437975,home,Paços de Ferreira,Marafona,marafona,Marafona,G,28,190,49,M,59715,EUR,547430400,G,28,28,False,25.0,17.0,17.0,9.0,9.0,13.0,8.0,12.0,1.0,6.0,1.0,4.0,1.0,1.0,90.0,34.0,6.6,8.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437975,home,Paços de Ferreira,Juan Delgado,juan-delgado,J. Delgado,D,15,177,146,M,339695,EUR,731289600,D,15,15,False,34.0,26.0,7.0,3.0,9.0,10.0,19.0,27.0,4.0,8.0,,,,,90.0,66.0,7.1,13.0,1.0,1,3.0,2.0,2.0,8.0,10.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,4.0,,,,,,,,,,,,,,,
10437975,home,Paços de Ferreira,Nuno Lima,nuno-lima,N. Lima,D,3,184,122,M,1133301,EUR,984700800,D,3,3,False,42.0,35.0,5.0,3.0,27.0,30.0,8.0,12.0,8.0,6.0,,,,,90.0,58.0,7.2,8.0,,0,,,1.0,2.0,4.0,,,,,1.0,,1.0,2.0,1.0,Nuno Lima,,1.0,1.0,2.0,,,,,,,,,,
10437975,home,Paços de Ferreira,Erick Ferigra,erick-ferigra,E. Ferigra,D,14,180,130,M,928766,EUR,918259200,D,23,23,False,23.0,19.0,1.0,1.0,16.0,18.0,3.0,5.0,3.0,1.0,,,,,83.0,32.0,6.1,5.0,,0,,,1.0,5.0,,2.0,,,,,,1.0,,2.0,Erick,Ferigra,,,1.0,,,,,,,,,,
10437975,home,Paços de Ferreira,Vitorino Antunes,vitorino-antunes,V. Antunes,D,,175,105,M,28386,EUR,544233600,D,5,5,False,28.0,20.0,3.0,,9.0,10.0,11.0,21.0,1.0,4.0,,,,,83.0,64.0,6.9,20.0,2.0,1,3.0,,,2.0,6.0,,1.0,,,2.0,2.0,6.0,2.0,,,,2.0,,3.0,True,1.0,1.0,,,,,,,
10437975,home,Paços de Ferreira,Luiz Carlos,luiz-carlos,L. Carlos,M,,175,24,M,94203,EUR,489369600,M,22,22,False,23.0,21.0,2.0,2.0,9.0,10.0,12.0,13.0,,7.0,,,,,70.0,30.0,6.6,3.0,,0,,,2.0,4.0,4.0,1.0,,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
10437975,home,Paços de Ferreira,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,6,6,False,33.0,22.0,1.0,,7.0,10.0,15.0,24.0,,5.0,,,,,90.0,53.0,6.3,16.0,,0,1.0,,1.0,6.0,6.0,3.0,3.0,2.0,,1.0,,1.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,
10437975,home,Paços de Ferreira,Rui Pires,rui-pires,R. Pires,M,8,182,65,M,845751,EUR,890524800,M,26,26,False,37.0,32.0,5.0,4.0,20.0,25.0,12.0,13.0,2.0,8.0,,,,,90.0,52.0,7.4,6.0,1.0,0,1.0,,,3.0,6.0,,,,,4.0,2.0,,1.0,3.0,,,1.0,1.0,4.0,,,,,,,,,,
10437975,home,Paços de Ferreira,Nicolás Gaitán,nicolas-gaitan,N. Gaitán,M,,173,446,,42455,EUR,572572800,F,10,10,False,23.0,19.0,6.0,5.0,10.0,10.0,9.0,14.0,4.0,5.0,,,,,70.0,42.0,6.8,10.0,2.0,1,1.0,,,6.0,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,,,,,,,2.0,,1.0,,1.0,,,,,,
10437975,home,Paços de Ferreira,Alexandre Guedes,alexandre-guedes,A. Guedes,F,11,185,80,M,299914,EUR,760924800,F,30,30,False,17.0,12.0,2.0,,7.0,7.0,5.0,10.0,1.0,2.0,,,,,70.0,30.0,6.6,11.0,,3,,,1.0,5.0,4.0,,1.0,,1.0,1.0,1.0,3.0,,1.0,,,3.0,,,,2.0,1.0,1.0,1.0,,,,,
