match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_wasFouled,stat_dispossessed,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_goals,player_sofascoreId,stat_punches
12512551,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193.0,612,M,98059,EUR,729907200,G,1,1,False,23.0,20.0,8.0,7.0,0.0,13.0,15.0,7.0,8.0,7.0,1.0,1.0,3.0,5.0,90.0,31.0,7.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512551,home,Genoa,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186.0,350,M,807295,EUR,905731200,D,14,14,False,49.0,41.0,8.0,4.0,0.0,18.0,20.0,23.0,29.0,,,,,,90.0,62.0,7.3,9.0,1,1.0,1.0,2.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12512551,home,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188.0,270,M,250547,EUR,755481600,D,13,13,False,61.0,55.0,10.0,7.0,0.0,41.0,43.0,14.0,18.0,2.0,,,,,90.0,76.0,7.6,8.0,2,2.0,2.0,3.0,4.0,,6.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12512551,home,Genoa,Koni De Winter,de-winter-koni,K. De Winter,D,5,191.0,3286,M,1001828,EUR,1023840000,D,4,4,False,71.0,64.0,3.0,2.0,0.0,37.0,40.0,27.0,31.0,4.0,,,,,90.0,84.0,7.3,9.0,1,,1.0,7.0,4.0,,3.0,2.0,2.0,1.0,4.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12512551,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179.0,194,M,184421,EUR,726883200,M,20,20,False,21.0,17.0,3.0,3.0,0.0,9.0,9.0,13.0,18.0,3.0,,,,,61.0,37.0,7.2,6.0,0,,,3.0,1.0,,,,,1.0,2.0,3.0,,,1.0,,1.0,,,6.0,5.0,3.0,,,,,,,,,,
12512551,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178.0,1684,M,918440,EUR,986601600,M,32,32,False,44.0,36.0,2.0,1.0,0.0,16.0,18.0,20.0,27.0,3.0,,,,,90.0,59.0,6.9,11.0,3,,,4.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,2.0,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,
12512551,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186.0,899,M,39482,EUR,604368000,M,47,47,False,48.0,46.0,4.0,3.0,0.0,17.0,17.0,30.0,33.0,4.0,,,,,61.0,56.0,6.8,4.0,0,1.0,,3.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,2.0,1.0,,,,True,,,,,,,
12512551,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189.0,710,M,280991,EUR,831254400,M,2,2,False,27.0,22.0,2.0,1.0,0.0,3.0,3.0,19.0,24.0,5.0,,,,,90.0,50.0,8.1,9.0,6,2.0,6.0,4.0,11.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,3.0,3.0,1.0,,,,,,1.0,,2.0,1.0,1.0,1.0,,,
12512551,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180.0,1162,M,797286,EUR,861667200,M,3,3,False,27.0,17.0,4.0,2.0,0.0,4.0,5.0,19.0,37.0,1.0,,,,,90.0,65.0,7.9,20.0,3,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,2.0,5.0,,,,1.0,1.0,,,15.0,6.0,1.0,,1.0,,2.0,2.0,,,,,
12512551,home,Genoa,Junior Messias,junior-messias,J. Messias,F,10,179.0,1230,M,888219,EUR,674092800,F,10,10,False,38.0,30.0,,,0.0,6.0,6.0,25.0,34.0,7.0,,,,,89.0,65.0,8.5,16.0,7,3.0,2.0,8.0,6.0,2.0,,1.0,1.0,2.0,1.0,4.0,,,,1.0,,1.0,,2.0,1.0,,,4.0,,7.0,3.0,1.0,,1.0,,
