match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_shotOffTarget,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed
11604482,home,São Paulo,Jandrei,,,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,False,31.0,21.0,16.0,6.0,18.0,21.0,3.0,10.0,1.0,1.0,1.0,6.0,1.0,1.0,90.0,39.0,6.5,10.0,0.0,0.0,0.00043146,0,-0.1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11604482,home,São Paulo,Nathan Mendes,Nathan,,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,56.0,47.0,3.0,2.0,17.0,18.0,31.0,41.0,1.0,4.0,1.0,5.0,,,90.0,82.0,6.4,17.0,0.0,0.0,0.203576,0,,3.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,
11604482,home,São Paulo,Diego Costa,Diego,Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,70.0,61.0,11.0,6.0,42.0,44.0,19.0,26.0,2.0,2.0,1.0,1.0,,,90.0,78.0,6.9,10.0,0.0,0.0,0.00803759,0,,,,,1.0,,,,,,1.0,,,,,1.0,5.0,,,,,,,,,,,,,,,
11604482,home,São Paulo,Alan Franco,,,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,75.0,72.0,2.0,1.0,47.0,48.0,25.0,27.0,3.0,4.0,2.0,4.0,,,90.0,85.0,7.7,5.0,0.4117,0.6751,0.00931519,1,,,,2.0,4.0,,1.0,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11604482,home,São Paulo,Welington,,,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,50.0,41.0,5.0,1.0,19.0,20.0,23.0,35.0,1.0,4.0,2.0,4.0,,,90.0,86.0,6.6,18.0,0.0154,0.0,0.112435,1,,5.0,1.0,6.0,10.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,
11604482,home,São Paulo,Luan Santos,,,luan-santos,Luan,M,33,173,2976,M,942426,EUR,926640000,M,8,8,False,41.0,33.0,1.0,1.0,6.0,9.0,27.0,32.0,,2.0,,1.0,,,66.0,48.0,6.4,11.0,0.0,0.0,0.0271526,0,,,,,4.0,,2.0,1.0,1.0,,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
11604482,home,São Paulo,Gabriel Neves,,,gabriel-neves,G. Neves,M,8,171,741,M,875294,EUR,871257600,M,20,20,False,68.0,59.0,9.0,6.0,18.0,20.0,41.0,52.0,,2.0,1.0,8.0,,,74.0,77.0,6.7,13.0,0.0,0.0,0.0353554,0,,4.0,,,1.0,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11604482,home,São Paulo,James Rodríguez,,,james-rodriguez,J. Rodríguez,M,10,180,62094,M,107414,EUR,679276800,M,19,19,False,40.0,35.0,3.0,3.0,9.0,9.0,26.0,35.0,2.0,5.0,,5.0,,,66.0,53.0,7.0,10.0,0.0509,0.0619,0.0351221,2,,4.0,,1.0,3.0,1.0,2.0,2.0,,,,1.0,1.0,,1.0,,,1.0,,,1.0,James10,,,,,,,,,,
11604482,home,São Paulo,Luciano,,,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,27.0,24.0,1.0,,2.0,2.0,22.0,26.0,,,,1.0,,,66.0,41.0,6.8,6.0,0.8846,1.2236,0.0233101,5,,1.0,,3.0,5.0,1.0,,,,,,,,,,1.0,,2.0,1.0,,,luciano10,True,3.0,,,,,,,,
11604482,home,São Paulo,Michel Araújo,,,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,False,42.0,37.0,1.0,1.0,11.0,11.0,27.0,32.0,1.0,9.0,1.0,6.0,,,90.0,61.0,7.0,11.0,0.0079,0.0,0.0599789,1,,1.0,1.0,3.0,9.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,
