match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_punches
10411758,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185.0,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,30.0,21.0,12.0,3.0,18.0,20.0,3.0,10.0,8.0,9.0,10.0,90.0,42.0,8.8,9.0,0.0,0.0,0.00135521,0,1.5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,,901885,EUR,988329600,D,5,5,False,51.0,44.0,5.0,3.0,24.0,29.0,20.0,22.0,7.0,,,90.0,62.0,7.1,8.0,0.0,0.0,0.0644256,0,,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189.0,301,M,,224456,EUR,710121600,D,23,23,False,57.0,51.0,2.0,1.0,45.0,50.0,6.0,7.0,5.0,,,90.0,71.0,7.1,6.0,0.0,0.0,0.00190552,0,,,4.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Lorenzo Pirola,,,lorenzo-pirola,L. Pirola,D,5,185.0,996,M,,965014,EUR,1014163200,D,98,98,False,49.0,40.0,7.0,2.0,29.0,30.0,11.0,19.0,,,,66.0,61.0,7.0,9.0,0.0,0.0,0.00514164,0,,2.0,3.0,3.0,,,3.0,2.0,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Dylan Bronn,,,dylan-bronn,D. Bronn,D,25,186.0,1740,M,,845271,EUR,803520000,M,2,2,False,11.0,10.0,1.0,,5.0,5.0,5.0,7.0,,,,45.0,18.0,6.6,3.0,0.0,0.0,0.00178582,0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Tonny Vilhena,,,tonny-vilhena,T. Vilhena,M,52,175.0,505,M,,149659,EUR,789091200,M,10,10,False,32.0,26.0,4.0,1.0,9.0,10.0,17.0,22.0,6.0,,,79.0,43.0,6.4,11.0,0.0,0.0,0.0100576,0,,,5.0,2.0,3.0,2.0,,,1.0,2.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183.0,2761,M,,804621,EUR,829094400,M,18,18,False,28.0,22.0,2.0,1.0,12.0,14.0,10.0,14.0,4.0,,,66.0,40.0,6.6,10.0,0.0587,0.0964,0.00223921,1,,,3.0,4.0,2.0,1.0,1.0,,,1.0,,,1.0,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10411758,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,,897594,EUR,944784000,M,3,3,False,35.0,30.0,3.0,1.0,20.0,21.0,11.0,17.0,10.0,,,90.0,56.0,6.9,12.0,0.0325,0.0,0.0522009,1,,1.0,,4.0,3.0,3.0,,,3.0,,,,,3.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
10411758,home,Salernitana,Grigoris Kastanos,,,grigoris-kastanos,G. Kastanos,M,28,179.0,526,M,,791566,EUR,886118400,F,20,20,False,27.0,21.0,1.0,,5.0,7.0,17.0,21.0,2.0,,,85.0,38.0,7.0,10.0,0.0372,0.0,0.0683031,1,,2.0,2.0,6.0,,,,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,
10411758,home,Salernitana,Antonio Candreva,,,antonio-candreva,A. Candreva,F,87,180.0,936,M,,27982,EUR,541468800,F,87,87,False,42.0,32.0,1.0,,12.0,13.0,25.0,38.0,4.0,,,90.0,61.0,7.7,20.0,0.021,0.6624,0.500682,1,,1.0,4.0,2.0,1.0,,,,,1.0,4.0,,1.0,9.0,3.0,,,1.0,,,5.0,,,,True,1.0,1.0,,,,,
10411758,home,Salernitana,Krzysztof Piątek,,,krzysztof-piatek,K. Piątek,F,9,183.0,13210,M,pjona_9,558738,EUR,804556800,F,99,99,False,16.0,12.0,,,6.0,8.0,6.0,8.0,1.0,,,90.0,27.0,6.6,9.0,0.5708,0.0,0.0689467,2,,2.0,16.0,2.0,,,2.0,1.0,,4.0,,10.0,,,1.0,3.0,1.0,,,,,,1.0,2.0,,,,,,,,
10411758,home,Salernitana,Boulaye Dia,,,dia-boulaye,B. Dia,F,19,180.0,11046,M,boulaye_dia,960080,EUR,848102400,F,29,29,True,13.0,11.0,1.0,1.0,,1.0,11.0,12.0,3.0,,,45.0,20.0,6.9,4.0,0.3481,0.0354,0.0598792,4,,,3.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,3.0,,,,1.0,1.0,1.0,,
10411758,home,Salernitana,William Troost-Ekong,,,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2273,M,,338991,EUR,746841600,D,15,15,True,9.0,7.0,,,5.0,7.0,2.0,2.0,,,,24.0,12.0,6.8,2.0,0.0,0.0,0.00103924,0,,3.0,1.0,4.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
10411758,home,Salernitana,Hans Nicolussi Caviglia,,,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184.0,1622,M,,876259,EUR,961286400,M,41,41,True,9.0,8.0,2.0,2.0,2.0,2.0,6.0,7.0,2.0,,,24.0,15.0,6.7,1.0,0.0255,0.0,0.00670641,1,,,2.0,2.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,
10411758,home,Salernitana,Emil Bohinen,,,emil-bohinen,E. Bohinen,M,37,185.0,230,M,,824584,EUR,921196800,M,8,8,True,6.0,5.0,,,2.0,3.0,3.0,3.0,,,,11.0,7.0,6.4,1.0,0.0,0.0,0.00194517,0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Erik Botheim,,,erik-botheim,E. Botheim,F,20,187.0,1101,M,,844292,EUR,947462400,F,11,11,True,3.0,1.0,,,,,1.0,3.0,1.0,,,11.0,5.0,6.6,2.0,0.0,0.0,0.00141043,0,,,2.0,1.0,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10411758,home,Salernitana,Vincenzo Fiorillo,,,vincenzo-fiorillo,V. Fiorillo,G,99,190.0,54,M,,28378,EUR,632188800,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Luigi Sepe,,,luigi-sepe,L. Sepe,G,,185.0,170,M,,46714,EUR,673660800,G,33,33,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Matteo Lovato,,,lovato-matteo,M. Lovato,D,20,188.0,274,M,,982601,EUR,950486400,D,66,66,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Diego Valencia,,,diego-valencia,D. Valencia,M,30,183.0,500,M,,906110,EUR,947808000,F,14,14,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Antonio Iervolino,Antonio Iervolino,,antonio-iervolino,A. Iervolino,M,39,,60,M,,1174458,EUR,1053648000,M,39,39,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Junior Sambia,,,junior-sambia,J. Sambia,M,,185.0,154,M,,603738,EUR,842054400,M,6,6,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411758,home,Salernitana,Federico Bonazzoli,,,federico-bonazzoli,F. Bonazzoli,F,90,182.0,985,M,,284363,EUR,864172800,F,9,9,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
