match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,captain,stat_goalAssist,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated
11392874,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,home,Nantes,Stredair Appuah,appuah-stredair,S. Appuah,M,19,185,119,M,1405932,EUR,1088294400,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Stredair Appuah,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,20.0,19.0,1.0,,19.0,19.0,,1.0,,,,7.0,,,1.0,2.0,,,90.0,27.0,6.6,2.0,0.0,0.0,7.889e-05,0,-0.3554,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,D,7,7,False,64.0,49.0,4.0,1.0,14.0,16.0,36.0,57.0,1.0,2.0,1.0,3.0,,,,,,,90.0,88.0,7.1,25.0,0.0,0.0,0.455763,0,,,,,,,,,,,2.0,,,1.0,,9.0,1.0,,,1.0,,,,,,,,
11392874,away,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,88.0,77.0,3.0,2.0,48.0,54.0,29.0,34.0,6.0,9.0,1.0,6.0,2.0,,,,,,90.0,99.0,7.6,13.0,0.0,0.0,0.0157596,0,,,,2.0,3.0,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,79.0,74.0,7.0,5.0,41.0,42.0,33.0,37.0,1.0,2.0,1.0,10.0,,,,,,,90.0,89.0,7.2,6.0,0.1398,0.0,0.0253798,3,,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,,,,,chancel22,,,,
11392874,away,Olympique de Marseille,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,851150,EUR,891993600,D,12,12,False,60.0,50.0,1.0,1.0,20.0,24.0,31.0,42.0,1.0,1.0,2.0,3.0,,,,,,,90.0,82.0,6.9,16.0,0.0726,0.0,0.122171,1,,,,1.0,4.0,,,,,2.0,,3.0,,,,6.0,1.0,1.0,,,,,,renan_lodi,,,,
11392874,away,Olympique de Marseille,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26789,M,845286,EUR,888364800,M,23,23,False,36.0,31.0,2.0,1.0,6.0,6.0,25.0,31.0,,5.0,1.0,5.0,3.0,,,,,,90.0,56.0,8.2,8.0,0.4954,0.6566,0.0868709,3,,,,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,ismaila_sarr18,2.0,1.0,1.0,
11392874,away,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,581314,EUR,786758400,M,21,21,False,103.0,90.0,9.0,7.0,19.0,21.0,72.0,83.0,2.0,3.0,2.0,5.0,,,,,,,90.0,121.0,8.1,17.0,0.1103,0.225,0.178665,3,,,,1.0,7.0,2.0,2.0,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,True,,,,2.0,,,
11392874,away,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,84.0,82.0,6.0,4.0,22.0,22.0,63.0,71.0,,2.0,,7.0,,,,,,,90.0,100.0,7.6,9.0,0.0588,0.1051,0.225108,2,,,,1.0,4.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,9.0,3.0,,1.0,3.0,,,,,1.0,,,
11392874,away,Olympique de Marseille,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5676,M,249929,EUR,776736000,M,20,20,False,26.0,23.0,1.0,1.0,8.0,8.0,15.0,18.0,1.0,4.0,,4.0,,,,,,,64.0,38.0,7.3,7.0,0.1527,0.118,0.0876847,2,,,,1.0,5.0,,1.0,5.0,3.0,,1.0,1.0,,,,,,1.0,,2.0,,,,tucocorrea,1.0,,,1.0
11392874,away,Olympique de Marseille,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,False,12.0,10.0,1.0,1.0,2.0,2.0,9.0,12.0,2.0,6.0,,5.0,1.0,,,,,,90.0,39.0,6.7,12.0,0.8546,0.3805,0.170049,4,,,,4.0,14.0,3.0,2.0,6.0,2.0,1.0,3.0,2.0,,1.0,,2.0,1.0,1.0,1.0,4.0,,,,,2.0,,1.0,
11392874,away,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,10,10,False,14.0,12.0,,,4.0,5.0,8.0,9.0,2.0,3.0,,1.0,,,,,,,90.0,26.0,6.8,6.0,0.5118,0.0,0.166342,5,,,,,3.0,,1.0,1.0,,,2.0,1.0,,1.0,1.0,,,4.0,1.0,3.0,,,,Auba,,,1.0,
11392874,away,Olympique de Marseille,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,914309,EUR,952300800,F,29,29,True,16.0,14.0,,,2.0,2.0,12.0,16.0,,6.0,,5.0,1.0,,,,,,26.0,30.0,7.5,6.0,0.1793,0.0224,0.0388783,3,,,,,2.0,,,7.0,5.0,,,,1.0,,,2.0,,1.0,1.0,,,,,ilimanndiaye10,1.0,,,
11392874,away,Olympique de Marseille,Jelle Van Neck,jelle-van-neck,J. V. Neck,G,40,191,412,M,1142668,EUR,1078617600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Rubén Blanco,ruben-blanco,R. Blanco,G,,188,391,M,180515,EUR,806630400,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Roggerio Nyakossi,roggerio-nyakossi,R. Nyakossi,D,34,194,192,M,1129502,EUR,1073952000,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,leobalerdi5,,,,
11392874,away,Olympique de Marseille,Emran Soglo,soglo-emran,E. Soglo,D,17,178,350,M,1403124,EUR,1121040000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Emran Soglo,,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4739,M,1129527,EUR,1069891200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Bilal,Nadir,,,,,,,,,,,,,,,,,,,,,,,,,
11392874,away,Olympique de Marseille,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,991421,EUR,956102400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,azzedine_ounahi,,,,
11392874,away,Olympique de Marseille,François Régis Mughe,francois-regis-mughe,F. R. Mughe,F,63,173,489,M,1403127,EUR,1087257600,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,François Régis Mughe,,,,,,,,,,,,,,,,,,,,,,,,,,
