match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,captain,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_bigChanceCreated,stat_bigChanceMissed
14083436,home,Sevilla,Odysseas Vlachodimos,,,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2889,M,138149,EUR,767318400,G,1,1,False,28.0,8.0,24.0,4.0,0.0,4.0,4.0,4.0,24.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,90.0,36.0,6.2,20.0,0.00043056,12.015995907857,2.0,5.5335548973251,0.0,0,-0.5678,0.02,0.01,-0.01,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083436,home,Sevilla,Tanguy Nianzou,,,tanguy-nianzou,T. Nianzou,D,5,192,1233,M,1003007,EUR,1023408000,D,5,5,False,11.0,7.0,3.0,2.0,0.0,6.0,6.0,1.0,5.0,1.0,5.0,8.0,1.0,2.0,,,70.0,24.0,7.0,4.0,0.00333007,40.280122632377,4.0,22.180566455642,1.0,0,,0.08,0.06,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,16.065671205724,19.464572535764,1.0,,,,,,,,,,,,,,,,,,,,,
14083436,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1652,M,68332,EUR,690249600,D,6,6,False,19.0,13.0,3.0,1.0,0.0,7.0,7.0,6.0,12.0,,3.0,4.0,2.0,,,,90.0,33.0,6.6,6.0,0.023712,14.512810837315,3.0,5.7524201762124,0.0,0,,0.12,0.01,0.25,,3.0,5.0,,,,2.0,2.0,1.0,,,,True,2.0,4.0,,,,,,,,,,,,,,,,,,
14083436,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,909,M,1097719,EUR,1019433600,D,4,4,False,22.0,16.0,5.0,2.0,0.0,12.0,13.0,4.0,9.0,3.0,5.0,12.0,2.0,3.0,,,90.0,42.0,6.5,6.0,0.00677883,43.324839082048,4.0,-19.203014971273,0.0,0,,0.14,0.04,-0.02,,5.0,8.0,,,,2.0,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,
14083436,home,Sevilla,César Azpilicueta,,,cesar-azpilicueta,C. Azpilicueta,D,3,178,4626,M,21555,EUR,620265600,M,3,3,False,11.0,9.0,3.0,1.0,0.0,4.0,5.0,5.0,6.0,1.0,3.0,2.0,,2.0,,,55.0,18.0,7.0,3.0,0.0979598,25.716057968287,2.0,17.524208924798,0.0,0,,0.1,0.02,0.19,,,,,,,2.0,2.0,,,,,,,,Dave,1.0,1.0,,,,,,,,,,,,,,,
14083436,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1122,M,1010655,EUR,1060905600,M,16,16,False,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,,,,,16.0,6.0,3.0,1.0,0.049843,26.590168050025,3.0,22.702204071116,1.0,0,,0.09,0.09,0.13,,1.0,3.0,,,,,,,16.057950366012,16.305878725171,,,,2.0,,,,,,,,,,,,,,,,,,
14083436,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2085,M,960006,EUR,1013212800,M,18,18,False,23.0,17.0,3.0,1.0,0.0,12.0,12.0,5.0,11.0,1.0,3.0,2.0,2.0,7.0,,,81.0,39.0,6.6,11.0,0.0473424,6.7282022628865,2.0,5.7978782300686,0.0,0,,0.25,0.04,0.13,,1.0,5.0,1.0,,,1.0,1.0,1.0,,,,,,2.0,,,,1.0,4.0,,,,,,,,,,,,,
14083436,home,Sevilla,Djibril Sow,,,djibril-sow,D. Sow,M,20,184,1938,M,799054,EUR,855187200,M,20,20,False,12.0,9.0,,,0.0,5.0,6.0,4.0,6.0,,1.0,,1.0,1.0,,,61.0,23.0,7.7,8.0,0.0130392,63.345135501918,7.0,1.7994149224688,0.0,1,,0.12,-0.1,-0.07,,,,,1.0,1.0,,,,,,,,,,,2.0,1.0,,4.0,1.0,1.0,0.1284,0.6534,0.55,,,,,,,,
14083436,home,Sevilla,Gabriel Suazo,,,gabriel-suazo,G. Suazo,M,12,178,3975,M,818986,EUR,871084800,M,12,12,False,22.0,11.0,4.0,,0.0,5.0,8.0,6.0,14.0,,4.0,4.0,3.0,,,,90.0,52.0,6.6,21.0,0.0100677,26.77850117453,3.0,13.113868333433,0.0,0,,0.12,0.0,0.17,,2.0,4.0,1.0,,,3.0,3.0,1.0,,,,,,1.0,,4.0,1.0,,1.0,,,,,,1.0,,,,,,,
14083436,home,Sevilla,Neal Maupay,,,neal-maupay,N. Maupay,F,17,171,2378,M,268903,EUR,839980800,F,17,17,False,8.0,4.0,,,0.0,1.0,2.0,3.0,6.0,,5.0,,,1.0,,,70.0,20.0,6.7,7.0,0.00423826,26.755134548014,4.0,21.873374337789,1.0,0,,-0.12,0.06,-0.01,,,4.0,1.0,3.0,1.0,1.0,1.0,3.0,9.1265807576276,10.75753359279,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
