match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_lastManTackle,stat_errorLeadToAGoal
14025062,home,Bournemouth,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,21.0,12.0,12.0,3.0,0.0,9.0,10.0,3.0,11.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,28.0,6.9,9.0,0.00152201,0.0819,0,0.2372,0.07,0.01,0.22,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025062,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,45.0,40.0,4.0,1.0,0.0,15.0,16.0,25.0,29.0,,2.0,2.0,1.0,,,,,,,90.0,58.0,7.0,7.0,0.00910992,,0,,0.15,0.11,0.22,,True,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025062,home,Bournemouth,Bafodé Diakité,bafode-diakite,B. Diakité,D,18,182,1863,M,,962408,EUR,978739200,D,18,18,False,50.0,46.0,3.0,1.0,0.0,33.0,34.0,13.0,16.0,2.0,5.0,7.0,3.0,,,,,,,90.0,62.0,7.2,4.0,0.00330197,,0,,0.09,0.07,0.31,,,,4.0,4.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
14025062,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,5,5,False,56.0,48.0,11.0,6.0,0.0,32.0,33.0,16.0,23.0,1.0,2.0,11.0,4.0,,,,,,,90.0,72.0,7.3,9.0,0.00936228,,0,,0.3,0.04,0.25,,,1.0,1.0,3.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
14025062,home,Bournemouth,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,,999028,EUR,1006214400,D,3,3,False,55.0,47.0,3.0,1.0,0.0,15.0,16.0,32.0,39.0,1.0,3.0,4.0,4.0,,,,,,,90.0,81.0,7.0,18.0,0.037688,,0,,0.25,0.12,0.15,,,6.0,2.0,3.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025062,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2918,M,,800419,EUR,918950400,M,12,12,False,41.0,37.0,6.0,3.0,0.0,10.0,12.0,27.0,29.0,1.0,5.0,1.0,3.0,,,,,,,88.0,55.0,7.0,5.0,0.0138636,,1,,0.17,0.07,0.22,,,,2.0,5.0,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,0.0287,0.2252,-0.06,,,,,,,,,
14025062,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,False,19.0,17.0,2.0,2.0,0.0,5.0,6.0,12.0,13.0,,3.0,2.0,2.0,,,,,,,66.0,39.0,7.8,11.0,0.671504,,3,,0.95,0.32,0.16,,,4.0,,4.0,1.0,1.0,1.0,,,,,,,2.0,1.0,4.0,2.0,1.0,,,0.1658,,-0.53,1.0,1.0,2.0,,,,,,
14025062,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,,1104986,EUR,1061424000,M,8,8,False,33.0,29.0,1.0,,0.0,13.0,13.0,16.0,20.0,,7.0,2.0,1.0,,,,,,,66.0,56.0,6.7,12.0,0.0257018,,1,,0.07,0.02,0.13,,,3.0,1.0,7.0,2.0,3.0,3.0,Alex Scott,,3.0,2.0,,,,,4.0,1.0,1.0,,,0.0543,,-0.14,,1.0,,,,,,,
14025062,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,30.0,28.0,3.0,3.0,0.0,5.0,5.0,23.0,25.0,1.0,3.0,1.0,2.0,,,,,,,78.0,44.0,8.0,9.0,0.214434,,2,,0.3,-0.66,0.14,,,2.0,,3.0,,,,,,,,,1.0,,2.0,3.0,2.0,,2.0,,0.1937,0.6787,0.52,,,,1.0,1.0,,,,
14025062,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,32.0,28.0,1.0,,1.0,5.0,5.0,23.0,27.0,1.0,2.0,,5.0,,,,,,,90.0,57.0,6.0,18.0,0.0722581,,4,,0.24,0.42,-0.05,,,2.0,6.0,14.0,3.0,,2.0,,,,,1.0,,,4.0,2.0,1.0,3.0,1.0,,0.6793,0.0258,-0.82,,2.0,1.0,,,2.0,1.0,,
14025062,home,Bournemouth,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,9,9,False,14.0,14.0,,,0.0,2.0,2.0,12.0,12.0,,3.0,,1.0,,,,,,,88.0,20.0,6.8,1.0,0.0221644,,0,,-0.13,0.21,0.14,,,,5.0,7.0,,3.0,1.0,,,,,,,,1.0,,,4.0,,,,,,1.0,,,,1.0,,,,
