match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_errorLeadToAShot,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim
12451059,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,94,94,False,21.0,19.0,4.0,2.0,0.0,17.0,17.0,2.0,4.0,3.0,1.0,1.0,2.0,90.0,26.0,6.7,3.0,0.00017615,0,-0.4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451059,home,Stade de Reims,Aurélio Buta,,,aurelio-buta,A. Buta,D,17,169.0,489,M,357752,EUR,855532800,D,23,23,False,48.0,43.0,3.0,,0.0,27.0,29.0,16.0,20.0,4.0,,,,90.0,72.0,6.6,8.0,0.011426,0,,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12451059,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193.0,662,M,985933,EUR,864604800,D,2,2,False,66.0,58.0,12.0,8.0,0.0,40.0,41.0,18.0,25.0,6.0,,,,90.0,78.0,6.9,9.0,0.0206204,3,,,3.0,5.0,6.0,1.0,,,1.0,2.0,3.0,1.0,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3847,0.1865,,,,,,,,,,,
12451059,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192.0,3192,M,1013842,EUR,866505600,D,5,5,False,67.0,60.0,14.0,10.0,0.0,33.0,36.0,27.0,31.0,7.0,,,,90.0,78.0,6.9,9.0,0.0217844,1,,,2.0,3.0,3.0,,1.0,,2.0,,1.0,1.0,,2.0,,,,,,1.0,,0.0282,,True,1.0,1.0,1.0,,,,,,,
12451059,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175.0,293,M,827942,EUR,882230400,D,18,18,False,30.0,23.0,5.0,1.0,0.0,15.0,17.0,8.0,17.0,7.0,,,,80.0,51.0,6.3,16.0,0.00577848,0,,4.0,3.0,5.0,4.0,,1.0,1.0,,,,3.0,,1.0,3.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,
12451059,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187.0,1937,M,894733,EUR,835401600,M,15,15,False,19.0,9.0,3.0,,0.0,2.0,5.0,7.0,15.0,4.0,,,,90.0,32.0,6.5,12.0,0.0042787,0,,1.0,4.0,7.0,8.0,2.0,,,2.0,1.0,1.0,1.0,4.0,3.0,4.0,,,,,1.0,,,,,,,,,,,,,,
12451059,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1036,M,1154611,EUR,1124928000,M,6,6,False,33.0,31.0,3.0,2.0,0.0,19.0,19.0,12.0,14.0,4.0,,,,87.0,50.0,7.6,3.0,0.0155142,1,,,2.0,1.0,10.0,,2.0,2.0,1.0,2.0,3.0,,3.0,,,,1.0,,,3.0,,0.0298,,,,,,1.0,,,,,,
12451059,home,Stade de Reims,Yaya Fofana,Yaya Fofana,,yaya-fofana,Y. Fofana,M,8,180.0,448,M,1401006,EUR,1086998400,M,71,71,False,19.0,17.0,1.0,,0.0,10.0,10.0,8.0,10.0,2.0,,,,68.0,36.0,6.8,6.0,0.0109779,2,,1.0,,6.0,4.0,,5.0,3.0,,1.0,,2.0,1.0,2.0,2.0,,,2.0,,,,0.0697,0.1143,,,1.0,,,,1.0,,,,
12451059,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176.0,4867,M,783278,EUR,731635200,F,7,7,False,40.0,29.0,2.0,1.0,1.0,7.0,7.0,29.0,52.0,7.0,,,,90.0,77.0,8.6,27.0,0.990689,1,,19.0,,2.0,5.0,,4.0,3.0,,2.0,2.0,1.0,,,,,1.0,,,1.0,,0.0957,,,,,6.0,1.0,,7.0,ItouJky,2.0,,
12451059,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181.0,8439,M,1188191,EUR,1071878400,F,22,22,False,22.0,19.0,,,0.0,5.0,6.0,14.0,16.0,2.0,,,,79.0,35.0,6.7,8.0,0.0920103,0,,,2.0,7.0,3.0,,1.0,,,,1.0,2.0,,1.0,3.0,,,,,,,,,,,1.0,2.0,2.0,,,cheick_diakite,,2.0,
