match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_keyPass,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_lastManTackle,player_sofascoreId
12117337,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,16.0,13.0,6.0,3.0,0.0,10.0,11.0,3.0,5.0,4.0,1.0,1.0,90.0,20.0,6.5,3.0,0.0022478,0,-0.8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117337,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180,356,M,122971,EUR,685152000,D,27,27,False,33.0,33.0,1.0,1.0,1.0,9.0,9.0,30.0,35.0,2.0,,,76.0,55.0,8.0,5.0,0.570315,0,,,,11.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,
12117337,home,Vitória,Edu,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,False,27.0,24.0,3.0,2.0,0.0,11.0,12.0,13.0,15.0,1.0,,,45.0,32.0,6.6,3.0,0.00958922,0,,,,,,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117337,home,Vitória,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,77,77,False,56.0,52.0,2.0,2.0,0.0,25.0,26.0,27.0,31.0,3.0,,,90.0,64.0,6.7,6.0,0.0100819,0,,,,1.0,,3.0,,,,1.0,,1.0,5.0,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
12117337,home,Vitória,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,4,4,False,58.0,51.0,5.0,2.0,0.0,23.0,25.0,29.0,35.0,5.0,,,90.0,67.0,6.8,9.0,0.153189,2,,,,2.0,1.0,3.0,,1.0,2.0,,,3.0,3.0,,,,3.0,,,,True,2.0,1.0,0.0491,,,,,,,,,
12117337,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,16,16,False,35.0,34.0,1.0,1.0,0.0,13.0,13.0,21.0,28.0,3.0,,,90.0,59.0,6.9,9.0,0.0130239,1,,,,6.0,,3.0,,,1.0,2.0,1.0,,2.0,,,,2.0,,,1.0,,,2.0,0.0216,1.0,1.0,1.0,,,,,,
12117337,home,Vitória,Gustavo Silva,gustavo-silva,G. Silva,M,7,169,745,M,863283,EUR,873590400,M,7,7,False,24.0,19.0,1.0,1.0,0.0,8.0,9.0,12.0,18.0,4.0,,,76.0,49.0,7.3,13.0,0.441498,4,,,,3.0,1.0,7.0,,,1.0,1.0,1.0,1.0,4.0,,4.0,2.0,1.0,,,,,3.0,2.0,0.2927,1.0,,3.0,1.0,,,,,
12117337,home,Vitória,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176,231,M,870943,EUR,762307200,M,28,28,False,46.0,42.0,3.0,2.0,0.0,13.0,15.0,29.0,31.0,6.0,,,76.0,61.0,7.2,6.0,0.0268319,2,,,,,,4.0,,,3.0,3.0,1.0,1.0,6.0,2.0,,,1.0,,2.0,,,,1.0,0.0523,1.0,2.0,,1.0,1.0,0.0859,,,
12117337,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,46.0,39.0,1.0,1.0,0.0,11.0,13.0,28.0,33.0,3.0,,,90.0,55.0,7.2,10.0,0.0838359,1,,,,,,4.0,,,1.0,1.0,3.0,2.0,5.0,,,,1.0,,3.0,,,,1.0,0.0692,,1.0,1.0,1.0,1.0,0.3509,,,
12117337,home,Vitória,Alerrandro,alerrandro,Alerrandro,F,9,180,1551,M,923948,EUR,947635200,F,9,9,False,24.0,15.0,1.0,,0.0,7.0,8.0,8.0,18.0,3.0,,,90.0,44.0,8.2,12.0,0.482638,5,,,,2.0,,8.0,,,,4.0,3.0,,7.0,,1.0,1.0,5.0,,2.0,,,2.0,1.0,0.5547,2.0,,3.0,,1.0,0.5006,1.0,,
