match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalClearance,captain,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_goals
12499825,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,13.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,11.0,,,,,45.0,22.0,6.7,9.0,0.0529653,1,,2.0,,,,,,1.0,,,,,,,1.0,,0.0632,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,
12499825,home,SV Werder Bremen,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,D,19,19,True,24.0,21.0,2.0,1.0,0.0,12.0,14.0,10.0,16.0,3.0,,,,45.0,42.0,6.9,9.0,0.191087,0,,6.0,,4.0,,,,1.0,,,,,,1.0,,,,,3.0,3.0,,1.0,1.0,,,,3.0,,,,,,,,,,,
12499825,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,True,31.0,26.0,3.0,2.0,0.0,16.0,16.0,10.0,15.0,3.0,,,,45.0,37.0,6.6,5.0,0.0170132,1,,,2.0,4.0,,,1.0,4.0,,1.0,1.0,1.0,,,1.0,,0.0161,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499825,home,SV Werder Bremen,André Silva,andre-silva,A. Silva,F,9,185,5788,M,190159,EUR,815616000,F,9,9,True,16.0,12.0,1.0,1.0,0.0,4.0,4.0,9.0,13.0,1.0,,,,45.0,25.0,6.5,8.0,0.0354666,1,,1.0,2.0,2.0,,,1.0,4.0,,,,,,,,1.0,0.0632,,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,andresilva9,,,,,
12499825,home,SV Werder Bremen,Justin Njinmah,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,F,11,11,True,12.0,9.0,1.0,1.0,0.0,1.0,2.0,8.0,11.0,1.0,,,,23.0,16.0,7.2,4.0,0.0850465,2,,1.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,1.0,0.1338,,1.0,1.0,,,,,1.0,,1.0,,1.0,0.0332,,,,,,,,
12499825,home,SV Werder Bremen,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,15,15,True,4.0,,1.0,,0.0,,,,4.0,,,,,11.0,6.0,6.5,4.0,0.00032787,0,,,2.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499825,home,SV Werder Bremen,Mio Backhaus,mio-backhaus,M. Backhaus,G,30,194,1073,M,1083390,EUR,1082073600,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mio Backhaus,,,,,,,
12499825,home,SV Werder Bremen,Julián Malatini,julian-malatini,J. Malatini,D,22,191,563,M,1087043,EUR,991267200,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Malatini,,,,,,,
12499825,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499825,home,SV Werder Bremen,Skelly Alvero,skelly-alvero,S. Alvero,M,80,202,456,M,1165722,EUR,1020470400,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skelly Alvero,,,,,,,
12499825,away,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,False,34.0,12.0,29.0,7.0,0.0,6.0,7.0,6.0,27.0,8.0,1.0,2.0,2.0,90.0,44.0,6.5,23.0,0.0018523,0,-0.3531,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,
12499825,away,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,D,3,3,False,19.0,14.0,5.0,2.0,0.0,10.0,10.0,6.0,15.0,1.0,,,,90.0,42.0,6.9,11.0,0.267353,1,,6.0,2.0,3.0,7.0,,,5.0,,,2.0,1.0,,,,,0.1199,5.0,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,
12499825,away,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,28.0,22.0,5.0,1.0,0.0,16.0,19.0,6.0,9.0,4.0,,,,90.0,42.0,7.0,6.0,0.00377599,1,,,3.0,4.0,5.0,,6.0,6.0,,1.0,1.0,1.0,,,,,0.1855,,,,2.0,,,,,,1.0,,,,Arthur Chaves,,,,,,,
12499825,away,TSG Hoffenheim,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1855,M,879746,EUR,943747200,D,4,4,False,44.0,35.0,9.0,3.0,0.0,25.0,28.0,10.0,16.0,4.0,,,,90.0,63.0,7.1,9.0,0.00946249,1,,,2.0,5.0,8.0,,2.0,5.0,,1.0,2.0,1.0,1.0,2.0,2.0,,0.0386,1.0,,,1.0,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,37.0,27.0,2.0,1.0,0.0,15.0,19.0,12.0,18.0,7.0,,,,82.0,62.0,7.2,12.0,0.016666,0,,,2.0,10.0,5.0,,,1.0,,,3.0,6.0,3.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
12499825,away,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,27.0,24.0,,,0.0,11.0,12.0,13.0,16.0,5.0,,,,76.0,50.0,7.8,6.0,0.0461874,4,,1.0,2.0,9.0,1.0,,,3.0,1.0,2.0,1.0,3.0,1.0,2.0,,,0.2929,1.0,4.0,2.0,,,,1.0,,,,,1.0,0.5638,,,,,,,,1.0
12499825,away,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,38.0,30.0,3.0,1.0,1.0,12.0,17.0,18.0,21.0,8.0,,,,90.0,55.0,7.2,11.0,0.0522441,0,,,2.0,7.0,3.0,,1.0,3.0,,,1.0,3.0,2.0,1.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,35.0,25.0,2.0,,0.0,11.0,12.0,17.0,29.0,7.0,,,,90.0,68.0,8.7,17.0,0.553309,3,,6.0,,7.0,3.0,,1.0,6.0,,,3.0,4.0,4.0,2.0,2.0,1.0,0.0865,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,2.0,5.0,2.0,1.0,0.3708,,,,,,,,1.0
12499825,away,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,32.0,27.0,,,2.0,14.0,16.0,14.0,18.0,5.0,,,,88.0,46.0,8.0,11.0,0.54597,2,,2.0,1.0,2.0,,True,1.0,4.0,1.0,,1.0,,,,,1.0,0.2403,,2.0,1.0,,1.0,2.0,,,1.0,3.0,1.0,2.0,0.3006,,,andrejkramaric,,,,,
12499825,away,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,22.0,15.0,5.0,1.0,0.0,5.0,6.0,12.0,21.0,6.0,,,,90.0,42.0,6.7,14.0,0.0769278,2,,5.0,1.0,8.0,,,2.0,5.0,1.0,,,1.0,1.0,4.0,1.0,,0.1745,1.0,3.0,2.0,,2.0,,1.0,,3.0,2.0,,1.0,0.1856,,,,,,,,
12499825,away,TSG Hoffenheim,Gift Orban,gift-orban,G. Orban,F,16,178,5532,M,1217613,EUR,1026864000,F,14,14,False,11.0,6.0,,,0.0,4.0,4.0,2.0,7.0,1.0,,,,76.0,22.0,6.7,9.0,0.010704,1,,,1.0,1.0,,,4.0,11.0,,,,,,,3.0,1.0,0.252,1.0,2.0,,,,1.0,,,1.0,,,1.0,0.4484,,,giftorban,,,,,1.0
12499825,away,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,True,4.0,3.0,,,0.0,3.0,3.0,,1.0,1.0,,,,14.0,5.0,6.5,2.0,5.808e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Erencan Yardımcı,erencan-yardimci,E. Yardımcı,F,9,186,693,M,989168,EUR,1012780800,F,53,53,True,6.0,2.0,,,0.0,1.0,2.0,1.0,4.0,1.0,,,,14.0,7.0,6.5,4.0,0.00172223,0,,,2.0,2.0,,,2.0,5.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,D,22,22,True,2.0,,1.0,,0.0,,1.0,,1.0,2.0,,,,8.0,10.0,7.2,3.0,1.416e-05,0,,,,2.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,True,1.0,,1.0,,0.0,,,,1.0,,,,,2.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Jakob Busk,jakob-busk,J. Busk,G,16,189,74,M,183475,EUR,747792000,G,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,David Jurásek,david-jurasek,D. Jurásek,D,39,183,1517,M,1030711,EUR,965606400,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,F,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bazoumana Touré,,,,,,,
12499825,away,TSG Hoffenheim,Haris Tabaković,haris-tabakovic,H. Tabaković,F,15,196,2741,M,259803,EUR,772070400,F,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499825,away,TSG Hoffenheim,Max Moerstedt,max-moerstedt,M. Moerstedt,F,33,194,1285,M,1418703,EUR,1137283200,F,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Moerstedt,,,,,,,
