match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceCreated,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,player_sofascoreId,stat_dispossessed,captain,player_firstName,player_lastName,stat_totalOffside,stat_goals,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
12117268,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,17.0,16.0,1.0,0.0,16.0,16.0,1.0,3.0,2.0,1.0,1.0,90.0,22.0,6.5,1.0,6.36e-05,0,-0.1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117268,home,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,D,26,26,False,127.0,120.0,6.0,0.0,36.0,36.0,93.0,8.0,,,,90.0,145.0,7.5,9.0,0.112492,1,,3.0,85.0,2.0,1.0,7.0,4.0,11.0,8.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,0.3068,1.0,,,,,,,,,,,,,,,,,,,
12117268,home,Botafogo,Adryelson,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,101.0,95.0,3.0,0.0,40.0,44.0,57.0,4.0,,,,90.0,111.0,7.5,6.0,0.0236213,2,,1.0,55.0,,,1.0,7.0,1.0,8.0,,2.0,3.0,1.0,1.0,1.0,,,,0.0939,1.0,1.0,,,,,,,,,,,,,,,,,,
12117268,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,76.0,67.0,5.0,0.0,31.0,31.0,46.0,4.0,,,,90.0,94.0,7.4,11.0,0.0208184,4,,2.0,36.0,1.0,,2.0,4.0,8.0,12.0,,2.0,3.0,1.0,5.0,2.0,,,4.0,0.2784,,,2.0,4.0,3.0,1.0,1.0,0.0097,,,,,,,,,,,,
12117268,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175,3615,M,914477,EUR,932688000,M,22,22,False,47.0,37.0,3.0,0.0,11.0,15.0,32.0,5.0,,,,84.0,57.0,6.7,11.0,0.0246003,2,,1.0,26.0,,,,1.0,,3.0,1.0,1.0,,,,,1.0,2.0,,0.6393,,,,,,1.0,,,1.0,,,,,,,,,,,
12117268,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,M,10,10,False,31.0,26.0,1.0,0.0,3.0,4.0,29.0,3.0,,,,71.0,44.0,7.3,10.0,0.137139,0,,1.0,24.0,2.0,1.0,,,2.0,2.0,,,,,,,2.0,,,,4.0,1.0,,2.0,2.0,,,,,savarino10,2.0,,,,,,,,,
12117268,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,89.0,79.0,8.0,0.0,30.0,32.0,58.0,3.0,,,,79.0,96.0,7.6,11.0,0.296405,2,,4.0,50.0,1.0,1.0,,,,3.0,,,,,3.0,1.0,1.0,,,0.0615,2.0,,,,,2.0,,,,,,True,,,,,,,,
12117268,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181,7625,M,312110,EUR,724377600,M,13,13,False,29.0,26.0,2.0,0.0,5.0,5.0,33.0,5.0,,,,70.0,50.0,7.1,14.0,0.0782487,0,,1.0,23.0,9.0,2.0,2.0,1.0,4.0,3.0,,,,,,,1.0,,,,2.0,,,2.0,2.0,,,,,alextelles13,2.0,,,,,,,,,
12117268,home,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,F,7,7,False,42.0,36.0,,0.0,11.0,11.0,34.0,1.0,,,,90.0,72.0,7.3,19.0,0.392254,3,,,25.0,3.0,,2.0,,11.0,6.0,,1.0,,,,,1.0,,1.0,0.1955,1.0,1.0,,9.0,6.0,1.0,1.0,0.5155,,luizhenrique_07,5.0,,Luiz Henrique,,,,,,,
12117268,home,Botafogo,Igor Jesus,igor-jesus,I. Jesus,F,19,179,20950,M,981619,EUR,983059200,F,99,99,False,28.0,20.0,1.0,1.0,1.0,1.0,27.0,3.0,,,,90.0,46.0,7.5,15.0,0.0400667,3,,1.0,19.0,,,3.0,1.0,5.0,5.0,,1.0,,,,,4.0,3.0,,0.1314,2.0,1.0,,1.0,1.0,1.0,1.0,0.0691,,igorjesus,2.0,,,,1.0,,,,,
