match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,reason,injury,length
11408402,FT,3.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
11408402,,,,,90,6.0,,1,,,card,Jhonder Cádiz,False,121246820.0,True,yellow,332257.0,Jhonder Cádiz,,,
11408402,,3.0,2.0,,90,5.0,,1,,,goal,,,180723577.0,True,regular,332257.0,Jhonder Cádiz,,,
11408402,,,,,90,2.0,,1,,,card,Francisco Moura,False,121246801.0,True,yellow,985138.0,Francisco Moura,Foul,,
11408402,,,,,90,2.0,,1,,,substitution,,,122563714.0,False,regular,,,,False,
11408402,,,,,90,,,1,,,card,Riccieli,False,121246793.0,True,yellow,927166.0,Riccieli,Foul,,
11408402,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,5.0
11408402,,,,,87,,,4,,,substitution,,,122563693.0,True,regular,,,,False,
11408402,,,,,83,,,8,,,substitution,,,122563677.0,False,regular,,,,False,
11408402,,,,,82,,,9,,,card,Zaydou Youssouf,False,121246755.0,True,yellow,862194.0,Zaydou Youssouf,Foul,,
11408402,,2.0,2.0,,80,,,11,,,goal,,,180722030.0,False,regular,869693.0,Sava Petrov,,,
11408402,,,,,74,,,17,,,substitution,,,122563601.0,True,regular,,,,False,
11408402,,,,,74,,,17,,,substitution,,,122563602.0,True,regular,,,,False,
11408402,,,,,69,,,22,,,substitution,,,122563576.0,False,regular,,,,False,
11408402,,,,,63,,,28,,,substitution,,,122563521.0,True,regular,,,,False,
11408402,,2.0,1.0,,55,,,36,,,goal,,,180720045.0,False,regular,818036.0,Jason Lokilo,,,
11408402,,,,,47,,,44,,,card,Aleksandar Busnić,False,121246475.0,False,yellow,905761.0,Aleksandar Busnić,Foul,,
11408402,,,,,46,,,45,,,substitution,,,122563104.0,False,regular,,,,False,
11408402,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
11408402,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,3.0
11408402,,2.0,0.0,,43,,,3,,,goal,,,180717355.0,True,regular,927166.0,Riccieli,,,
11408402,,,,,20,,,26,,,card,José Luis Rodríguez,False,121246147.0,True,yellow,842253.0,José Luis Rodríguez,Foul,,
11408402,,,,,11,,,35,,,card,Chiquinho,False,121246054.0,True,yellow,1015826.0,Chiquinho,Foul,,
11408402,,1.0,0.0,,8,,,38,,,goal,,,180715125.0,True,regular,1015826.0,Chiquinho,,,
