match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_sofascoreId,captain,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_bigChanceCreated,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_hitWoodwork,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_ownGoals,stat_errorLeadToAGoal,stat_penaltyConceded
12764873,home,Fiorentina,Tommaso Martinelli,,,martinelli-tommaso,T. Martinelli,G,50,194.0,716,M,1397756,EUR,1136505600,G,30,30,False,19.0,16.0,6.0,3.0,0.0,14.0,16.0,2.0,3.0,5.0,3.0,3.0,90.0,25.0,7.2,3.0,0.00100112,0,1.2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764873,home,Fiorentina,Michael Kayode,,,michael-kayode,M. Kayode,D,33,179.0,2460,M,1137431,EUR,1089417600,D,33,33,False,47.0,41.0,4.0,2.0,0.0,15.0,17.0,28.0,33.0,3.0,,,90.0,63.0,6.7,10.0,0.0642726,0,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764873,home,Fiorentina,Lucas Martínez Quarta,,,lucas-martinez-quarta,L. M. Quarta,D,28,183.0,3118,M,795297,EUR,831686400,D,28,28,False,76.0,70.0,11.0,8.0,0.0,38.0,38.0,32.0,38.0,9.0,,,90.0,94.0,7.9,7.0,0.0476633,1,,,,5.0,5.0,,5.0,1.0,,1.0,2.0,,,chinomartinezquarta96,True,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2237,,,,,,,,,,,,,,,,
12764873,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187.0,1093,M,893998,EUR,924825600,D,6,6,False,34.0,32.0,5.0,3.0,0.0,19.0,20.0,13.0,14.0,3.0,,,45.0,37.0,7.0,2.0,0.0418026,0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12764873,home,Fiorentina,Fabiano Parisi,,,fabiano-parisi,F. Parisi,D,65,178.0,811,M,972886,EUR,973728000,D,65,65,False,49.0,46.0,4.0,3.0,1.0,18.0,20.0,30.0,34.0,7.0,,,90.0,68.0,7.5,11.0,0.457082,1,,5.0,2.0,5.0,3.0,,,,,,,,1.0,,,,,5.0,2.0,1.0,,,1.0,0.0933,1.0,2.0,1.0,,,,,,,,,,,,,
12764873,home,Fiorentina,Jonathan Ikoné,,,jonathan-ikone,J. Ikoné,M,93,180.0,1410,M,802142,EUR,894067200,M,11,11,False,25.0,23.0,1.0,1.0,0.0,4.0,5.0,19.0,20.0,1.0,,,68.0,33.0,7.3,7.0,0.131842,2,,,,4.0,,2.0,,,,3.0,,,2.0,,,1.0,,,,1.0,,,,1.2447,1.0,1.0,1.0,1.0,1.0,0.9929,,,,,,,,,,
12764873,home,Fiorentina,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195.0,11561,M,1121333,EUR,1011830400,M,24,24,False,71.0,69.0,14.0,13.0,0.0,26.0,26.0,43.0,45.0,7.0,,,76.0,86.0,8.4,5.0,0.0544664,2,,,,3.0,7.0,1.0,,1.0,,,,,,ami2r,,,1.0,2.0,1.0,,1.0,1.0,4.0,0.152,,1.0,,1.0,1.0,0.4868,1.0,1.0,,,,,,,,
12764873,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183.0,2131,M,548178,EUR,867542400,M,8,8,False,84.0,81.0,9.0,8.0,0.0,32.0,32.0,49.0,56.0,6.0,,,90.0,100.0,8.5,8.0,0.133189,1,,4.0,,2.0,4.0,,2.0,1.0,,1.0,2.0,,1.0,,,,,2.0,2.0,,,2.0,1.0,0.2704,,,,1.0,1.0,0.5458,,1.0,,,,,,,,
12764873,home,Fiorentina,Riccardo Sottil,,,riccardo-sottil,R. Sottil,M,23,180.0,1411,M,893640,EUR,928368000,M,7,7,False,27.0,22.0,2.0,1.0,1.0,5.0,6.0,19.0,25.0,6.0,,,61.0,39.0,9.3,9.0,0.357808,3,,4.0,2.0,3.0,3.0,,,1.0,,2.0,2.0,,2.0,,,1.0,,,,,,,2.0,0.891,,,,2.0,2.0,1.1553,1.0,1.0,,,,,,,,
12764873,home,Fiorentina,Christian Kouamé,,,christian-kouame,C. Kouamé,F,31,185.0,2366,M,812946,EUR,881366400,F,99,99,False,26.0,19.0,,,1.0,2.0,2.0,17.0,24.0,4.0,,,90.0,42.0,8.5,12.0,1.21211,2,,,,3.0,6.0,,1.0,1.0,,4.0,3.0,2.0,5.0,christianmichael.11,,,3.0,1.0,1.0,2.0,,1.0,1.0,0.1142,3.0,,,,,,,,,,,,,,,
