match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,captain,stat_lastManTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_errorLeadToAGoal,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAShot
11540892,home,Fatih Karagümrük,Emre Bilgin,Emre Bilgin,,emre-bilgin,E. Bilgin,G,99,188.0,495,M,1050730,EUR,1077753600.0,G,23,23,False,26.0,18.0,14.0,6.0,0.0,16.0,19.0,2.0,7.0,1.0,8.0,1.0,3.0,4.0,90.0,35.0,7.3,8.0,0.00073286,0,0.2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540892,home,Fatih Karagümrük,Nazım Sangaré,,,nazim-sangare,N. Sangaré,M,30,180.0,168,M,169425,EUR,770256000.0,D,30,30,False,28.0,17.0,4.0,1.0,0.0,11.0,15.0,6.0,13.0,,8.0,,,,85.0,44.0,6.6,11.0,0.00755155,1,,1.0,6.0,8.0,6.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0317,,,,,,,,,,,,,,,,,,,,
11540892,home,Fatih Karagümrük,Davide Biraschi,,,davide-biraschi,D. Biraschi,D,4,182.0,102,M,233252,EUR,773107200.0,D,4,4,False,36.0,29.0,4.0,3.0,0.0,21.0,26.0,8.0,10.0,6.0,8.0,,,,90.0,51.0,7.0,10.0,0.00145486,0,,,3.0,4.0,1.0,1.0,,,1.0,4.0,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11540892,home,Fatih Karagümrük,Koray Günter,,,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200.0,D,25,25,False,35.0,33.0,9.0,8.0,0.0,26.0,27.0,7.0,8.0,3.0,8.0,,,,90.0,48.0,7.4,4.0,0.00324298,0,,1.0,2.0,2.0,,,,,2.0,1.0,,,,,2.0,,2.0,3.0,,,,,,,,,,,,,,
11540892,home,Fatih Karagümrük,Emir Tintiş,,,emir-tintis,E. Tintiş,D,3,187.0,27,M,1210418,EUR,1073865600.0,D,22,22,False,16.0,12.0,1.0,,0.0,6.0,7.0,6.0,9.0,2.0,2.0,,,,45.0,33.0,6.9,6.0,0.00183914,1,,,,3.0,,,,1.0,1.0,1.0,,0.0466,,,1.0,,,,2.0,,,,,,,,,,,,,
11540892,home,Fatih Karagümrük,Flavio Paoletti,,,paoletti-flavio,F. Paoletti,M,36,178.0,72,M,1069011,EUR,1042675200.0,M,97,97,False,38.0,34.0,1.0,,0.0,17.0,19.0,18.0,20.0,1.0,8.0,,,,90.0,49.0,7.4,7.0,0.127229,1,,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,,0.208,,,1.0,1.0,,1.0,,1.0,1.0,3.0,1.0,4.0,,,,,,,,
11540892,home,Fatih Karagümrük,Adnan Uğur,,,adnan-ugur,A. Uğur,M,77,174.0,53,M,987539,EUR,993686400.0,M,77,77,False,31.0,28.0,2.0,1.0,0.0,17.0,18.0,11.0,13.0,2.0,4.0,,,,90.0,39.0,5.9,5.0,0.00437939,0,,,7.0,3.0,2.0,1.0,1.0,,,,,,,,2.0,5.0,,,2.0,,,,,,1.0,,,,,,,
11540892,home,Fatih Karagümrük,Can Keleş,,,can-keles,C. Keleş,F,70,180.0,519,M,918408,EUR,999388800.0,M,7,7,False,8.0,7.0,1.0,1.0,0.0,6.0,6.0,1.0,3.0,,3.0,,,,67.0,17.0,6.3,7.0,0.00220894,0,,1.0,5.0,3.0,2.0,1.0,,,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,1.0,,,,,,
11540892,home,Fatih Karagümrük,Tonio Teklić,,,tonio-teklic,T. Teklić,F,99,182.0,575,M,904669,EUR,936835200.0,M,99,99,False,22.0,13.0,1.0,,1.0,4.0,7.0,9.0,17.0,1.0,3.0,,,,66.0,36.0,7.1,15.0,0.0459516,0,,,4.0,4.0,,3.0,2.0,,,1.0,1.0,,,,3.0,2.0,1.0,,1.0,2.0,,1.0,,2.0,,,,,,,,
11540892,home,Fatih Karagümrük,Ryan Mendes,,,ryan-mendes,R. Mendes,M,20,175.0,536,M,52797,EUR,631756800.0,M,20,20,False,33.0,28.0,5.0,4.0,1.0,15.0,16.0,14.0,20.0,1.0,9.0,,,,90.0,56.0,9.5,11.0,0.908584,5,,,1.0,6.0,,3.0,3.0,1.0,1.0,2.0,1.0,0.4291,,,2.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,4.0,,,4.0,1.0,1.2876,,,
