match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_wonContest,stat_totalCross,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_outfielderBlock,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceCreated
12499546,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,True,31.0,26.0,8.0,4.0,0.0,25.0,27.0,1.0,4.0,9.0,3.0,3.0,90.0,41.0,7.6,5.0,0.00042008,0,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,3,3,False,,97.0,84.0,11.0,5.0,0.0,38.0,43.0,46.0,54.0,6.0,,,88.0,115.0,6.8,18.0,0.0397127,0,,4.0,7.0,6.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,,127.0,116.0,5.0,1.0,0.0,74.0,76.0,42.0,51.0,7.0,,,90.0,137.0,7.5,11.0,0.0182329,1,,4.0,,5.0,,,,7.0,,1.0,1.0,,,,1.0,0.0302,,,,,,,,,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,,113.0,109.0,1.0,,0.0,63.0,65.0,46.0,48.0,6.0,,,90.0,124.0,7.0,8.0,0.0178538,0,,2.0,3.0,7.0,,1.0,3.0,1.0,,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,M,39,39,False,,40.0,33.0,6.0,5.0,0.0,9.0,9.0,24.0,32.0,6.0,,,79.0,66.0,7.4,11.0,0.0422697,3,,2.0,4.0,8.0,2.0,,1.0,,1.0,5.0,2.0,2.0,1.0,1.0,1.0,0.1344,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,,68.0,59.0,3.0,1.0,0.0,30.0,32.0,29.0,36.0,2.0,,,66.0,80.0,7.0,10.0,0.0286224,2,,2.0,2.0,6.0,,1.0,,,,2.0,1.0,,2.0,,1.0,0.0646,,,,,1.0,,amadou_haidara04,1.0,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,,105.0,101.0,4.0,2.0,0.0,44.0,45.0,57.0,61.0,6.0,,,88.0,124.0,7.8,8.0,0.0437898,1,,,2.0,6.0,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0186,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,M,22,22,False,,43.0,35.0,,,0.0,15.0,16.0,21.0,37.0,3.0,,,90.0,68.0,7.6,19.0,0.0994192,1,,,2.0,5.0,,1.0,2.0,,,3.0,3.0,,1.0,,,0.0416,,,1.0,10.0,,2.0,,,1.0,1.0,1.0,0.0648,,,,,,,,,,,,
12499546,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,,20.0,13.0,,,0.0,4.0,7.0,9.0,13.0,,,,66.0,33.0,6.5,13.0,0.00589164,1,,2.0,7.0,5.0,,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,,0.0188,,,1.0,,1.0,,benjamin_sesko,2.0,,,,,,,,,,,,,,,,
12499546,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,F,10,10,False,,51.0,43.0,2.0,2.0,0.0,8.0,8.0,36.0,48.0,4.0,,,90.0,87.0,7.4,25.0,0.0882697,3,,,5.0,9.0,,1.0,6.0,,,,,6.0,6.0,1.0,1.0,0.1137,,,3.0,5.0,2.0,2.0,XaviSimons,,1.0,,,,1.0,,,,,,,,,,,
12499546,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,11,11,False,,13.0,10.0,,,0.0,2.0,4.0,8.0,10.0,1.0,,,90.0,22.0,7.0,5.0,0.0466765,3,,,2.0,4.0,,,1.0,,,,,1.0,3.0,2.0,1.0,0.8686,,,1.0,1.0,,,l_openda,,,2.0,,0.9892,,1.0,1.0,1.0,,,,,,,,
