match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_lastManTackle,player_firstName,player_lastName,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot
12450195,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,True,23.0,16.0,12.0,5.0,0.0,12.0,12.0,4.0,11.0,9.0,2.0,1.0,1.0,90.0,29.0,6.4,7.0,0.00061426,0,-0.9955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450195,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,,46.0,39.0,3.0,1.0,0.0,14.0,18.0,25.0,29.0,4.0,,,,56.0,68.0,6.4,12.0,0.0170951,0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450195,home,Montpellier,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,2,2,False,,50.0,48.0,1.0,1.0,0.0,33.0,33.0,15.0,17.0,2.0,,,,90.0,60.0,6.6,3.0,0.00718496,0,,,,4.0,3.0,,2.0,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450195,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,,48.0,45.0,3.0,3.0,0.0,28.0,29.0,17.0,19.0,2.0,,,,88.0,61.0,7.0,5.0,0.00973584,0,,,1.0,1.0,5.0,1.0,4.0,,,,,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,
12450195,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,,40.0,38.0,2.0,2.0,0.0,14.0,14.0,27.0,36.0,3.0,,,,90.0,70.0,7.2,15.0,0.180121,1,,10.0,3.0,2.0,6.0,1.0,3.0,,3.0,,1.0,,,3.0,2.0,,,Issiaga,Sylla,ISylla,3.0,1.0,0.1008,3.0,,,,,,,,,,,,,
12450195,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,,60.0,56.0,3.0,1.0,0.0,16.0,16.0,40.0,47.0,2.0,,,,90.0,77.0,6.6,13.0,0.0227798,0,,3.0,,10.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,,,2.0,2.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,,,,
12450195,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,,40.0,38.0,7.0,7.0,0.0,15.0,15.0,23.0,26.0,3.0,,,,56.0,50.0,6.7,6.0,0.0193344,0,,1.0,1.0,4.0,1.0,1.0,3.0,,2.0,2.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
12450195,home,Montpellier,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,478,M,954060,EUR,982454400,M,70,70,False,,12.0,9.0,,,0.0,2.0,3.0,7.0,10.0,2.0,,,,56.0,23.0,6.7,6.0,0.00630214,2,,1.0,2.0,6.0,5.0,2.0,,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,0.1419,,,1.0,1.0,1.0,0.3182,,,,,,,,
12450195,home,Montpellier,Nicolas Pays,nicolas-pays,N. Pays,F,18,180,89,M,1622129,EUR,1057536000,M,18,18,False,,35.0,32.0,1.0,,0.0,7.0,7.0,25.0,32.0,3.0,,,,90.0,70.0,6.4,18.0,0.0331459,4,,4.0,,13.0,9.0,10.0,,,3.0,1.0,,2.0,1.0,3.0,,2.0,,,,,,2.0,0.2506,,4.0,4.0,1.0,1.0,0.3092,,,,,,,,
12450195,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,,69.0,56.0,16.0,12.0,0.0,23.0,24.0,35.0,51.0,2.0,,,,90.0,89.0,7.6,21.0,0.317224,0,,6.0,1.0,2.0,4.0,2.0,,,2.0,,1.0,,,1.0,1.0,1.0,,,,,2.0,,,3.0,,1.0,,,,1.0,,,,,,,
