match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_totalClearance,stat_totalContest,stat_wonContest,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,captain,stat_goals,stat_penaltyWon,stat_totalOffside,stat_lastManTackle,stat_penaltyFaced,stat_errorLeadToAShot,stat_clearanceOffLine,stat_penaltyConceded
11451094,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,38.0,27.0,21.0,10.0,0.0,21.0,23.0,6.0,15.0,6.0,1.0,2.0,90.0,42.0,7.0,11.0,0.00172365,1.0,0,0.0285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451094,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,46.0,39.0,4.0,1.0,0.0,22.0,24.0,18.0,24.0,6.0,,,90.0,76.0,7.0,14.0,0.0313448,,1,,2.0,1.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0143,,,,,,,,,,,,,,,,,,,,
11451094,home,Kayserispor,Majid Hosseini,majid-hosseini,M. Hosseini,D,5,187,803,M,359332,EUR,835228800,D,5,5,False,64.0,56.0,11.0,8.0,0.0,40.0,44.0,16.0,20.0,4.0,,,90.0,70.0,7.0,9.0,0.0145953,,1,,,,1.0,2.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,0.0875,,,,,,,,,,,,,,,,,,,,
11451094,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180,183,M,332963,EUR,769564800,D,3,3,False,39.0,37.0,4.0,3.0,0.0,22.0,22.0,15.0,17.0,4.0,,,90.0,46.0,6.7,3.0,0.00708845,,0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
11451094,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,45.0,39.0,9.0,7.0,0.0,13.0,15.0,26.0,31.0,6.0,,,89.0,57.0,7.2,7.0,0.0202129,1.0,0,,1.0,,,2.0,2.0,7.0,,,,,1.0,3.0,3.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
11451094,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,21.0,18.0,1.0,,0.0,8.0,9.0,10.0,14.0,4.0,,,89.0,50.0,6.9,19.0,0.0624416,,4,,2.0,,1.0,,7.0,6.0,,3.0,1.0,,,1.0,,8.0,2.0,0.1849,,,,5.0,3.0,1.0,1.0,2.0,0.3587,,,,,,,,,,,
11451094,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,52.0,47.0,7.0,5.0,0.0,24.0,26.0,23.0,28.0,7.0,,,90.0,65.0,6.8,10.0,0.0362749,1.0,1,,2.0,,,1.0,7.0,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.0178,,,1.0,,,4.0,,,,,,,,,,,,,,
11451094,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186,411,M,803869,EUR,760924800,M,6,6,False,40.0,34.0,4.0,,0.0,11.0,11.0,23.0,31.0,7.0,,,81.0,56.0,6.5,14.0,0.115592,1.0,2,,2.0,,2.0,2.0,6.0,5.0,,4.0,,,,2.0,2.0,1.0,1.0,0.6081,,,,,,,2.0,,,1.0,,,,,,,,,,
11451094,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,22.0,16.0,2.0,2.0,1.0,5.0,7.0,14.0,21.0,3.0,,,81.0,41.0,7.2,15.0,0.483009,2.0,2,,6.0,3.0,2.0,,10.0,2.0,3.0,,,,,2.0,2.0,1.0,,0.1312,,,,5.0,,,1.0,1.0,,,2.0,,,,,,,,,
11451094,home,Kayserispor,Mame Thiam,mame-thiam,M. Thiam,F,17,185,1076,M,180981,EUR,718588800,F,9,9,False,29.0,22.0,,,0.0,7.0,7.0,15.0,23.0,8.0,,,90.0,45.0,9.9,11.0,0.0708448,1.0,6,,1.0,,1.0,3.0,6.0,7.0,2.0,,1.0,1.0,,2.0,1.0,2.0,1.0,2.0499,,,,2.0,1.0,2.0,2.0,3.0,2.2386,1.0,,True,3.0,1.0,3.0,,,,,
