match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_aerialLost,stat_bigChanceCreated,stat_clearanceOffLine,stat_keyPass,stat_totalCross,stat_totalContest,stat_wonContest,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_accurateCross,player_sofascoreId,stat_goals,stat_punches,stat_totalOffside
12450946,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196.0,105,M,798306,EUR,765676800,G,30,30,False,32.0,14.0,23.0,5.0,0.0,12.0,15.0,2.0,17.0,2.0,6.0,1.0,3.0,4.0,1.0,1.0,90.0,41.0,6.9,18.0,0.00020291,0,-0.2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188.0,61,M,785518,EUR,722304000,D,22,22,False,21.0,15.0,7.0,5.0,0.0,6.0,10.0,9.0,11.0,5.0,2.0,,,,,,90.0,52.0,6.7,8.0,0.0181895,3,,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.4742,1.1899,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195.0,254,M,980406,EUR,1010966400,D,6,6,False,21.0,14.0,5.0,1.0,0.0,12.0,14.0,2.0,7.0,12.0,4.0,,,,,,90.0,43.0,6.8,7.0,0.00044888,0,,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188.0,195,M,287887,EUR,806025600,D,4,4,False,25.0,18.0,7.0,2.0,0.0,12.0,14.0,6.0,11.0,15.0,4.0,,,,,,90.0,47.0,7.9,7.0,0.0970332,0,,3.0,4.0,5.0,,,,,,2.0,,,,,,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
12450946,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183.0,294,M,1397882,EUR,893721600,D,18,18,False,20.0,16.0,4.0,3.0,0.0,7.0,7.0,9.0,19.0,8.0,1.0,,,,,,90.0,44.0,7.1,10.0,0.0939894,0,,1.0,1.0,4.0,1.0,,,,1.0,,,1.0,,,Yanis Zouaoui,,1.0,,,,,,1.0,6.0,2.0,2.0,,,,,,,,,
12450946,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179.0,819,M,54308,EUR,663897600,M,7,7,False,14.0,11.0,2.0,2.0,0.0,7.0,8.0,4.0,7.0,4.0,1.0,,,,,,83.0,29.0,6.6,6.0,0.0199758,0,,2.0,7.0,2.0,,,,,2.0,,,,,,,,,,1.0,4.0,,,1.0,1.0,,,2.0,,,,,,,,
12450946,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187.0,3161,M,149732,EUR,762652800,M,94,94,False,22.0,15.0,3.0,2.0,0.0,11.0,12.0,4.0,10.0,4.0,4.0,,,,,,84.0,53.0,6.9,14.0,0.00492186,1,,5.0,8.0,10.0,1.0,,,,3.0,2.0,4.0,5.0,0.0309,,,,3.0,2.0,1.0,3.0,,,,,1.0,,2.0,True,1.0,1.0,,,,,
12450946,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179.0,1884,M,992026,EUR,1008028800,M,19,19,False,40.0,29.0,6.0,2.0,0.0,21.0,26.0,8.0,17.0,4.0,6.0,,,,,,90.0,60.0,6.7,15.0,0.00544913,1,,1.0,5.0,6.0,2.0,,,,1.0,5.0,1.0,,0.3176,,,,,2.0,1.0,2.0,,,,3.0,,,,,1.0,,,,,,
12450946,home,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189.0,199,M,1463265,EUR,1047427200,M,21,21,False,14.0,9.0,1.0,,0.0,5.0,6.0,5.0,10.0,1.0,6.0,,,,,,90.0,32.0,7.1,11.0,0.602167,1,,,5.0,5.0,1.0,,,,,2.0,2.0,1.0,0.0931,,Antoine Joujou,,,2.0,,1.0,1.0,,2.0,2.0,3.0,2.0,2.0,,1.0,,1.0,,,,
12450946,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175.0,311,M,880765,EUR,882921600,F,11,11,False,17.0,12.0,1.0,1.0,0.0,6.0,7.0,6.0,11.0,,7.0,,,,,,90.0,40.0,6.6,16.0,0.00643535,1,,1.0,15.0,8.0,,,,1.0,,3.0,3.0,2.0,0.1166,0.3346,,,,,3.0,6.0,,,,1.0,3.0,2.0,5.0,,,,,,,,
12450946,home,Le Havre,André Ayew,andre-ayew,A. Ayew,F,24,176.0,5860,M,27035,EUR,629856000,F,28,28,False,8.0,4.0,,,0.0,3.0,6.0,1.0,2.0,1.0,2.0,,,,,,72.0,32.0,6.8,15.0,0.00039004,1,,,13.0,3.0,,,,1.0,,1.0,6.0,2.0,0.9608,0.9877,,,,1.0,1.0,8.0,,,,,2.0,,2.0,,,,,andreayew10,1.0,,
12450946,home,Le Havre,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186.0,7779,M,1095731,EUR,1021852800,M,5,5,True,8.0,6.0,1.0,,0.0,2.0,2.0,4.0,8.0,1.0,2.0,,,,,,18.0,14.0,6.4,5.0,0.00753508,0,,,1.0,,,,,,,,,,,,Oussama Targhalline,,,,,,,,,2.0,,,1.0,,,,,targhaoussama,,,
12450946,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178.0,9086,M,1035986,EUR,1001289600,F,10,10,True,2.0,1.0,,,0.0,,,1.0,3.0,,,,,,,,13.0,4.0,6.6,2.0,0.00021209,0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
12450946,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182.0,607,M,1001458,EUR,971136000,F,45,45,True,3.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,,,,,12.0,5.0,6.7,1.0,0.00180568,0,,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
12450946,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187.0,120,M,123226,EUR,649814400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182.0,700,M,1824137,EUR,1031529600,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189.0,741,M,1035988,EUR,1018569600,D,93,93,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166.0,2008,M,1000442,EUR,1014595200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Alois Confais,confais-alois,A. Confais,M,27,174.0,36,M,794374,EUR,842054400,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450946,home,Le Havre,Ilyes Housni,ilyes-housni,I. Housni,F,,172.0,1907,M,1154632,EUR,1116028800,F,46,46,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Ilyes Housni,,,,,,,,,,,,,,,,,,,,
