match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ownGoals,stat_expectedGoals,player_firstName,player_lastName,stat_lastManTackle,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,captain,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_goals
11368718,home,Las Palmas,Álvaro Lemos,alvaro-lemos,Á. Lemos,D,18,175,74,M,813645,EUR,733449600,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,home,Las Palmas,Daley Sinkgraven,daley-sinkgraven,D. Sinkgraven,D,24,179,224,M,377206,EUR,804816000,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,home,Las Palmas,Alex Suárez,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,home,Las Palmas,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,maxiperrone16,,,,,,,,,,,,,,,,,Maximo Perrone,,,,,,,,,,,,,,,
11368718,home,Las Palmas,Fabio González,fabio-gonzalez,F. González,M,,176,37,M,894477,EUR,855705600,M,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,home,Las Palmas,Sory Kaba,sory-kaba,S. Kaba,F,39,191,1042,M,869131,EUR,806889600,F,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,797291,EUR,865987200,G,1,1,False,28.0,10.0,26.0,8.0,2.0,4.0,8.0,24.0,,,7.0,2.0,,,90.0,34.0,7.0,19.0,0.00294978,0,0.9535,unai_simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11368718,away,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,22.0,14.0,5.0,2.0,6.0,7.0,8.0,20.0,,3.0,3.0,,,,70.0,52.0,7.4,16.0,0.00643491,1,,,5.0,6.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,,1.0,,,1.0,,0.0702,,,,,,,,,,1.0,True,,,,,
11368718,away,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,30.0,22.0,8.0,5.0,16.0,20.0,6.0,10.0,1.0,4.0,6.0,,,,90.0,49.0,7.5,11.0,0.00281446,0,,,,6.0,1.0,,,4.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,2.0,,,,,,,
11368718,away,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,False,31.0,20.0,8.0,1.0,13.0,20.0,7.0,11.0,,,5.0,,,,90.0,45.0,7.3,11.0,0.0430952,0,,,,4.0,,,,6.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,
11368718,away,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,False,20.0,15.0,1.0,,10.0,12.0,6.0,10.0,,1.0,6.0,,,,74.0,37.0,7.1,7.0,0.24835,0,,,2.0,1.0,,,,3.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,
11368718,away,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,16,16,False,17.0,14.0,3.0,3.0,8.0,8.0,7.0,11.0,,7.0,5.0,,,,90.0,39.0,7.2,8.0,0.129236,0,,,2.0,9.0,1.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
11368718,away,Athletic Club,Beñat Prados,benat-prados,B. Prados,M,24,179,600,M,1012409,EUR,981590400,M,24,24,False,29.0,24.0,5.0,3.0,14.0,16.0,10.0,13.0,,1.0,6.0,,,,90.0,39.0,7.0,8.0,0.00539094,1,,,,3.0,,2.0,2.0,1.0,,1.0,,3.0,1.0,,,,,0.0431,,,,,,,,1.0,,,,,,,,
11368718,away,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,M,9,9,False,19.0,11.0,1.0,,5.0,6.0,6.0,14.0,1.0,3.0,3.0,,,,90.0,35.0,7.0,15.0,0.0354869,1,,IñakiWill,1.0,5.0,,,,,2.0,,,5.0,1.0,2.0,1.0,,,0.0214,,,,3.0,,1.0,,,1.0,1.0,,1.0,,,,
11368718,away,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,M,8,8,False,13.0,9.0,1.0,,1.0,3.0,8.0,10.0,,4.0,2.0,,,,62.0,21.0,6.2,9.0,0.00474933,1,,,,2.0,1.0,1.0,1.0,,,,,3.0,1.0,1.0,1.0,,,0.4969,,,,,,2.0,1.0,,,,,,,,,
11368718,away,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,1085400,EUR,1026432000,M,11,11,False,12.0,8.0,1.0,1.0,3.0,4.0,6.0,10.0,,3.0,2.0,,,,70.0,24.0,7.1,10.0,0.188678,1,,NicoWill,2.0,3.0,,2.0,1.0,,,1.0,1.0,2.0,,,,1.0,,0.0231,,,,1.0,1.0,2.0,,,,1.0,,,1.0,,1.0,
11368718,away,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,605672,EUR,842486400,F,12,12,False,20.0,12.0,2.0,,4.0,7.0,8.0,13.0,4.0,8.0,1.0,,,,74.0,42.0,7.5,11.0,0.0228973,2,,,,7.0,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,,1.0,,0.4566,,,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,1.0
11368718,away,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,M,30,30,True,4.0,1.0,1.0,,1.0,2.0,,3.0,,3.0,4.0,,,,28.0,11.0,6.6,7.0,2.81e-06,0,,,1.0,2.0,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
11368718,away,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,801837,EUR,736473600,D,15,15,True,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,20.0,9.0,6.6,2.0,0.00012852,0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,F,7,7,True,2.0,2.0,,,2.0,2.0,,,,4.0,1.0,,,,20.0,4.0,6.4,,8.33e-06,0,,,,2.0,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,807648,EUR,790905600,D,5,5,True,,,,,,,,,1.0,1.0,,,,,16.0,3.0,6.5,,,0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184,373,M,4581,EUR,521424000,M,22,22,True,5.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,,1.0,,,,16.0,9.0,6.8,3.0,8.975e-05,0,,,,3.0,,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Imanol García de Albéniz,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177,202,M,1009662,EUR,960422400,D,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,71707,EUR,724723200,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Malcom Ares,malcom-ares,M. Ares,M,18,183,265,M,1391487,EUR,1002844800,F,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Dani García,dani-garcia,D. García,M,14,180,701,M,298920,EUR,643507200,M,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368718,away,Athletic Club,Asier Villalibre,asier-villalibre,A. Villalibre,F,12,183,829,M,355072,EUR,875577600,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
