match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_goalAssist,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside
11451103,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,1,1,False,21.0,18.0,7.0,4.0,16.0,17.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,90.0,30.0,6.5,4.0,0.0,0.0,0.00049481,0,-0.2275,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451103,home,Pendikspor,Serkan Asan,,,serkan-asan,S. Asan,D,61,170,62,M,952726,EUR,925257600,D,61,61,False,34.0,32.0,,,20.0,20.0,12.0,14.0,,,1.0,2.0,,,45.0,37.0,6.5,3.0,0.0,0.0,0.00375213,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11451103,home,Pendikspor,Berkay Sülüngöz,,,berkay-sulungoz,B. Sülüngöz,D,5,185,7,M,839895,EUR,732758400,D,20,20,False,94.0,90.0,7.0,5.0,48.0,49.0,42.0,45.0,7.0,,3.0,9.0,,,90.0,104.0,6.7,4.0,0.0,0.0,0.0289248,0,,,5.0,,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11451103,home,Pendikspor,Murat Akça,,,murat-akca,M. Akça,D,,184,7,M,39551,EUR,647827200,D,13,13,False,93.0,88.0,5.0,3.0,52.0,52.0,36.0,41.0,10.0,,3.0,5.0,,,90.0,105.0,6.6,6.0,0.0,0.0,0.0122753,0,,3.0,5.0,1.0,5.0,1.0,,,,,2.0,4.0,True,1.0,1.0,2.0,,,,,,,,,,,,
11451103,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184,51,M,170117,EUR,651024000,D,6,6,False,82.0,70.0,10.0,6.0,29.0,31.0,42.0,60.0,4.0,1.0,,10.0,,,90.0,112.0,7.3,23.0,0.2208,0.0,0.0926274,2,,2.0,9.0,2.0,,,1.0,1.0,5.0,2.0,1.0,3.0,,,,1.0,9.0,1.0,2.0,4.0,,,,,,,,
11451103,home,Pendikspor,Josip Vuković,,,josip-vukovic,J. Vuković,M,44,186,113,M,137635,EUR,704764800,M,4,4,False,41.0,35.0,3.0,3.0,7.0,8.0,28.0,33.0,3.0,1.0,1.0,2.0,,,64.0,47.0,6.4,8.0,0.0,0.0,0.0283353,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11451103,home,Pendikspor,Arnaud Lusamba,,,arnaud-lusamba,A. Lusamba,M,11,180,284,M,361342,EUR,852336000,M,66,66,False,33.0,31.0,1.0,1.0,10.0,12.0,21.0,21.0,2.0,,,3.0,,,45.0,40.0,6.6,4.0,0.0,0.0,0.043652,0,,,2.0,2.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
11451103,home,Pendikspor,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170,140,M,217782,EUR,752803200,M,11,11,False,30.0,25.0,2.0,,12.0,12.0,14.0,23.0,,,,4.0,,,69.0,43.0,7.0,11.0,0.1093,0.0764,0.085567,1,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,5.0,1.0,,1.0,1.0,,,,,,,
11451103,home,Pendikspor,Fredrik Midtsjø,,,fredrik-midtsjo,F. Midtsjø,M,,176,251,M,98198,EUR,745027200,M,18,18,False,49.0,46.0,1.0,1.0,14.0,14.0,32.0,36.0,4.0,1.0,,6.0,,,90.0,67.0,7.7,10.0,0.0421,0.0,0.0690177,2,,,8.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,,,,,1.0,,,2.0,,1.0,2.0,,,,,
11451103,home,Pendikspor,Endri Çekiçi,,,endri-cekici,E. Çekiçi,M,22,179,229,M,187153,EUR,848707200,M,8,8,False,57.0,49.0,1.0,1.0,9.0,9.0,41.0,53.0,3.0,1.0,,4.0,,,90.0,84.0,7.5,19.0,0.2205,0.1658,0.0784242,5,,1.0,6.0,6.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,2.0,2.0,1.0,,2.0,,,,,
