match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_penaltyConceded,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,captain,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyWon,stat_totalOffside,stat_punches,stat_bigChanceMissed
10389787,away,Stade de Reims,Yunis Abdelhamid,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,59.0,54.0,3.0,1.0,35.0,38.0,19.0,21.0,,1.0,2.0,1.0,1.0,,,,,90.0,69.0,6.3,6.0,0.051,0.0,0.0206271,1.0,1,,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,True,,,,,,,
10389787,away,Stade de Reims,Thomas Foket,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,65.0,63.0,5.0,5.0,41.0,43.0,23.0,24.0,,1.0,,7.0,,,,,,90.0,75.0,6.5,3.0,0.0,0.0,0.122048,2.0,0,,3.0,,,,1.0,1.0,,,2.0,,,2.0,,,2.0,1.0,,,,,,,,,,,,,
10389787,away,Stade de Reims,Marshall Munetsi,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,23.0,16.0,5.0,1.0,6.0,6.0,11.0,18.0,,5.0,,3.0,2.0,,,,,90.0,37.0,7.1,8.0,0.0313,0.0,0.166874,1.0,1,,5.0,,1.0,,2.0,,,,5.0,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,,,,,1.0,,,
10389787,away,Stade de Reims,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,48.0,43.0,3.0,1.0,16.0,18.0,27.0,31.0,2.0,3.0,1.0,5.0,,,,,,74.0,56.0,6.7,6.0,0.036,0.0,0.0264338,,1,,2.0,,,,1.0,,2.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,
10389787,away,Stade de Reims,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,8,8,False,51.0,51.0,4.0,4.0,30.0,30.0,21.0,21.0,,2.0,,4.0,1.0,,,,,86.0,66.0,6.1,6.0,0.1839,0.1259,0.0304487,1.0,3,,12.0,3.0,3.0,,,,,,4.0,,,3.0,1.0,,,,1.0,1.0,,,,,,,2.0,,,,
10389787,away,Stade de Reims,Alexis Flips,flips-alexis,A. Flips,M,70,173,226,M,879672,EUR,948153600,M,70,70,False,22.0,20.0,,,8.0,8.0,13.0,18.0,1.0,3.0,,2.0,,,,,,74.0,35.0,6.9,10.0,0.0765,0.0,0.223266,1.0,1,,2.0,,,,2.0,1.0,,,1.0,,,1.0,5.0,,4.0,1.0,,,,,,,,,1.0,,,,
10389787,away,Stade de Reims,Folarin Balogun,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,24.0,18.0,1.0,,9.0,9.0,9.0,17.0,,6.0,,6.0,,,,,,90.0,48.0,7.3,14.0,1.1212,1.3792,0.178995,4.0,5,,5.0,1.0,7.0,,1.0,1.0,1.0,,2.0,,,,3.0,balogun,2.0,,5.0,2.0,2.0,1.0,1.0,,,,1.0,,,,1.0
10389787,away,Stade de Reims,Junya Ito,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,39,39,False,34.0,32.0,,,3.0,4.0,30.0,41.0,,1.0,,1.0,1.0,,,,,90.0,51.0,6.8,14.0,0.082,0.0,0.331097,1.0,2,,4.0,,2.0,,,,1.0,,,,,1.0,,ItouJky,11.0,1.0,,,1.0,,,,,,1.0,,,,
10389787,away,Stade de Reims,Kaj Sierhuis,kaj-sierhuis,K. Sierhuis,F,9,180,490,M,855847,EUR,893635200,F,9,9,True,6.0,3.0,1.0,1.0,,1.0,3.0,6.0,,,,,,,,,,16.0,10.0,6.7,5.0,0.0,0.0,0.00551903,,0,,1.0,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
10389787,away,Stade de Reims,Arbër Zeneli,arber-zeneli,A. Zeneli,F,9,176,395,M,227892,EUR,793670400,M,10,10,True,11.0,8.0,1.0,1.0,2.0,2.0,7.0,15.0,,1.0,,2.0,,,,,,16.0,24.0,6.8,9.0,0.0321,0.0,0.0685483,,1,,1.0,,2.0,,,,,,,,,,,,6.0,1.0,1.0,,,,,,,,1.0,,,,
10389787,away,Stade de Reims,Valentin Atangana Edoa,atangana-edoa-valentin,V. A. Edoa,M,6,173,1036,M,1154611,EUR,1124928000,M,49,49,True,3.0,2.0,,,,,2.0,3.0,,1.0,,1.0,1.0,,,,,9.0,7.0,6.4,3.0,0.0364,0.0,0.00086355,,1,,1.0,,1.0,,,,,,,Valentin Atangana Edoa,,,1.0,,,,,,1.0,,,,,,,,,,
10389787,away,Stade de Reims,Mohamed Touré,mohamed-toure,M. Touré,F,37,186,1283,M,1019061,EUR,1080259200,F,57,57,True,2.0,1.0,,,,,1.0,2.0,,1.0,,,,,,,,9.0,5.0,6.7,1.0,0.0,0.0,0.0320449,1.0,0,,3.0,,1.0,,,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
10389787,away,Stade de Reims,Alexandre Olliero,olliero-alexandre,A. Olliero,G,20,193,64,M,814358,EUR,824342400,G,96,96,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389787,away,Stade de Reims,Cheick Keita,cheick-keita,C. Keita,D,95,185,227,M,1407973,EUR,1049241600,D,43,43,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,Cheick Keita,,,,,,,,,,,,,,,,,,,
10389787,away,Stade de Reims,Thérence Koudou,koudou-therence,T. Koudou,D,7,178,224,M,1392080,EUR,1102896000,D,45,45,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389787,away,Stade de Reims,Fallou Fall,fall-fallou,F. Fall,D,95,192,294,M,1393279,EUR,1081987200,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,Fallou Fall,,,,,,,,,,,,,,,,,,,
10389787,away,Stade de Reims,Dion Lopy,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
