match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_aerialWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,player_firstName,player_lastName,stat_wonContest,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
11388437,home,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,36.0,23.0,24.0,11.0,16.0,16.0,7.0,20.0,2.0,11.0,3.0,4.0,1.0,90.0,43.0,8.1,13.0,0.00215725,0,1.4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388437,home,Heracles Almelo,Navajo Bakboord,navajo-bakboord,N. Bakboord,D,,177,75,M,837264,EUR,917568000,D,19,19,False,14.0,6.0,4.0,1.0,4.0,6.0,2.0,9.0,6.0,1.0,,,,90.0,39.0,6.9,10.0,0.00477701,0,,1.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11388437,home,Heracles Almelo,Sven Sonnenberg,sven-sonnenberg,S. Sonnenberg,D,4,194,16,M,836713,EUR,916704000,D,4,4,False,33.0,27.0,9.0,5.0,21.0,22.0,6.0,11.0,7.0,2.0,,,,90.0,44.0,7.2,6.0,0.00604676,0,,,,1.0,3.0,1.0,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11388437,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,False,28.0,27.0,3.0,3.0,23.0,24.0,4.0,4.0,3.0,4.0,,,,90.0,35.0,7.1,2.0,0.00901412,1,,,4.0,5.0,3.0,,1.0,,,,1.0,1.0,True,3.0,1.0,1.0,1.0,0.0239,,,,,,,,,,,,,,,,,,
11388437,home,Heracles Almelo,Fredrik Oppegård,fredrik-oppegard,F. Oppegård,D,22,175,200,M,1005648,EUR,1028678400,D,22,22,False,27.0,19.0,5.0,,9.0,11.0,10.0,16.0,3.0,6.0,,,,90.0,51.0,6.8,14.0,0.0416095,1,,,1.0,7.0,3.0,1.0,1.0,3.0,1.0,,1.0,,,,,2.0,,0.062,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
11388437,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,26.0,22.0,4.0,4.0,11.0,12.0,11.0,14.0,,5.0,,,,83.0,46.0,7.5,9.0,0.0118211,1,,,2.0,3.0,5.0,,3.0,3.0,3.0,2.0,,,,,,4.0,,0.0742,,,1.0,,,1.0,1.0,0.3311,,,,,,,,,,
11388437,home,Heracles Almelo,Marko Vejinović,marko-vejinovic,M. Vejinović,M,18,186,29,M,40947,EUR,634003200,M,18,18,False,43.0,36.0,7.0,5.0,14.0,17.0,22.0,27.0,5.0,4.0,,,,90.0,63.0,7.1,12.0,0.0165431,1,,1.0,2.0,7.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,0.0079,,2.0,,1.0,2.0,,,,,,,,,,,,,
11388437,home,Heracles Almelo,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183,342,M,788284,EUR,836524800,M,20,20,False,25.0,21.0,2.0,1.0,8.0,10.0,15.0,18.0,1.0,3.0,,,,83.0,40.0,6.6,12.0,0.088702,1,,3.0,,4.0,,,,,,,1.0,,,,1.0,3.0,,0.1196,,1.0,2.0,,4.0,,,,2.0,,,,,,,,,
11388437,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,False,18.0,13.0,2.0,,6.0,8.0,7.0,10.0,1.0,2.0,,,,65.0,29.0,7.0,6.0,0.0912457,2,,,1.0,2.0,4.0,,,1.0,1.0,,,,,3.0,1.0,,,0.1676,,1.0,,,2.0,1.0,,0.6748,,1.0,,,,,,,,
11388437,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,M,7,7,False,23.0,17.0,1.0,,5.0,7.0,13.0,19.0,1.0,2.0,,,,83.0,44.0,7.8,11.0,0.234615,4,,3.0,2.0,5.0,5.0,,,1.0,,2.0,1.0,,,,,1.0,,0.1177,,,4.0,3.0,2.0,1.0,,0.1392,1.0,,,,2.0,1.0,1.0,,,
