match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_bigChanceMissed,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_goals,stat_hitWoodwork,stat_totalOffside
14771810,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,27.0,20.0,11.0,4.0,0.0,20.0,21.0,6.0,11.0,3.0,4.0,90.0,38.0,7.4,7.0,0.0001948,0.5647,0,0.0348,0.02,0.01,-0.02,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771810,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,21.0,16.0,,,0.0,4.0,5.0,16.0,,,,59.0,37.0,6.5,7.0,0.042144,,1,,0.1,0.01,-0.17,,12.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0581,0.5557,1.0,-0.3,,,,,,,,,,,,,,,,,
14771810,home,Al-Ittihad,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187.0,4062,M,99545,EUR,684374400,D,2,2,False,87.0,83.0,11.0,9.0,0.0,41.0,42.0,45.0,5.0,,,90.0,96.0,7.2,4.0,0.0321519,,2,,0.33,0.14,-0.1,,42.0,,,,2.0,2.0,4.0,,,2.0,2.0,,,,0.1176,0.1861,1.0,-0.5,DaniloP,1.0,1.0,2.0,2.0,,,,,,,,,,,,
14771810,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,87.0,78.0,9.0,3.0,0.0,44.0,48.0,39.0,4.0,,,90.0,97.0,6.9,10.0,0.0136549,,0,,0.19,0.14,0.13,,34.0,,,2.0,1.0,3.0,4.0,3.0,2.0,,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
14771810,home,Al-Ittihad,Mario Mitaj,mitaj-mario,M. Mitaj,D,12,180.0,1741,M,1006089,EUR,1060128000,D,12,12,False,49.0,43.0,4.0,2.0,0.0,10.0,12.0,37.0,2.0,,,90.0,68.0,6.6,11.0,0.0805769,,0,,0.3,-0.12,-0.23,,33.0,5.0,1.0,2.0,,4.0,3.0,2.0,2.0,,2.0,1.0,,1.0,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,
14771810,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,67.0,57.0,5.0,3.0,0.0,26.0,26.0,41.0,7.0,,,90.0,76.0,7.0,11.0,0.0178086,,0,,0.03,0.22,0.17,,31.0,,,1.0,1.0,3.0,6.0,3.0,2.0,,1.0,1.0,,,,,,,nglkante,,,2.0,1.0,,,,,,,,,,,,
14771810,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400,M,14,14,False,38.0,34.0,2.0,,0.0,14.0,14.0,24.0,2.0,,,66.0,44.0,6.5,5.0,0.0130403,,0,,0.06,0.06,-0.06,,20.0,,,1.0,,5.0,4.0,,,,,2.0,2.0,,,,,,,,,2.0,2.0,Awad Al Nashri,,,1.0,1.0,,,,,,,
14771810,home,Al-Ittihad,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170.0,2642,M,1128560,EUR,1132531200,M,78,78,False,22.0,18.0,1.0,1.0,0.0,6.0,7.0,15.0,2.0,,,77.0,42.0,6.4,12.0,0.0177619,,1,,-0.06,0.08,-0.12,,12.0,1.0,,1.0,,9.0,7.0,4.0,1.0,,,3.0,3.0,2.0,0.0274,,,-0.12,,,,3.0,4.0,,,,1.0,1.0,1.0,,,,,,
14771810,home,Al-Ittihad,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175.0,14747,M,846081,EUR,899164800,M,10,10,False,36.0,30.0,4.0,2.0,0.0,6.0,7.0,29.0,2.0,,,77.0,52.0,6.4,12.0,0.0742803,,1,,0.26,0.01,-0.09,,24.0,2.0,2.0,1.0,,8.0,3.0,2.0,1.0,,,,,1.0,0.0339,,2.0,-0.07,houssem_aouar,,1.0,2.0,2.0,,,,,4.0,1.0,,,,,,
14771810,home,Al-Ittihad,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170.0,7562,M,855817,EUR,931305600,M,19,19,False,24.0,18.0,1.0,,0.0,4.0,4.0,20.0,2.0,,,90.0,41.0,6.1,16.0,0.0262467,,1,,-0.22,0.06,-0.08,,14.0,8.0,1.0,1.0,,4.0,2.0,3.0,1.0,,,1.0,,,0.0293,,1.0,-0.12,moussadiaby,,,,1.0,,,,,,,1.0,,,,,
14771810,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,26.0,20.0,1.0,,0.0,4.0,5.0,21.0,1.0,,,90.0,36.0,6.4,9.0,0.135193,,2,,-0.02,0.33,-0.06,,16.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,,,,,1.0,0.1543,,1.0,-0.34,KBenz9,,,,,,,,1.0,1.0,1.0,1.0,True,,,,
14771810,home,Al-Ittihad,Ahmed Al-Julaydan,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,D,32,32,True,24.0,20.0,7.0,3.0,0.0,8.0,9.0,15.0,1.0,,,31.0,36.0,7.0,7.0,0.00450016,,0,,0.03,-0.06,0.15,,12.0,2.0,,,1.0,1.0,4.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14771810,home,Al-Ittihad,Ahmed Al-Ghamdi,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000,F,27,27,True,10.0,9.0,2.0,1.0,0.0,1.0,1.0,9.0,,,,24.0,17.0,6.9,4.0,0.108196,,0,,0.3,0.02,-0.01,,8.0,4.0,1.0,1.0,,2.0,2.0,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,,
14771810,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800,F,24,24,True,12.0,11.0,,,0.0,2.0,2.0,10.0,,,,13.0,20.0,6.5,5.0,0.0161531,,1,,-0.07,0.11,0.0,,9.0,2.0,,,,2.0,1.0,2.0,1.0,,,,,,0.0116,,,-0.04,,,,,,,,,,1.0,1.0,,,,,,
