match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot,stat_outfielderBlock,player_sofascoreId,stat_totalOffside
12448218,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,13,13,False,50.0,41.0,12.0,5.0,0.0,39.0,42.0,2.0,8.0,1.0,1.0,1.0,8.0,2.0,3.0,1.0,3.0,3.0,90.0,57.0,7.3,9.0,0.00165458,0,0.6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448218,home,SC Heerenveen,Denzel Hall,denzel-hall,D. Hall,D,180,97,M,987523,EUR,990489600,D,2,2,False,35.0,24.0,6.0,,0.0,17.0,20.0,7.0,15.0,1.0,3.0,1.0,4.0,,,,,,45.0,49.0,6.5,12.0,0.00795154,0,,,,22,1.0,3.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12448218,home,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,191,83,M,847072,EUR,886118400,D,4,4,False,81.0,69.0,5.0,2.0,0.0,51.0,56.0,18.0,25.0,1.0,4.0,,6.0,,,,,,90.0,90.0,6.4,14.0,0.0118254,0,,,,4,6.0,9.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12448218,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,194,794,M,286097,EUR,822960000,D,5,5,False,82.0,73.0,3.0,3.0,0.0,48.0,54.0,25.0,28.0,5.0,9.0,1.0,9.0,,,,,,90.0,93.0,7.3,10.0,0.0729992,1,,,,4,,3.0,3.0,3.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,0.09,,,,,,,,,,,,,,,,
12448218,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,168,173,M,794998,EUR,894067200,D,11,11,False,66.0,64.0,1.0,1.0,0.0,36.0,36.0,31.0,38.0,,5.0,1.0,5.0,,,,,,90.0,98.0,7.4,10.0,0.161506,1,,,,27,,5.0,2.0,4.0,3.0,,1.0,3.0,1.0,1.0,,,,0.0262,8.0,3.0,1.0,3.0,,,,,,,,,,,,
12448218,home,SC Heerenveen,Danilo Al-Saed,al-saed-danilo,D. Al-Saed,M,178,897,M,1103971,EUR,919814400,M,24,24,False,19.0,13.0,1.0,1.0,0.0,8.0,9.0,5.0,10.0,,2.0,,2.0,,,,,,45.0,26.0,6.5,9.0,0.0186084,0,,,,18,1.0,4.0,,1.0,1.0,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,
12448218,home,SC Heerenveen,Espen Van Ee,van-ee-espen,E. v. Ee,M,179,71,M,1126965,EUR,1057363200,M,21,21,False,83.0,71.0,3.0,1.0,0.0,37.0,40.0,34.0,43.0,,5.0,,4.0,,,,,,78.0,99.0,7.0,16.0,0.110527,4,,,,22,,9.0,,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,,3.0,0.1193,,,,,1.0,0.0337,,,,,,,,,,
12448218,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,185,159,M,850851,EUR,874195200,M,19,19,False,59.0,48.0,1.0,,0.0,19.0,24.0,29.0,35.0,1.0,9.0,,2.0,,,,,,90.0,77.0,7.0,18.0,0.52223,3,,,,10,,11.0,,5.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,0.323,,,,2.0,2.0,0.9233,1.0,1.0,,,,,,,,
12448218,home,SC Heerenveen,Ilias Sebaoui,ilias-sebaoui,I. Sebaoui,M,180,683,M,1154586,EUR,1002153600,M,10,10,False,27.0,21.0,2.0,2.0,0.0,5.0,6.0,16.0,23.0,1.0,7.0,,6.0,,,,,,86.0,50.0,7.0,16.0,0.17465,3,,Ilias Sebaoui,,10,,4.0,2.0,,,4.0,,,1.0,1.0,8.0,5.0,2.0,0.5384,2.0,,1.0,1.0,,,,1.0,,,,,,,,
12448218,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,180,141,M,794014,EUR,894153600,F,8,8,False,51.0,43.0,3.0,2.0,0.0,15.0,17.0,28.0,37.0,2.0,3.0,3.0,6.0,,,,,,90.0,69.0,7.7,14.0,0.065193,3,,,,8,3.0,6.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,0.1625,3.0,,,1.0,2.0,0.6171,1.0,,True,,,,,,,
