match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_interceptionWon,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_saves,stat_clearanceOffLine,stat_hitWoodwork
11369473,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,30.0,19.0,15.0,4.0,17.0,17.0,2.0,13.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,90.0,35.0,5.8,11.0,0.00026456,0,-1.9963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369473,home,Real Betis,Héctor Bellerín,,,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,D,2,2,False,31.0,28.0,,,10.0,11.0,19.0,21.0,1.0,4.0,3.0,5.0,,,,90.0,55.0,6.1,7.0,0.0606104,0,,Bellerín,1.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11369473,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,6,6,False,33.0,31.0,2.0,,25.0,25.0,7.0,9.0,,2.0,5.0,5.0,,,,90.0,45.0,6.1,2.0,0.0235333,0,,germanpezzella,1.0,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,,True,3.0,,,,,,,,,,,,,,,,
11369473,home,Real Betis,Sokratis Papastathopoulos,Sokratis,Papastathopoulos,sokratis-papastathopoulos,S. Papastathopoulos,D,3,187,628,,2322979,EUR,581817600,D,19,19,False,25.0,23.0,3.0,2.0,19.0,21.0,4.0,4.0,3.0,5.0,4.0,3.0,,,,90.0,36.0,6.5,2.0,0.00099699,0,,,,,2.0,,,,1.0,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,
11369473,home,Real Betis,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,D,20,20,False,23.0,20.0,1.0,1.0,10.0,11.0,10.0,15.0,,3.0,6.0,4.0,,,,90.0,56.0,6.2,12.0,0.00425115,0,,,3.0,,3.0,1.0,,1.0,,2.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,
11369473,home,Real Betis,Johnny Cardoso,,,johnny,J. Cardoso,M,5,186,5097,M,990169,EUR,1000944000,M,4,4,False,24.0,23.0,,,13.0,13.0,10.0,11.0,2.0,5.0,3.0,8.0,,,,73.0,37.0,6.8,3.0,0.0861613,1,,,,,4.0,1.0,2.0,,,3.0,2.0,,,1.0,,,1.0,,,1.0,0.038,,,,,,,,,,,,
11369473,home,Real Betis,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,False,35.0,29.0,3.0,2.0,15.0,15.0,14.0,21.0,,2.0,1.0,5.0,,,,90.0,50.0,6.1,10.0,0.00965444,2,,,1.0,,7.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,3.0,,1.0,0.082,1.0,,,,,,,,,,,
11369473,home,Real Betis,Luiz Henrique,Luiz Henrique,,luiz-henrique,L. Henrique,M,11,182,12996,M,1035995,EUR,978393600,M,11,11,False,24.0,16.0,1.0,1.0,7.0,8.0,10.0,20.0,2.0,11.0,3.0,1.0,,,,90.0,57.0,6.8,17.0,0.111676,6,,luizhenrique_07,4.0,1.0,7.0,,1.0,9.0,,2.0,1.0,1.0,2.0,3.0,2.0,,1.0,,5.0,3.0,0.6159,2.0,1.0,1.0,3.0,1.0,,,,,,,
11369473,home,Real Betis,Isco,,,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,33.0,26.0,2.0,1.0,6.0,9.0,20.0,28.0,1.0,6.0,1.0,6.0,,,,90.0,59.0,8.5,21.0,0.324086,3,,iscoalarcon,4.0,,7.0,1.0,1.0,4.0,,2.0,,4.0,1.0,1.0,1.0,,,2.0,2.0,,0.2893,,,1.0,,3.0,2.0,0.5328,,,,,
11369473,home,Real Betis,Assane Diao,,,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,M,38,38,False,2.0,2.0,,,,,2.0,2.0,,2.0,,2.0,,,,45.0,14.0,5.8,10.0,0.00425088,0,,,,,10.0,2.0,3.0,4.0,,1.0,1.0,4.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
